area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude|city_district
60.0|3.0|1-3|secondary|0|1|2015.0|0.0|Apartment|0.0|25833.33|1|0|0|jana kilińskiego|wrzeszcz dolny|gdansk|54.384856|18.605943|gdansk_wrzeszcz dolny
101.5|4.0|4-7|secondary|0|1|1997.0|1.0|Apartment|0.0|11477.83|0|0|0|janusza korczaka 4|redłowo|gdynia|54.496244|18.542818|gdynia_redłowo
60.0|3.0|4-7|primary|1|1|2024.0|1.0|Apartment|0.0|9683.33|1|0|0||jasień|gdansk|54.340089|18.560014|gdansk_jasień
46.01|2.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|10758.53|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
60.86|3.0|4-7|primary|1|1|2024.0|0.0|Apartment|0.0|11017.09|1|0|0||jasień|gdansk|54.340089|18.560014|gdansk_jasień
25.95|1.0|1-3|primary|1|1|2025.0|0.0|Apartment|0.0|17418.11|1|0|0||piecki-migowo|gdansk|54.351931|18.575399500000003|gdansk_piecki-migowo
51.86|3.0|1-3|primary|1|1|2025.0|0.0|Apartment|0.0|10509.06|0|0|0||jasień|gdansk|54.340089|18.560014|gdansk_jasień
69.59|4.0|0|primary|1|1|2025.0|0.0|Apartment|0.0|9699.67|0|1|0||jasień|gdansk|54.340089|18.560014|gdansk_jasień
69.0|3.0|1-3|secondary|1|0|2003.0|1.0|Apartment|1.0|12800.0|1|0|0|parkowa|mały kack|gdynia|54.51768|18.53892|gdynia_mały kack
66.8|3.0|0|secondary|0|0|2006.0|0.0|Apartment|0.0|26946.11|0|1|1||vii dwór|gdansk|54.387438|18.574708|gdansk_vii dwór
53.14|2.0|0|secondary|0|1|2002.0|0.0|Apartment|1.0|12213.02|0|1|1|przytulna|jasień|gdansk|54.340089|18.560014|gdansk_jasień
74.61|3.0|1-3|secondary|0|1|1963.0|1.0|Apartment|1.0|12719.47|1|0|0||działki leśne|gdynia|54.468913|18.519745|gdynia_działki leśne
67.5|3.0|4-7|secondary|1|1|2023.0|0.0|Apartment|0.0|16992.59|0|0|0|starowiejska|letnica|gdansk|54.394982|18.646767|gdansk_letnica
64.16|3.0|1-3|secondary|1|1|2021.0|1.0|Apartment|0.0|22443.89|1|0|0|angielska grobla|śródmieście|gdansk|54.350635|18.664603|gdansk_śródmieście
37.0|2.0|1-3|primary|1|1|2023.0|0.0|Apartment|0.0|27567.57|0|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
36.8|2.0|0|primary|1|1|2024.0|1.0|Apartment|0.0|15535.05|1|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
90.0|3.0|4-7|secondary|1|1|2017.0|1.0|Apartment|0.0|18888.89|1|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
106.2|5.0|1-3|secondary|1|0|2001.0|1.0|Apartment|0.0|9887.01|1|0|0|lukrecjowa|dąbrowa|gdynia|54.472624|18.466688|gdynia_dąbrowa
37.0|2.0|1-3|primary|1|1|2023.0|0.0|Apartment|0.0|27567.57|0|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
40.81|2.0|1-3|secondary|1|1|2024.0|0.0|Apartment|0.0|21059.99|1|0|0||oliwa|gdansk|54.4102295|18.57157|gdansk_oliwa
60.6|3.0|1-3|secondary|0|0|1980.0|1.0|Apartment|1.0|11534.65|1|0|0|kolonia zręby|siedlce|gdansk|54.35115|18.60586|gdansk_siedlce
55.2|3.0|1-3|secondary|1|1|2017.0|1.0|Apartment|0.0|12663.04|1|0|0|mariana kołodzieja|ujeścisko-łostowice|gdansk|54.334542|18.58575|gdansk_ujeścisko-łostowice
101.7|4.0|1-3|secondary|1|1|2011.0|1.0|Apartment|1.0|21828.91|1|0|0|władysława łokietka|karlikowo|sopot|54.433407|18.579679|sopot_karlikowo
57.1|3.0|4-7|secondary|0|0|1934.0|1.0|Apartment|1.0|11891.42|0|0|0|śląska|działki leśne|gdynia|54.51768|18.53892|gdynia_działki leśne
66.63|4.0|1-3|primary|1|1|2025.0|1.0|Apartment|1.0|13100.0|1|0|0|pólnicy|jasień|gdansk|54.342075|18.563478|gdansk_jasień
49.4|2.0|1-3|secondary|1|1|2020.0|1.0|Apartment|0.0|19190.28|0|0|1|legionów|redłowo|gdynia|54.500086|18.541598|gdynia_redłowo
37.0|2.0|1-3|secondary|1|0|1960.0|1.0|Apartment|1.0|17432.43|0|0|0|długie ogrody|śródmieście|gdansk|54.347715|18.664475|gdansk_śródmieście
57.0|3.0|0|secondary|1|1|2022.0|1.0|Apartment|0.0|13000.0|0|1|0|australijska|oksywie|gdynia|54.543019|18.536056|gdynia_oksywie
45.0|2.0|0|secondary|0|1|2019.0|0.0|Apartment|0.0|12662.22|0|0|0|diany|osowa|gdansk|54.430298|18.470018|gdansk_osowa
68.0|3.0|1-3|secondary|1|1|2015.0|1.0|Apartment|1.0|20588.24|1|0|1|bolesława chrobrego|wrzeszcz dolny|gdansk|54.391209|18.617053|gdansk_wrzeszcz dolny
68.38|3.0|8+|secondary|1|1|2023.0|1.0|Apartment|0.0|26148.0|1|0|0|legionów|redłowo|gdynia|54.500086|18.541598|gdynia_redłowo
41.0|2.0|1-3|secondary|1|1|2023.0|0.0|Apartment|0.0|14634.15|1|0|0|kadmowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
43.19|2.0|1-3|secondary|0|1|2021.0|0.0|Apartment|0.0|23107.2|0|0|0||wrzeszcz górny|gdansk|54.347591|18.641477|gdansk_wrzeszcz górny
41.75|2.0|1-3|primary|0|1|2025.0|0.0|Apartment|0.0|14339.5|1|0|0||piecki-migowo|gdansk|54.351931|18.575399500000003|gdansk_piecki-migowo
96.13|4.0|1-3|primary|0|1|2024.0|0.0|Apartment|0.0|23347.96|1|0|0||oliwa|gdansk|54.4102295|18.57157|gdansk_oliwa
58.0|3.0|1-3|secondary|0|1|2023.0|0.0|Apartment|0.0|11655.17|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
100.0|3.0|1-3|secondary|1|0|1999.0|1.0|Apartment|0.0|24000.0|1|0|0|mariacka|kamienna góra|gdynia|54.511273|18.545483|gdynia_kamienna góra
94.8|2.0|4-7|primary|1|1|2023.0|1.0|Apartment|0.0|8400.0|1|0|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
53.75|2.0|0|primary|0|1|2025.0|0.0|Apartment|0.0|9811.37|1|1|1|wieżycka|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
58.76|3.0|1-3|primary|1|0|2024.0|1.0|Apartment|0.0|13104.15|0|0|0|gerarda denhoffa 2|grabówek|gdynia|54.523362|18.51654|gdynia_grabówek
56.52|3.0|0|primary|1|1|2025.0|1.0|Apartment|1.0|10615.71|0|1|0|diany|osowa|gdansk|54.430298|18.470018|gdansk_osowa
55.94|3.0|4-7|secondary|0|0|1992.0|1.0|Apartment|1.0|9814.09|0|0|0|emilii hoene|orunia górna - gdańsk południe|gdansk|54.323903|18.632939|gdansk_orunia górna - gdańsk południe
61.4|2.0|1-3|secondary|1|1|2008.0|1.0|Apartment|1.0|22312.7|1|0|0||karlikowo|sopot|54.433407|18.579679|sopot_karlikowo
36.5|1.0|4-7|secondary|1|1|2012.0|1.0|Apartment|0.0|13972.6|1|0|0|bronisława dembińskiego|leszczynki|gdynia|54.524049|18.490612|gdynia_leszczynki
32.0|2.0|1-3|secondary|0|0|1970.0|0.0|Apartment|1.0|17781.25|0|0|0|jakuba wejhera|żabianka-wejhera-jelitkowo-tysiąclecia|gdansk|54.421773|18.5858|gdansk_żabianka-wejhera-jelitkowo-tysiąclecia
101.1|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|24284.67|1|0|0|smolna|świemirowo|sopot|54.427386|18.558077|sopot_świemirowo
29.0|2.0|4-7|secondary|0|0|1963.0|1.0|Apartment|1.0|15689.66|1|0|0|chłopska|przymorze|gdansk|52.929098|10.527323|gdansk_przymorze
57.0|3.0|1-3|secondary|0|0|1972.0|0.0|Apartment|1.0|10508.77|1|0|0||chylonia|gdynia|54.545488|18.464193|gdynia_chylonia
27.0|1.0|1-3|secondary|0|0|1970.0|0.0|Apartment|1.0|16629.63|1|0|0|kołobrzeska|przymorze|gdansk|54.404177|18.592665|gdansk_przymorze
59.8|3.0|0|secondary|0|1|1970.0|0.0|Apartment|0.0|13712.37|0|0|0|kołobrzeska|przymorze|gdansk|54.404177|18.592665|gdansk_przymorze
65.64|3.0|1-3|secondary|0|0|2008.0|1.0|Apartment|0.0|10648.99|1|0|0|wielkopolska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
34.8|2.0|4-7|secondary|0|0|1980.0|1.0|Apartment|1.0|13362.07|0|0|0|widna|witomino|gdynia|54.499681|18.508787|gdynia_witomino
27.0|1.0|1-3|secondary|0|1|2022.0|1.0|Apartment|0.0|25814.81|0|0|0|stępkarska|śródmieście|gdansk|54.357207|18.664334|gdansk_śródmieście
100.1|4.0|1-3|secondary|0|0|2001.0|0.0|Apartment|1.0|10889.11|1|0|0|księcia józefa poniatowskiego|aniołki|gdansk|54.357339|18.630828|gdansk_aniołki
56.0|2.0|1-3|secondary|0|0|2011.0|1.0|Apartment|0.0|23214.29|0|0|0|lastadia|śródmieście|gdansk|54.344895|18.651853|gdansk_śródmieście
60.2|2.0|0|secondary|0|0|1930.0|1.0|Apartment|1.0|8621.26|0|0|0|inż. j. śmidowicza|oksywie|gdynia|54.543113|18.532522|gdynia_oksywie
110.86|4.0|4-7|secondary|1|1|2006.0|1.0|Apartment|0.0|14162.01|1|0|0|legionów|redłowo|gdynia|54.500086|18.541598|gdynia_redłowo
82.0|3.0|0|secondary|0|0|1958.0|1.0|Apartment|0.0|14621.95|0|1|1|huzarska|redłowo|gdynia|54.488116|18.555791|gdynia_redłowo
61.5|3.0|1-3|secondary|1|1|2024.0|0.0|Apartment|0.0|10975.61|1|0|0|józefa unruga|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
61.5|3.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|10975.61|1|0|0|józefa unruga|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
66.0|3.0|0|secondary|0|1|2018.0|0.0|Apartment|0.0|12727.27|0|0|1||matarnia|gdansk|54.372639|18.517912|gdansk_matarnia
62.7|3.0|4-7|secondary|0|1|1980.0|1.0|Apartment|1.0|11945.77|1|0|0|romana wyrobka|piecki-migowo|gdansk|54.359477|18.574668|gdansk_piecki-migowo
38.0|2.0|1-3|secondary|0|1|1970.0|0.0|Apartment|1.0|13552.63|1|0|0||przymorze|gdansk|54.354195|18.650385|gdansk_przymorze
40.3|2.0|1-3|secondary|1|0|2007.0|0.0|Apartment|0.0|15756.82|1|0|0|wołkowyska|piecki-migowo|gdansk|54.352943|18.564712|gdansk_piecki-migowo
67.0|4.0|8+|secondary|0|1|1980.0|1.0|Apartment|1.0|10970.15|1|0|0|góralska|brętowo|gdansk|54.377679|18.562841|gdansk_brętowo
80.5|4.0|4-7|secondary|0|0|1928.0|0.0|Apartment|1.0|11055.9|0|0|0|śląska|działki leśne|gdynia|54.51768|18.53892|gdynia_działki leśne
26.3|1.0|1-3|primary|1|0|2024.0|0.0|Apartment|0.0|14790.87|1|0|0|kaspra geskiego|leszczynki|gdynia|54.535353|18.487016|gdynia_leszczynki
42.0|2.0|1-3|secondary|1|0|1970.0|1.0|Apartment|1.0|13309.52|1|0|0|chłopska|przymorze|gdansk|54.354195|18.650385|gdansk_przymorze
80.0|4.0|0|secondary|1|0|2023.0|1.0|Apartment|0.0|13987.5|0|1|1||pogórze|gdynia|54.51768|18.53892|gdynia_pogórze
100.65|4.0|1-3|secondary|1|0|2006.0|1.0|Apartment|1.0|11604.57|1|0|0||wielki kack|gdynia|54.46523|18.502931|gdynia_wielki kack
96.56|4.0|1-3|secondary|1|1|2021.0|0.0|Apartment|0.0|28723.28|1|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
48.45|2.0|4-7|secondary|1|1|2018.0|0.0|Apartment|0.0|21568.63|1|0|0|chmielna|śródmieście|gdansk|54.346105|18.656253|gdansk_śródmieście
51.39|3.0|4-7|secondary|1|1|2024.0|0.0|Apartment|0.0|13524.03|1|0|0|jaworowa|jasień|gdansk|54.338307|18.562817|gdansk_jasień
56.39|2.0|4-7|secondary|0|1|2024.0|0.0|Apartment|0.0|19900.0|0|0|0|chmielna|śródmieście|gdansk|54.346105|18.656253|gdansk_śródmieście
31.21|1.0|4-7|primary|1|1|2023.0|0.0|Apartment|0.0|16020.51|1|0|0|bernarda filarskiego|letnica|gdansk|54.401382|18.651679|gdansk_letnica
43.91|2.0|0|secondary|1|1|2023.0|0.0|Apartment|0.0|13413.8|0|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
77.0|3.0|4-7|secondary|0|0|1970.0|0.0|Apartment|1.0|11427.27|1|0|0||brzeźno|gdansk|54.410838|18.630162|gdansk_brzeźno
77.2|3.0|4-7|secondary|1|1|2024.0|1.0|Apartment|1.0|18523.32|1|1|1|małokacka|witomino|gdynia|54.498498|18.509001|gdynia_witomino
73.0|3.0|1-3|secondary|1|1|2015.0|1.0|Apartment|1.0|13100.0|1|0|0|andaluzyjska|oksywie|gdynia|54.543019|18.536056|gdynia_oksywie
46.0|2.0|8+|secondary|0|1|1973.0|0.0|Apartment|1.0|11717.39|1|0|0|jagiellońska|przymorze|gdansk|54.354195|18.650385|gdansk_przymorze
44.15|2.0|1-3|secondary|1|1|2022.0|1.0|Apartment|0.0|14949.04|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
22.0|1.0|4-7|secondary|0|0|1980.0|1.0|Apartment|1.0|22681.82|0|0|0||żabianka-wejhera-jelitkowo-tysiąclecia|gdansk|54.424062|18.596767|gdansk_żabianka-wejhera-jelitkowo-tysiąclecia
53.33|3.0|1-3|primary|1|1|2023.0|0.0|Apartment|1.0|11900.0|1|0|0|koperkowa|dąbrowa|gdynia|54.476685|18.4647|gdynia_dąbrowa
25.7|1.0|4-7|primary|1|1|2024.0|1.0|Apartment|0.0|18450.0|0|0|0|mostek|śródmieście|gdansk|54.350682|18.673418|gdansk_śródmieście
106.25|5.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|21500.0|0|0|0|dolny sopot - grunwaldzka|dolny sopot|sopot|52.992701|37.343434|sopot_dolny sopot
59.63|2.0|1-3|secondary|1|0|1920.0|0.0|Apartment|1.0|16753.31|0|0|0|topolowa|wrzeszcz górny|gdansk|54.37797|18.596071|gdansk_wrzeszcz górny
31.0|1.0|1-3|secondary|0|1|1976.0|0.0|Apartment|1.0|16741.94|0|0|0||oliwa|gdansk|54.4102295|18.57157|gdansk_oliwa
50.56|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|23463.27|0|0|0||oliwa|gdansk|54.4102295|18.57157|gdansk_oliwa
27.74|1.0|0|secondary|0|1|2020.0|0.0|Apartment|0.0|21593.37|0|1|0|sienna grobla|śródmieście|gdansk|54.356946|18.667037|gdansk_śródmieście
42.0|2.0|1-3|secondary|0|0|1970.0|0.0|Apartment|1.0|9880.95|1|0|0|rubinowa|orunia-św. wojciech-lipce|gdansk|54.323903|18.632939|gdansk_orunia-św. wojciech-lipce
60.06|3.0|1-3|primary|1|1|2025.0|1.0|Apartment|1.0|10805.86|1|0|0|diany|osowa|gdansk|54.430298|18.470018|gdansk_osowa
49.29|3.0|1-3|secondary|0|0|1960.0|0.0|Apartment|1.0|19983.77|0|0|0|św. ducha|śródmieście|gdansk|54.350113|18.655429|gdansk_śródmieście
65.06|3.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|15510.3|1|0|0|stefana żeromskiego|śródmieście|gdynia|54.522273|18.544792|gdynia_śródmieście
67.39|3.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|16009.79|1|0|0||śródmieście|gdynia|54.5198415|18.538188|gdynia_śródmieście
58.85|3.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|17011.05|1|0|0||śródmieście|gdynia|54.5198415|18.538188|gdynia_śródmieście
65.06|3.0|1-3|secondary|1|1|2023.0|0.0|Apartment|1.0|15355.06|1|0|0|stefana żeromskiego|śródmieście|gdynia|54.522273|18.544792|gdynia_śródmieście
75.13|3.0|0|primary|0|1|2025.0|0.0|Apartment|0.0|9811.37|0|1|1|wieżycka|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
51.0|2.0|4-7|primary|0|1|2024.0|0.0|Apartment|0.0|14162.16|1|0|0|magellana|wrzeszcz górny|gdansk|54.363678|18.582584|gdansk_wrzeszcz górny
74.27|3.0|1-3|primary|0|0|2025.0|0.0|Apartment|0.0|10200.0|1|0|0|stężycka|jasień|gdansk|54.340089|18.560014|gdansk_jasień
35.77|2.0|1-3|primary|1|0|2022.0|0.0|Apartment|0.0|13558.85|1|0|0||wyspa sobieszewska|gdansk|54.344034|18.827022|gdansk_wyspa sobieszewska
68.07|4.0|1-3|primary|1|1|2025.0|1.0|Apartment|1.0|9776.7|1|0|0|potęgowska|jasień|gdansk|54.340089|18.560014|gdansk_jasień
36.0|1.0|0|secondary|0|0|2011.0|0.0|Apartment|0.0|16666.67|0|0|1|szafarnia|śródmieście|gdansk|54.349195|18.660263|gdansk_śródmieście
87.0|3.0|1-3|secondary|0|0|1910.0|1.0|Apartment|1.0|21264.37|1|0|0|centrum|dolny sopot|sopot|54.441174|18.562792|sopot_dolny sopot
44.0|2.0|1-3|secondary|0|0|1967.0|1.0|Apartment|1.0|13181.82|1|0|0|chłopska|przymorze|gdansk|52.929098|10.527323|gdansk_przymorze
76.0|3.0|0|secondary|0|0|1920.0|0.0|Apartment|1.0|12223.68|0|0|0|juliusza kossaka|wrzeszcz górny|gdansk|54.37497|18.607976|gdansk_wrzeszcz górny
74.3|3.0|1-3|primary|0|1|1980.0|1.0|Apartment|1.0|10080.75|1|0|0||brętowo|gdansk|53.866905|18.384516|gdansk_brętowo
53.5|2.0|0|secondary|0|0|1931.0|0.0|Apartment|1.0|12900.0|0|0|0||śródmieście|gdynia|54.5198415|18.538188|gdynia_śródmieście
68.0|3.0|1-3|secondary|0|0|2000.0|0.0|Apartment|0.0|9838.24|1|0|0|oliwkowa|dąbrowa|gdynia|54.47118|18.470508|gdynia_dąbrowa
49.2|2.0|4-7|secondary|1|1|2004.0|1.0|Apartment|1.0|11178.86|1|0|0|rumska|pustki cisowskie-demptowo|gdynia|54.543602|18.458985|gdynia_pustki cisowskie-demptowo
62.78|3.0|1-3|primary|1|0|2026.0|0.0|Apartment|0.0|10350.0|1|0|0|leszczynowa|jasień|gdansk|54.340089|18.560014|gdansk_jasień
45.0|2.0|1-3|secondary|0|0|1973.0|1.0|Apartment|1.0|9977.78|1|0|0|chylonia morska 291|chylonia|gdynia|54.541477|18.463162|gdynia_chylonia
48.0|2.0|1-3|secondary|1|0|1957.0|0.0|Apartment|1.0|17708.33|1|0|0||śródmieście|gdynia|54.5198415|18.538188|gdynia_śródmieście
42.28|2.0|4-7|secondary|0|1|2021.0|0.0|Apartment|0.0|17951.75|0|0|0|kazimierza górskiego|wzgórze św. maksymiliana|gdynia|54.50021|18.532508|gdynia_wzgórze św. maksymiliana
53.0|3.0|4-7|secondary|1|1|2016.0|0.0|Apartment|1.0|15075.47|1|0|0|przytulna|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
50.44|2.0|1-3|secondary|0|0|2022.0|0.0|Apartment|0.0|13219.67|0|0|0|tęczowa|chwarzno-wiczlino|gdynia|54.490386|18.423491|gdynia_chwarzno-wiczlino
63.0|3.0|4-7|secondary|1|1|2020.0|1.0|House|0.0|23000.0|0|0|0|węglowa|śródmieście|gdynia|54.5198415|18.538188|gdynia_śródmieście
61.21|3.0|1-3|secondary|1|1|2020.0|0.0|Apartment|0.0|22855.74|1|0|0|grudziądzka|wrzeszcz dolny|gdansk|54.39454|18.619079|gdansk_wrzeszcz dolny
46.0|2.0|1-3|secondary|0|1|2012.0|1.0|Apartment|0.0|17173.91|0|0|1|olsztyńska|przymorze|gdansk|54.404567|18.6047|gdansk_przymorze
60.38|2.0|1-3|secondary|1|1|2011.0|0.0|Apartment|0.0|18698.24|0|0|0|toruńska|śródmieście|gdansk|54.343247|18.651663|gdansk_śródmieście
86.2|4.0|0|secondary|0|1|2001.0|1.0|Apartment|1.0|21461.72|0|0|1|anastazego wika-czarnowskiego|przymorze|gdansk|54.407201|18.611523|gdansk_przymorze
68.0|3.0|1-3|secondary|0|1|2011.0|1.0|Apartment|0.0|16911.76|1|0|0|toruńska|śródmieście|gdansk|54.343247|18.651663|gdansk_śródmieście
65.0|3.0|0|secondary|0|0|2011.0|0.0|Apartment|0.0|12615.37|0|0|1|królewskie wzgórze|piecki-migowo|gdansk|54.349808|18.569542|gdansk_piecki-migowo
106.29|4.0|0|primary|0|1|2024.0|0.0|Apartment|0.0|17000.0|0|1|0||siedlce|gdansk|52.412165|22.009869|gdansk_siedlce
47.4|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|26901.73|0|1|1||oliwa|gdansk|54.4102295|18.57157|gdansk_oliwa
47.44|2.0|0|primary|1|1|2024.0|0.0|Apartment|0.0|14300.0|0|0|1||letnica|gdansk|54.337888|18.671963|gdansk_letnica
53.0|3.0|4-7|secondary|0|0|1980.0|1.0|Apartment|0.0|8471.7|1|0|0|kampinoska|oksywie|gdynia|54.543019|18.536056|gdynia_oksywie
103.15|3.0|1-3|secondary|1|1|2012.0|0.0|Apartment|0.0|22200.68|1|0|0|szafarnia|śródmieście|gdansk|54.349195|18.660263|gdansk_śródmieście
63.4|3.0|4-7|secondary|1|0|1990.0|1.0|Apartment|1.0|10252.37|1|0|0|prof. romualda cebertowicza|chełm|gdansk|54.336259|18.605862|gdansk_chełm
58.5|2.0|4-7|secondary|1|1|2021.0|1.0|Apartment|1.0|19000.0|1|0|0|legionów|wzgórze św. maksymiliana|gdynia|54.50296|18.542419|gdynia_wzgórze św. maksymiliana
68.0|2.0|4-7|secondary|0|0|1930.0|1.0|Apartment|1.0|8808.82|0|0|0|śląska|działki leśne|gdynia|54.51768|18.53892|gdynia_działki leśne
48.0|3.0|1-3|secondary|0|1|1970.0|0.0|Apartment|0.0|11458.33|0|0|0|morska|chylonia|gdynia|54.541477|18.463162|gdynia_chylonia
49.1|2.0|0|secondary|0|0|2017.0|1.0|Apartment|0.0|11405.3|0|1|1|joachima joachimczyka|chwarzno-wiczlino|gdynia|54.490386|18.423491|gdynia_chwarzno-wiczlino
49.52|2.0|0|secondary|1|1|2021.0|0.0|Apartment|0.0|23910.34|0|1|1|łąkowa|wyspa sobieszewska|gdansk|54.344034|18.827022|gdansk_wyspa sobieszewska
47.24|3.0|1-3|primary|1|1|2025.0|1.0|Apartment|1.0|12500.0|1|0|0|pólnicy|jasień|gdansk|54.342075|18.563478|gdansk_jasień
60.1|3.0|4-7|secondary|0|1|1983.0|1.0|Apartment|1.0|10299.5|1|0|0|narcyzowa|witomino|gdynia|54.498498|18.509001|gdynia_witomino
52.7|3.0|4-7|secondary|0|0|1970.0|0.0|Apartment|1.0|11574.95|0|0|0|szyprów|żabianka-wejhera-jelitkowo-tysiąclecia|gdansk|54.420659|18.571526|gdansk_żabianka-wejhera-jelitkowo-tysiąclecia
37.0|2.0|1-3|secondary|1|0|2022.0|0.0|Apartment|0.0|13918.92|1|0|0|franciszka sokoła|chwarzno-wiczlino|gdynia|54.490386|18.423491|gdynia_chwarzno-wiczlino
44.03|2.0|1-3|primary|0|1|2024.0|1.0|Apartment|0.0|12000.0|0|0|1|kartuska|jasień|gdansk|54.353248|18.49488|gdansk_jasień
35.71|1.0|0|primary|0|1|2024.0|1.0|Apartment|0.0|9998.99|1|0|0|kartuska|jasień|gdansk|54.353248|18.49488|gdansk_jasień
70.3|3.0|1-3|secondary|1|1|2015.0|1.0|Apartment|0.0|16577.52|1|0|0|srebrniki|wrzeszcz górny|gdansk|54.376789|18.579328|gdansk_wrzeszcz górny
88.81|3.0|4-7|secondary|0|1|2010.0|1.0|Apartment|0.0|8895.39|1|0|0|jaśminowy stok|kokoszki|gdansk|54.262187|18.438109|gdansk_kokoszki
50.28|2.0|1-3|secondary|0|0|1953.0|1.0|Apartment|1.0|12509.94|0|0|0|manifestu połanieckiego|wrzeszcz dolny|gdansk|54.38646|18.625511|gdansk_wrzeszcz dolny
43.86|2.0|1-3|secondary|1|0|1954.0|0.0|Apartment|1.0|21637.03|1|0|0|kowalska|śródmieście|gdansk|54.353055|18.648796|gdansk_śródmieście
42.19|2.0|1-3|secondary|1|1|2018.0|1.0|Apartment|0.0|14671.72|1|0|0|cedrowa|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
76.64|4.0|4-7|secondary|0|1|2013.0|1.0|Apartment|0.0|14613.78|1|0|0|konwaliowa|witomino|gdynia|54.499296|18.513593|gdynia_witomino
53.35|2.0|1-3|secondary|0|0|1906.0|1.0|Apartment|1.0|13964.39|0|0|0|mariana seredyńskiego|śródmieście|gdansk|54.349523|18.66626|gdansk_śródmieście
43.0|2.0|1-3|secondary|1|1|2017.0|1.0|Apartment|0.0|14627.91|1|0|0|mjr. mieczysława słabego|matarnia|gdansk|54.371912|18.524322|gdansk_matarnia
82.82|3.0|4-7|secondary|0|1|2014.0|1.0|Apartment|0.0|18703.21|1|0|1|toruńska|śródmieście|gdansk|54.343247|18.651663|gdansk_śródmieście
47.3|2.0|1-3|secondary|0|1|1970.0|1.0|Apartment|1.0|14693.45|1|0|0|pomorska|żabianka-wejhera-jelitkowo-tysiąclecia|gdansk|54.420659|18.571526|gdansk_żabianka-wejhera-jelitkowo-tysiąclecia
52.69|2.0|0|secondary|1|1|2022.0|1.0|Apartment|0.0|11500.0|0|1|0|nike|osowa|gdansk|54.430298|18.470018|gdansk_osowa
63.9|3.0|1-3|secondary|0|0|1996.0|1.0|Apartment|1.0|12503.91|0|0|0|elewów|matarnia|gdansk|54.372639|18.517912|gdansk_matarnia
58.0|3.0|4-7|secondary|0|0|1980.0|0.0|Apartment|0.0|13258.62|0|0|0|piastowska|przymorze|gdansk|54.416119|18.586288|gdansk_przymorze
43.57|2.0|0|primary|1|1|2025.0|0.0|Apartment|0.0|12095.48|0|1|0||jasień|gdansk|54.340089|18.560014|gdansk_jasień
52.5|2.0|0|secondary|1|1|2010.0|0.0|Apartment|0.0|26285.71|0|1|1|władysława łokietka|karlikowo|sopot|54.433407|18.579679|sopot_karlikowo
46.01|2.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|10758.53|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
21.0|1.0|4-7|secondary|1|0|1970.0|0.0|Apartment|0.0|20904.76|0|0|0|3 maja|śródmieście|gdynia|54.519963|18.535546|gdynia_śródmieście
82.0|3.0|1-3|secondary|1|0|1940.0|1.0|Apartment|1.0|9987.8|0|1|0||orunia-św. wojciech-lipce|gdansk|54.15552|18.652661|gdansk_orunia-św. wojciech-lipce
