area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude|city_district
61.15|2.0|1-3|secondary|0|0|1906.0|0.0|Apartment|1.0|9141.46|0|0|0|strajku dokerów|nowy port|gdansk|54.401528|18.66328|gdansk_nowy port
48.62|3.0|1-3|primary|0|1|2023.0|0.0|Apartment|0.0|12186.2|0|0|0||leszczynki|gdynia|54.528925|18.482921|gdynia_leszczynki
40.81|2.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|10977.7|0|0|0|borkowska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
68.84|3.0|0|secondary|1|1|2023.0|0.0|Apartment|0.0|14816.97|0|1|1|powstańców warszawskich|siedlce|gdansk|54.358662|18.624713|gdansk_siedlce
31.17|1.0|1-3|secondary|0|1|2020.0|1.0|Apartment|0.0|18928.46|0|0|0|wałowa|śródmieście|gdansk|54.3463466|18.6662024|gdansk_śródmieście
44.56|2.0|1-3|primary|1|1|2023.0|1.0|Apartment|0.0|17325.0|1|0|0|św. piotra|śródmieście|gdynia|54.524781|18.545343|gdynia_śródmieście
60.37|3.0|1-3|primary|1|1|2025.0|0.0|Apartment|0.0|12012.44|1|0|0|pawła adamowicza|piecki-migowo|gdansk|54.342197|18.57028|gdansk_piecki-migowo
49.4|2.0|4-7|secondary|0|0|1950.0|0.0|Apartment|1.0|12327.94|1|0|0|władysława iv|śródmieście|gdynia|54.51567|18.538271|gdynia_śródmieście
25.05|1.0|4-7|secondary|1|1|2020.0|1.0|Apartment|0.0|22914.17|1|0|0|sienna grobla|śródmieście|gdansk|54.356946|18.667037|gdansk_śródmieście
106.29|4.0|0|primary|1|1|2024.0|1.0|Apartment|0.0|15100.0|0|1|1|legnicka|siedlce|gdansk|54.353518|18.630386|gdansk_siedlce
41.12|2.0|0|primary|1|1|2023.0|1.0|Apartment|1.0|14290.0|1|1|0|małomiejska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
27.43|1.0|0|primary|0|0|2021.0|0.0|Apartment|1.0|19504.19|1|0|0||wyspa sobieszewska|gdansk|54.344034|18.827022|gdansk_wyspa sobieszewska
63.69|3.0|1-3|primary|1|1|2018.0|1.0|Apartment|1.0|9000.0|0|0|1||orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
95.0|4.0|4-7|primary|1|1|2023.0|1.0|Apartment|0.0|8400.0|1|0|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
95.0|4.0|4-7|primary|1|1|2023.0|1.0|Apartment|0.0|8400.0|1|0|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
54.0|3.0|1-3|secondary|1|1|2022.0|1.0|Apartment|0.0|12222.22|1|0|0|ofiar grudnia 70|orunia górna - gdańsk południe|gdansk|54.307375|18.582355|gdansk_orunia górna - gdańsk południe
31.0|2.0|0|secondary|0|1|1980.0|1.0|Apartment|0.0|17419.35|0|1|1|pilotów|zaspa|gdansk|54.393826|18.591988|gdansk_zaspa
57.0|3.0|1-3|secondary|1|1|2014.0|1.0|Apartment|1.0|12263.16|1|0|0|srebrna|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
86.46|3.0|1-3|secondary|1|1|2020.0|1.0|Apartment|0.0|29551.24|0|0|0|węglowa|śródmieście|gdynia|54.5198415|18.538188|gdynia_śródmieście
146.61|5.0|1-3|secondary|0|1|2024.0|0.0|Apartment|0.0|19143.31|1|0|1|wzgórze bernadowo|mały kack|gdynia|54.468501|18.513716|gdynia_mały kack
50.19|2.0|1-3|secondary|1|1|2024.0|1.0|Apartment|0.0|21934.65|1|0|0|wzgórze bernadowo|mały kack|gdynia|54.468501|18.513716|gdynia_mały kack
77.39|4.0|0|primary|1|1|2024.0|1.0|Apartment|0.0|22298.94|0|1|1|artura grottgera|oliwa|gdansk|54.283323|18.571471|gdansk_oliwa
54.21|2.0|1-3|primary|1|1|2023.0|0.0|Apartment|0.0|9261.0|0|0|1||ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
61.84|3.0|1-3|primary|1|1|2023.0|0.0|Apartment|0.0|9056.58|0|0|1||ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
62.78|3.0|1-3|primary|1|1|2023.0|0.0|Apartment|0.0|12237.75|0|0|1||piecki-migowo|gdansk|54.351931|18.575399500000003|gdansk_piecki-migowo
76.0|3.0|1-3|secondary|1|1|2009.0|0.0|Apartment|0.0|29934.21|0|0|1||śródmieście|gdynia|54.5198415|18.538188|gdynia_śródmieście
93.58|4.0|8+|primary|0|1|2023.0|1.0|Apartment|0.0|16200.0|1|0|0|al. zwycięstwa|redłowo|gdynia|54.484693|18.546436|gdynia_redłowo
95.0|4.0|4-7|primary|1|1|2023.0|1.0|Apartment|0.0|8400.0|1|0|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
48.0|3.0|1-3|secondary|0|0|1980.0|0.0|House|1.0|8229.17|1|1|0|leszczynki|leszczynki|gdynia|54.528925|18.482921|gdynia_leszczynki
94.0|4.0|0|secondary|1|1|2007.0|0.0|Apartment|0.0|25425.53|0|0|1|stanisława wyspiańskiego|wzgórze św. maksymiliana|gdynia|54.506775|18.55028|gdynia_wzgórze św. maksymiliana
100.74|4.0|1-3|primary|1|0|2024.0|0.0|Apartment|0.0|6938.65|1|1|0||osowa|gdansk|54.430298|18.470018|gdansk_osowa
78.8|3.0|0|secondary|0|0|1932.0|0.0|House|0.0|13946.7|0|0|0|leona wyczółkowskiego|siedlce|gdansk|54.353591|18.626091|gdansk_siedlce
67.95|4.0|0|primary|0|1|2023.0|0.0|Apartment|0.0|10355.0|0|0|0||leszczynki|gdynia|54.528925|18.482921|gdynia_leszczynki
25.67|1.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|16712.12|1|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
67.95|4.0|0|primary|1|1|2023.0|1.0|Apartment|1.0|10355.0|1|1|1|kaspra geskiego|leszczynki|gdynia|54.535353|18.487016|gdynia_leszczynki
95.0|4.0|4-7|primary|1|1|2023.0|1.0|Apartment|1.0|8400.0|1|0|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
76.3|4.0|0|primary|1|1|2023.0|1.0|Apartment|1.0|8400.0|0|1|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
95.0|4.0|4-7|primary|1|1|2023.0|1.0|Apartment|1.0|8400.0|1|0|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
82.04|4.0|1-3|primary|1|1|2023.0|0.0|Apartment|0.0|22829.92|1|0|0|jana bażyńskiego|oliwa|gdansk|54.408789|18.556846|gdansk_oliwa
60.4|3.0|1-3|secondary|0|0|1901.0|1.0|Apartment|1.0|13228.48|0|0|0|zielona|śródmieście|gdansk|54.339966|18.654355|gdansk_śródmieście
50.0|2.0|4-7|secondary|1|1|2018.0|1.0|Apartment|0.0|19000.0|1|0|0|chmielna|śródmieście|gdansk|54.346105|18.656253|gdansk_śródmieście
43.0|2.0|1-3|secondary|1|1|2022.0|1.0|Apartment|0.0|23255.81|1|0|0|mariana hemara|wrzeszcz górny|gdansk|54.34902|18.6518|gdansk_wrzeszcz górny
94.0|4.0|1-3|secondary|1|0|1971.0|1.0|House|1.0|7659.57|1|0|0||obłuże|gdynia|54.552186|18.508622|gdynia_obłuże
75.52|3.0|1-3|secondary|0|0|2017.0|0.0|Apartment|0.0|9375.0|0|0|0|niepołomicka|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
134.34|5.0|1-3|secondary|0|0|1994.0|1.0|Apartment|1.0|12691.68|1|0|0|marsz. ferdynanda focha|aniołki|gdansk|54.358173|18.628592|gdansk_aniołki
71.5|2.0|1-3|secondary|1|0|2000.0|1.0|House|1.0|7468.53|0|1|0|rumiankowa|dąbrowa|gdynia|54.473738|18.452718|gdynia_dąbrowa
37.3|1.0|1-3|secondary|1|1|2012.0|0.0|Apartment|0.0|23659.52|1|0|0|szeroka|śródmieście|gdansk|54.351277|18.653681|gdansk_śródmieście
95.5|5.0|1-3|primary|1|0|2023.0|0.0|Apartment|0.0|7329.84|1|1|0|miłocińska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
35.55|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|1.0|14289.73|1|0|0|gerarda denhoffa 2|grabówek|gdynia|54.523362|18.51654|gdynia_grabówek
32.1|1.0|1-3|secondary|1|0|1960.0|0.0|Apartment|0.0|20529.6|0|0|0|bitwy pod płowcami|karlikowo|sopot|54.433864|18.58015|sopot_karlikowo
25.85|1.0|1-3|primary|0|1|2024.0|0.0|Apartment|0.0|18249.98|0|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
58.3|2.0|0|secondary|1|0|2011.0|1.0|Apartment|0.0|25711.84|0|0|0|władysława łokietka|karlikowo|sopot|54.433407|18.579679|sopot_karlikowo
33.89|2.0|1-3|primary|0|1|2024.0|0.0|Apartment|0.0|17400.0|0|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
82.04|4.0|1-3|primary|1|1|2023.0|0.0|Apartment|0.0|22829.92|1|0|0|jana bażyńskiego|oliwa|gdansk|54.408789|18.556846|gdansk_oliwa
76.3|4.0|0|primary|1|1|2023.0|1.0|Apartment|1.0|8400.0|0|1|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
95.0|4.0|4-7|primary|1|1|2023.0|1.0|Apartment|1.0|8400.0|1|0|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
60.4|3.0|1-3|secondary|0|0|1901.0|1.0|Apartment|1.0|13228.48|0|0|0|zielona|śródmieście|gdansk|54.339966|18.654355|gdansk_śródmieście
50.0|2.0|4-7|secondary|1|1|2018.0|1.0|Apartment|0.0|19000.0|1|0|0|chmielna|śródmieście|gdansk|54.346105|18.656253|gdansk_śródmieście
43.0|2.0|1-3|secondary|1|1|2022.0|1.0|Apartment|0.0|23255.81|1|0|0|mariana hemara|wrzeszcz górny|gdansk|54.34902|18.6518|gdansk_wrzeszcz górny
94.0|4.0|1-3|secondary|1|0|1971.0|1.0|House|1.0|7659.57|1|0|0||obłuże|gdynia|54.552186|18.508622|gdynia_obłuże
75.52|3.0|1-3|secondary|0|0|2017.0|0.0|Apartment|0.0|9375.0|0|0|0|niepołomicka|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
134.34|5.0|1-3|secondary|0|0|1994.0|1.0|Apartment|1.0|12691.68|1|0|0|marsz. ferdynanda focha|aniołki|gdansk|54.358173|18.628592|gdansk_aniołki
71.5|2.0|1-3|secondary|1|0|2000.0|1.0|House|1.0|7468.53|0|1|0|rumiankowa|dąbrowa|gdynia|54.473738|18.452718|gdynia_dąbrowa
37.3|1.0|1-3|secondary|1|1|2012.0|0.0|Apartment|0.0|23659.52|1|0|0|szeroka|śródmieście|gdansk|54.351277|18.653681|gdansk_śródmieście
95.5|5.0|1-3|primary|1|0|2023.0|0.0|Apartment|0.0|7329.84|1|1|0|miłocińska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
35.55|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|1.0|14289.73|1|0|0|gerarda denhoffa 2|grabówek|gdynia|54.523362|18.51654|gdynia_grabówek
32.1|1.0|1-3|secondary|1|0|1960.0|0.0|Apartment|0.0|20529.6|0|0|0|bitwy pod płowcami|karlikowo|sopot|54.433864|18.58015|sopot_karlikowo
25.85|1.0|1-3|primary|0|1|2024.0|0.0|Apartment|0.0|18249.98|0|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
58.3|2.0|0|secondary|1|0|2011.0|1.0|Apartment|0.0|25711.84|0|0|0|władysława łokietka|karlikowo|sopot|54.433407|18.579679|sopot_karlikowo
33.89|2.0|1-3|primary|0|1|2024.0|0.0|Apartment|0.0|17400.0|0|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
49.37|2.0|4-7|secondary|0|0|1954.0|1.0|Apartment|1.0|12558.23|1|0|0|władysława iv|śródmieście|gdynia|54.51567|18.538271|gdynia_śródmieście
91.55|5.0|1-3|secondary|1|1|2022.0|1.0|Apartment|0.0|12255.6|0|0|1|bosmańska|oksywie|gdynia|54.543019|18.536056|gdynia_oksywie
90.0|4.0|4-7|secondary|1|1|1950.0|0.0|Apartment|1.0|13877.78|1|0|0|świętojańska|śródmieście|gdynia|54.5198415|18.538188|gdynia_śródmieście
52.44|3.0|4-7|secondary|0|1|1950.0|0.0|Apartment|1.0|19012.2|0|0|0|władysława iv|śródmieście|gdynia|54.51567|18.538271|gdynia_śródmieście
59.4|4.0|0|primary|0|0|2024.0|0.0|Apartment|0.0|9377.07|0|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
64.0|4.0|0|secondary|1|0|1970.0|1.0|Apartment|1.0|13578.12|1|0|0|żabi kruk|śródmieście|gdansk|54.34397|18.64914|gdansk_śródmieście
78.8|3.0|0|secondary|1|0|1932.0|0.0|Apartment|1.0|15215.74|0|1|0|leona wyczółkowskiego|siedlce|gdansk|54.353591|18.626091|gdansk_siedlce
72.22|3.0|4-7|secondary|1|1|2016.0|0.0|Apartment|0.0|22154.53|1|0|0|św. barbary|śródmieście|gdansk|54.349398|18.663182|gdansk_śródmieście
48.16|2.0|4-7|secondary|1|1|1962.0|0.0|Apartment|1.0|14950.17|1|0|0|3 maja|śródmieście|gdynia|54.519963|18.535546|gdynia_śródmieście
43.2|2.0|0|secondary|0|0|1905.0|0.0|Apartment|0.0|13865.74|0|0|0|podjazd|górny sopot|sopot|54.4409635|18.561271|sopot_górny sopot
56.01|4.0|0|secondary|0|0|1905.0|0.0|Apartment|0.0|12479.91|0|0|0|podjazd|górny sopot|sopot|54.4409635|18.561271|sopot_górny sopot
28.92|1.0|1-3|secondary|0|1|2020.0|1.0|Apartment|0.0|27627.94|1|0|0|pszenna|śródmieście|gdansk|54.345989|18.657542|gdansk_śródmieście
155.0|4.0|1-3|secondary|1|0|1992.0|0.0|House|1.0|11612.9|1|0|0|górna|wzgórze św. maksymiliana|gdynia|54.50296|18.542419|gdynia_wzgórze św. maksymiliana
55.0|3.0|0|secondary|0|0|1956.0|0.0|Apartment|1.0|19090.91|0|0|0|ogarna|śródmieście|gdansk|54.347865|18.651385|gdansk_śródmieście
90.0|5.0|4-7|secondary|0|0|1935.0|0.0|Apartment|0.0|15544.44|0|0|0|warszawska|działki leśne|gdynia|54.515929|18.53106|gdynia_działki leśne
55.85|2.0|4-7|secondary|1|0|2021.0|0.0|Apartment|0.0|21486.12|1|0|0|starowiejska|letnica|gdansk|54.394982|18.646767|gdansk_letnica
59.43|4.0|1-3|secondary|1|0|1950.0|0.0|Apartment|1.0|13124.68|0|1|1|jana sobieskiego|wrzeszcz górny|gdansk|54.36465|18.612188|gdansk_wrzeszcz górny
63.0|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|9027.78|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
43.0|2.0|0|secondary|0|0|2014.0|0.0|Apartment|0.0|28720.93|0|1|0|nadmorski dwór|brzeźno|gdansk|54.410838|18.630162|gdansk_brzeźno
35.43|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|1.0|14309.91|1|0|0|gerarda denhoffa 2|grabówek|gdynia|54.523362|18.51654|gdynia_grabówek
97.0|5.0|4-7|secondary|1|1|2018.0|1.0|Apartment|0.0|18453.61|1|0|1|bronisława dembińskiego|leszczynki|gdynia|54.524049|18.490612|gdynia_leszczynki
46.3|2.0|4-7|secondary|0|1|1978.0|0.0|Apartment|0.0|10777.54|0|0|0||nowy port|gdansk|54.401856|18.670947|gdansk_nowy port
74.0|4.0|1-3|secondary|1|1|2022.0|0.0|Apartment|0.0|16500.0|1|0|0|wrocławska|orłowo|gdynia|54.475629|18.552093|gdynia_orłowo
25.0|1.0|1-3|secondary|0|1|2022.0|1.0|Apartment|0.0|20000.0|0|0|0||orunia-św. wojciech-lipce|gdansk|54.15552|18.652661|gdansk_orunia-św. wojciech-lipce
53.42|3.0|1-3|primary|0|0|2022.0|0.0|Apartment|0.0|10500.0|0|0|0|władysława jagiełły|orunia górna - gdańsk południe|gdansk|54.323903|18.632939|gdansk_orunia górna - gdańsk południe
70.0|3.0|4-7|secondary|1|1|2012.0|0.0|Apartment|0.0|25000.0|0|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
72.1|3.0|1-3|primary|1|1|2024.0|1.0|Apartment|1.0|12621.36|1|0|0||piecki-migowo|gdansk|54.351931|18.575399500000003|gdansk_piecki-migowo
33.01|2.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|11089.37|1|0|0||ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
61.21|3.0|1-3|secondary|1|1|2020.0|0.0|Apartment|0.0|22855.74|1|0|0|grudziądzka|wrzeszcz dolny|gdansk|54.39454|18.619079|gdansk_wrzeszcz dolny
78.8|3.0|0|secondary|1|0|1932.0|0.0|Apartment|1.0|13946.7|0|1|0|leona wyczółkowskiego|siedlce|gdansk|54.353591|18.626091|gdansk_siedlce
65.5|3.0|0|secondary|0|0|2006.0|1.0|Apartment|0.0|12213.74|0|0|0|piekarnicza|piecki-migowo|gdansk|54.351185|18.586679|gdansk_piecki-migowo
72.2|3.0|0|secondary|1|0|1955.0|0.0|House|1.0|8310.25|0|1|0|chylońska|cisowa|gdynia|54.548571|18.443583|gdynia_cisowa
64.0|3.0|4-7|secondary|1|1|2015.0|1.0|Apartment|1.0|23671.88|1|0|0|al. jana pawła ii|zaspa|gdansk|54.398342|18.605919|gdansk_zaspa
69.69|4.0|0|primary|1|1|2024.0|0.0|Apartment|0.0|11895.54|0|1|0|antygony|osowa|gdansk|54.430298|18.470018|gdansk_osowa
87.0|4.0|1-3|primary|1|1|2023.0|1.0|Apartment|0.0|13356.32|1|1|1|starowiejska|letnica|gdansk|54.394982|18.646767|gdansk_letnica
75.0|3.0|1-3|secondary|1|0|2017.0|0.0|Apartment|0.0|9440.0|1|0|0|niepołomicka|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
53.3|2.0|1-3|secondary|1|1|2012.0|1.0|Apartment|1.0|12532.83|1|0|0|ks. jana pawła siega|wielki kack|gdynia|54.467664|18.492842|gdynia_wielki kack
52.0|2.0|1-3|secondary|0|0|1910.0|0.0|Apartment|0.0|16711.54|0|0|0|sukiennicza|śródmieście|gdansk|54.354389|18.658314|gdansk_śródmieście
127.0|5.0|1-3|secondary|0|0|1900.0|0.0|Apartment|0.0|9370.08|0|0|0|ludwika waryńskiego|wrzeszcz dolny|gdansk|54.379685|18.612589|gdansk_wrzeszcz dolny
61.76|3.0|1-3|secondary|1|0|2011.0|0.0|Apartment|0.0|12451.42|0|0|1|bosmańska|oksywie|gdynia|54.543019|18.536056|gdynia_oksywie
111.5|4.0|4-7|secondary|0|1|2012.0|1.0|Apartment|0.0|24000.0|1|0|0|plac kaszubski|śródmieście|gdynia|54.521897|18.543056|gdynia_śródmieście
35.93|2.0|1-3|primary|1|0|2024.0|0.0|Apartment|0.0|10297.8|1|0|0|władysława jagiełły|orunia górna - gdańsk południe|gdansk|54.323903|18.632939|gdansk_orunia górna - gdańsk południe
61.21|3.0|1-3|secondary|1|1|2020.0|0.0|Apartment|0.0|22855.74|1|0|0|grudziądzka|wrzeszcz dolny|gdansk|54.39454|18.619079|gdansk_wrzeszcz dolny
51.86|3.0|1-3|primary|1|1|2025.0|1.0|Apartment|1.0|10509.06|1|0|0|mariana pelczara|jasień|gdansk|54.340089|18.560014|gdansk_jasień
60.0|2.0|1-3|secondary|0|1|1976.0|0.0|Apartment|1.0|10833.33|1|1|0|podgórska|obłuże|gdynia|54.552186|18.508622|gdynia_obłuże
87.4|3.0|0|secondary|0|1|2020.0|0.0|Apartment|0.0|22311.21|1|0|1|angielska grobla|śródmieście|gdansk|54.350635|18.664603|gdansk_śródmieście
67.93|3.0|8+|primary|0|1|2023.0|1.0|Apartment|0.0|11663.99|1|0|0|morska|leszczynki|gdynia|54.537343|18.474899|gdynia_leszczynki
55.3|3.0|1-3|primary|1|0|2023.0|0.0|Apartment|0.0|9403.25|1|0|0|władysława jagiełły|orunia górna - gdańsk południe|gdansk|54.323903|18.632939|gdansk_orunia górna - gdańsk południe
146.61|5.0|1-3|secondary|1|1|2024.0|0.0|Apartment|0.0|20113.23|0|1|1|wzgórze bernadowo|mały kack|gdynia|54.468501|18.513716|gdynia_mały kack
96.95|4.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|19452.29|1|0|0|wzgórze bernadowo|mały kack|gdynia|54.468501|18.513716|gdynia_mały kack
73.58|3.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|19135.63|1|0|0|wzgórze bernadowo|mały kack|gdynia|54.468501|18.513716|gdynia_mały kack
60.0|3.0|1-3|secondary|0|1|2015.0|0.0|Apartment|0.0|25833.33|1|0|0|jana kilińskiego|wrzeszcz dolny|gdansk|54.384856|18.605943|gdansk_wrzeszcz dolny
42.89|2.0|1-3|secondary|0|1|2024.0|1.0|Apartment|0.0|21963.16|1|0|0|wzgórze bernadowo|mały kack|gdynia|54.468501|18.513716|gdynia_mały kack
92.0|4.0|1-3|secondary|0|0|1913.0|0.0|Apartment|1.0|15000.0|0|0|0|al. niepodległości|górny sopot|sopot|54.442402|18.559893|sopot_górny sopot
57.33|3.0|0|secondary|0|0|1960.0|0.0|House|1.0|12558.87|1|1|1|lidzka|mały kack|gdynia|54.51768|18.53892|gdynia_mały kack
107.0|3.0|1-3|secondary|1|0|1966.0|0.0|Apartment|1.0|13074.77|1|0|1|podwale staromiejskie|śródmieście|gdansk|54.353372|18.653097|gdansk_śródmieście
80.16|4.0|1-3|secondary|1|1|2017.0|1.0|Apartment|0.0|29815.37|0|0|1|ignacego krasickiego|brzeźno|gdansk|54.254613|18.635465|gdansk_brzeźno
68.3|3.0|1-3|secondary|0|0|2022.0|0.0|Apartment|0.0|17569.55|0|1|0|starowiejska|letnica|gdansk|54.394982|18.646767|gdansk_letnica
68.0|2.0|1-3|secondary|1|0|1980.0|0.0|Apartment|0.0|9926.47|1|0|0|bronisława dembińskiego|leszczynki|gdynia|54.524049|18.490612|gdynia_leszczynki
26.68|1.0|1-3|primary|1|1|2023.0|1.0|Apartment|0.0|18050.0|1|0|0|mostek|rudniki|gdansk|54.350682|18.673418|gdansk_rudniki
89.18|4.0|1-3|primary|1|0|2022.0|0.0|Apartment|0.0|7636.24|1|0|0|stokłosy|kokoszki|gdansk|54.354766|18.491171|gdansk_kokoszki
73.0|3.0|4-7|secondary|1|0|2021.0|0.0|Apartment|0.0|23972.6|1|0|0|starowiejska|letnica|gdansk|54.394982|18.646767|gdansk_letnica
50.53|3.0|1-3|secondary|1|0|1909.0|1.0|Apartment|1.0|10864.83|0|0|0|jana matejki|wrzeszcz górny|gdansk|54.37522|18.610009|gdansk_wrzeszcz górny
33.0|1.0|1-3|secondary|0|0|2020.0|0.0|Apartment|0.0|23030.3|0|0|0|łódzka|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
72.32|3.0|1-3|primary|1|1|2024.0|0.0|Apartment|0.0|19934.07|1|0|0|jana bażyńskiego|oliwa|gdansk|54.408789|18.556846|gdansk_oliwa
47.35|2.0|1-3|secondary|1|1|2019.0|1.0|Apartment|0.0|20908.13|1|0|0|karola chodkiewicza|brzeźno|gdansk|54.405381|18.627205|gdansk_brzeźno
73.4|3.0|0|secondary|1|0|1900.0|1.0|Apartment|1.0|15926.43|0|1|0|aleja niepodległości|świemirowo|sopot|54.442402|18.559893|sopot_świemirowo
77.65|5.0|1-3|secondary|1|1|2022.0|1.0|Apartment|1.0|14166.13|1|0|0||oksywie|gdynia|54.543019|18.536056|gdynia_oksywie
45.32|2.0|1-3|primary|0|1|2023.0|0.0|Apartment|0.0|17500.0|1|0|0||śródmieście|gdansk|54.34902|18.6518|gdansk_śródmieście
71.14|3.0|1-3|secondary|1|0|2017.0|0.0|Apartment|0.0|11231.37|1|0|0|leszczynowa|jasień|gdansk|54.340089|18.560014|gdansk_jasień
44.0|2.0|0|secondary|1|0|1920.0|0.0|Apartment|1.0|9772.73|0|1|0|trakt św. wojciecha|orunia-św. wojciech-lipce|gdansk|54.3128|18.62944|gdansk_orunia-św. wojciech-lipce
161.93|4.0|1-3|secondary|1|1|1836.0|0.0|Apartment|1.0|16581.24|0|0|0|antoniego abrahama|śródmieście|gdynia|54.51678|18.540095|gdynia_śródmieście
40.0|2.0|1-3|secondary|1|1|2024.0|1.0|Apartment|0.0|15500.0|1|0|0|aleksandra dulin'a|ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
62.36|3.0|4-7|secondary|1|1|2020.0|0.0|Apartment|0.0|18425.27|1|0|0|obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302|gdansk_przymorze
105.2|3.0|1-3|secondary|1|0|1910.0|0.0|Apartment|1.0|25190.11|0|1|1|gen. władysława andersa|osiedle mickiewicza|sopot|54.440668|18.55594|sopot_osiedle mickiewicza
119.7|4.0|1-3|secondary|0|0|1904.0|1.0|Apartment|1.0|13358.4|0|0|0|bohaterów monte cassino|górny sopot|sopot|54.443097|18.559561|sopot_górny sopot
60.22|2.0|1-3|primary|1|0|2022.0|0.0|Apartment|0.0|23912.32|0|0|0|stefana batorego|wrzeszcz górny|gdansk|54.377177|18.600532|gdansk_wrzeszcz górny
43.03|2.0|1-3|primary|1|1|2023.0|1.0|Apartment|0.0|10259.98|0|0|1|czerska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544|gdansk_orunia górna - gdańsk południe
164.69|3.0|1-3|secondary|1|0|1910.0|0.0|House|1.0|16090.84|0|1|1|gen. władysława andersa|osiedle mickiewicza|sopot|54.440668|18.55594|sopot_osiedle mickiewicza
28.06|1.0|4-7|secondary|1|0|2017.0|1.0|Apartment|0.0|19957.23|1|0|0|obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302|gdansk_przymorze
58.9|3.0|1-3|primary|1|0|2022.0|0.0|Apartment|0.0|10475.38|0|0|0|nieborowska|chełm|gdansk|54.330955|18.606956|gdansk_chełm
114.16|4.0|1-3|secondary|1|0|2007.0|0.0|Apartment|0.0|20935.53|1|0|0|polna|karlikowo|sopot|54.432014|18.571544|sopot_karlikowo
55.12|2.0|0|primary|1|1|2022.0|1.0|Apartment|1.0|10185.0|0|1|0||ujeścisko-łostowice|gdansk|54.31911|18.591801|gdansk_ujeścisko-łostowice
64.97|3.0|1-3|primary|1|1|2024.0|1.0|Apartment|0.0|17685.09|1|0|0|stefana żeromskiego|śródmieście|gdynia|54.522273|18.544792|gdynia_śródmieście
