|title|district|latitude|longitude|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
131|Dom Gdynia Redłowo|Gdynia Redłowo|54.491524|18.538366|33|6|2016|11596|Dom bliźniak|1|1|0|1|0|nan|0|1|1|secondary
132|Dom w Orłowie z widokiem na morze|Gdynia Orłowo|54.476646|18.54863|230|10|1982|13891|Dom wolnostojący|1|1|0|1|0|nan|0|1|1|secondary
133|Apartament w środku parku! Ogród, fitness, plaża|Gdańsk Brzeźno, Nadmorski Dwór|54.40699035|18.62224873521392|44.77|2|2023|25240|Mieszkanie|1|1|0|0|1|3|0|0|0|secondary
134|Nowa cena !! 2 pok. deweloperskie|Gdańsk Św. Wojciech, Władysława Jagiełły|51.710412|19.447731|41.93|2|2023|1073|Mieszkanie|1|1|0|0|1|3|0|0|0|secondary
135|3 pokojowe mieszkanie na Jasieniu !|Gdańsk Jasień, Alfonsa Flisykowskiego|54.3217154|18.5602869|57.1|3|2020|10854|Mieszkanie|1|1|0|0|1|1|0|0|0|secondary
136|Mieszkanie 3 pokoje ! Morena!  62,7m2 SWP|Gdańsk Morena, Janusza Kusocińskiego|51.752113|19.41181|62.7|3|1983|11946|Mieszkanie|1|1|0|0|1|Parter|0|0|0|secondary
137|Słoneczna Morena ! 17 piętro! Mieszkanie 3 pokoje!|Gdańsk Morena, Stanisława Lema|54.349464499999996|18.588641739056754|63.37|3|2019|16490|Mieszkanie|1|1|0|0|1|17|0|0|0|secondary
138|Kawalerka 34 m2 po generalnym remoncie z balkonem|Gdańsk VII Dwór, Gryglewskiego 13|54.3892912|18.5703215|34.4|1|1980|15959|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
139|Mieszkanie dwupokojowe Gdańsk Osowa|Gdańsk Osowa, Jednorożca|54.42419495|18.48480567276149|51|2|2008|11667|Mieszkanie|0|1|1|0|0|1|0|1|0|secondary
140|DNI Otwarte! 30.06 Okazja - Wyjątkowe mieszkanie, bez pośrednika|Gdańsk Orunia Górna, Dywizji Wołyńskiej 24|54.3225865|18.6152653|47.5|2|1999|12947|Mieszkanie|0|0|0|1|0|1|0|1|0|secondary
141|⭐3pokojowe na Zaspie z ogródkiem Po remoncie⭐|Gdańsk Zaspa, Pilotów 16|54.3922351|18.5905092|56.3|3|1975|15435|Mieszkanie|0|1|1|1|1|Parter|1|1|1|secondary
142|3 pokoje w Oliwie, CO miejskie, blisko tramwaju!|Gdańsk Oliwa, Jana Husa|54.40665505|18.56857278113887|70.|3|1920|12674|Mieszkanie|0|0|0|1|0|Parter|0|1|0|secondary
143|Mieszkanie w spokojnej okolicy idealne dla rodziny|Gdańsk Osowa, Zeusa|54.4225751|18.4624942|57|3|2011|11737|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
144|Centrum wrzeszcza   blisko komunikacji   5 POKOI|Gdańsk Wrzeszcz, Stanisława Staszica|51.825126|19.301891|64.6|5|1950|13916|Mieszkanie|0|0|0|1|0|Parter|0|1|0|secondary
145|Dwa pokoje po odświeżeniu! 15 minut do Dworca Głównego|Gdańsk Nowy Port, Wyzwolenia|54.3980748|18.6657651|46.|2|1980|10368|Mieszkanie|0|1|1|0|1|8|0|1|0|secondary
146|Mieszkanie trzypokojowe po generalnym remoncie na Przymorzu.|Gdańsk Przymorze|54.39627835|18.583297933930446|38|3|1973|15395|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
147|Unikatowe, mieszkanie dwupoziomowe blisko centrum|Gdańsk Siedlce|54.378291|18.487005|124|4|1999|9831|Mieszkanie|0|0|0|1|1|4|0|1|0|secondary
148|Nietuzinkowe- klimat, wnętrza, styl! Bardzo dobra lokalizacja|Gdańsk Siedlce|54.378291|18.487005|95.16|4|1990|13651|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
149|3 pokoje, niezależny układ. Oliwa, niedaleko parku!|Gdańsk Oliwa, Dickmanna|52.280641|19.329338|69.04|3|1920|14180|Mieszkanie|0|0|0|0|0|1|0|1|1|secondary
150|2 pokoje, balkon! Lokalizacja top! Dobra inwestycja!|Gdańsk Morena|54.378291|18.487005|38|2|2019|16289|Mieszkanie|1|1|1|1|1|1|1|0|0|secondary
151|Lokalizacja! Centrum Wrzeszcza! Bliskość i wygoda!|Gdańsk Wrzeszcz, Brzozowa|51.955508|19.314324|34.6|2|1910|20809|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
152|TOP Lokalizacja! Centrum Wrzeszcza!|Gdańsk Wrzeszcz, Jana Kilińskiego|54.38435265|18.605881242819947|30.1|2|1910|24884|Mieszkanie|0|0|0|1|0|Parter|0|1|0|secondary
153|Funkcjonalne mieszkanie z ogródkiem w Gdańsku|Gdańsk Jasień|51.839523|19.834207|40.78|2|2011|12236|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
154|Nowoczesny dom   6 pok.   Kiełpino Górne|Gdańsk Kiełpino Górne|54.3407251|18.5079237|240|6|2017|9958|Dom wolnostojący|1|0|0|0|0|nan|0|0|0|secondary
155|Sopot 2 Pokoje Oddzielna Jasna Kuchnia Balkon|Sopot Brodwino, Kolberga 19|50.805594|15.622697|41|2|1975|13146|Mieszkanie|0|1|0|0|0|10|0|0|0|secondary
156|Mieszkanie - Sopot Dolny|Sopot Dolny Sopot, Morska|54.4455618|18.567114051807554|50.77|2|2008|49000|Mieszkanie|1|1|1|1|1|3|0|0|0|secondary
157|2 pokoje na Jasieniu,|Gdańsk Jasień, Kazimierza Leskiego|54.3238638|18.5586781|31|2|2013|1403|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
158|Kawalerka, niedaleko pętli tramwajowej|Gdańsk Ujeścisko, Aleja Vaclava Havla|54.3361134|18.5977886|30|1|2019|15300|Mieszkanie|0|0|1|1|0|Parter|0|0|1|secondary
159|Apartament nad Motławą|Gdańsk Stare Przedmieście, Jaglana|51.811174|19.349004|47|2|2017|23085|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
160|** 3 Pokoje   Po Remoncie   SKM 5 min   Zobacz!**|Gdynia Redłowo, Kaczewska|54.49409525|18.540174499999996|77.64|3|1950|12223|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
161|Komfortowe 2 pokoje blisko morza|Sopot Wyścigi / Karlikowo, Władysława Łokietka|54.4338494|18.570333309046745|72.5|2|2007|25379|Mieszkanie|0|1|0|1|1|1|0|1|0|secondary
162|Mieszkanie funkcjonalne jak dom|Gdańsk Wrzeszcz, Tadeusza Kościuszki|54.38609535|18.604649962371575|120.5|5|1930|9957|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
163|Piękne mieszkanie, Lawendowe Wzg, 2 miejsca post.|Gdańsk Jasień, Jabłoniowa|54.3249641|18.5488228|59.96|3|2014|12324|Mieszkanie|0|0|0|0|1|3|0|0|0|secondary
164|Połowa bliźniaka,z ogrodem   Gdynia Dąbrowa|Gdynia Dąbrowa, Rumiankowa|54.473976050000005|18.45298883065003|393.4|8|2003|5567|Dom wolnostojący|1|1|0|1|0|nan|0|1|1|secondary
165|Centrum Wrzeszcza - kawalerka|Gdańsk Wrzeszcz, Grunwaldzka|50.016896349999996|22.680195777355458|35|1|1960|16714|Mieszkanie|0|1|0|0|0|2|0|0|0|secondary
166|Duże 3 pokojowe słoneczne mieszknie Chełmn|Gdańsk Ujeścisko, Anny Jagiellonki|54.32844785|18.60177705|70|3|2006|11000|Mieszkanie|0|1|1|1|0|Parter|0|0|1|secondary
167|3 pokoje z widokiem na las|Gdańsk Łostowice, Jana Kielasa|54.304636|18.584798|69.7|3|2008|10029|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
168|2 pokoje we Wrzeszczu w super lokalizacji!|Gdańsk Wrzeszcz, Aleja Grunwaldzka|54.37480295|18.618860278592766|44.54|2|1960|13920|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
169|Osiedle Pastelowe I 2 pokoje z ogródkiem|Gdańsk Orunia Górna, Pastelowa|54.30950035|18.60996235|37|2|2022|14297|Mieszkanie|0|0|0|1|1|Parter|0|0|1|secondary
170|Widok na morze   Pas nadmorski   Balkon|Gdynia Wzgórze św. Maksymiliana, Legionów|51.954582|19.356372|52.63|3|1970|13281|Mieszkanie|0|1|0|1|1|4|0|1|0|secondary
171|Nowa cena! 3-pokojowe mieszkanie dla rodziny|Gdańsk Jasień|51.839523|19.834207|71.1|3|2012|1049|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
172|4 pokoje po remoncie w Otulinie Lasu Blisko centrum|Gdynia Witomino, Chwarznieńska|54.4989129|18.5052618|52.4|4|1974|14294|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
173|Mieszkanie 3 pokojowe z dużym balkonem|Gdańsk Suchanino, Czajkowskiego|49.973791|18.967563|70|3|2012|11414|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
174|Mieszkanie 3 pokojowe /słoneczne / Kowale|Gdańsk Kowale , Zeusa 80|54.3043859|18.5685833|52.19|3|2016|12071|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
175|** 3 pokoje   Centrum   Po Remoncie   Aktualne**|Gdynia Wzgórze św. Maksymiliana, Bp. Dominika|54.50485075|18.53695049875102|5|3|1960|11519|Mieszkanie|0|0|1|0|0|5|0|1|0|secondary
176|Mieszkanie blisko Centrum / Las / 3km od morza .|Gdynia Mały Kack, Sandomierska|54.4868285|18.5275494|36|1|1955|11028|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
177|Zadbane mieszkanie, gotowe do wprowadzenia.|Gdynia Chylonia, Starogardzka|54.5415937|18.467652411421092|56|3|1972|9446|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
178|Przytulne mieszkanie dla rodziny! Parter/ po remoncie|Gdynia Oksywie|53.199985|19.640637|49|3|1970|10510|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
179|Dom w zabudowie szeregowej|Gdańsk Osowa, Balcerskiego|54.4306357|18.4699943|130.95|5|1989|11455|Dom szeregowy|0|0|0|0|0|nan|0|0|0|secondary
180|Perełka! Przytulne 4 pok. w świetnej lokalizacji!|Gdynia Redłowo, Legionów|54.4973197|18.5414933|87|4|2005|17241|Mieszkanie|0|1|1|1|1|2|0|1|0|secondary
181|Wyjątkowe mieszkanie Gdańsk Osowa Okazja!|Gdańsk Osowa, Orfeusza|54.4216759|18.4810242|63.08|2|1999|9274|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary
182|Mieszkanie 52,6m, Gdynia Obłuże, 3 pokoje, po remoncie|Gdynia Obłuże, Płk. Dąbka 203D/9|54.5216208|18.5274712|52.6|3|1977|1169|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
183|Mieszkanie 4 pokojowe z potencjałem|Gdańsk Brzeźno, Mazurska|54.4079205|18.6348336|58.8|4|1964|15900|Mieszkanie|0|1|1|0|0|1|0|1|0|secondary
184|Mieszkanie - Gdańsk Aniołki|Gdańsk Aniołki, Marsz. Ferdynanda Focha|54.3584844|18.6289465|52.51|3|2014|19025|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
185|4 pokoje w Gdańsku za dobrą cenę!|Gdańsk Św. Wojciech, Trakt Świętego Wojciecha|54.3432715|18.6444728|59.45|4|1920|8394|Mieszkanie|0|0|0|1|0|1|0|1|0|secondary
186|Stogi -> Plaża -> Ustawne 2 pokoje -> 34m|Gdańsk Stogi, Tamka 16|54.358222|18.7053712|34.05|2|1980|12305|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
187|Piękne mieszkanie po remoncie! 2 pok. premium|Sopot|54.4400543|18.5623213|33|2|1980|16664|Mieszkanie|0|0|1|0|0|Parter|0|0|0|secondary
188|3-pokojowe na ostatnim 3 piętrze! Spółdz.włas. kw.|Gdańsk Dolne Miasto|54.3421707|18.6608919|49|3|1961|12551|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
189|Elegancka rezydencja z basenem i 15 min do centrum|Gdańsk Matarnia - Rębiechowo, Astronautów|52.183089|20.974357|326.3|6|2006|11186|Dom wolnostojący|1|1|1|1|0|nan|0|0|1|secondary
190|Dom w Sopocie nad morzem|Sopot Wyścigi / Karlikowo, Skarpowa|54.434718450000005|18.57205315044382|311.8|10|1974|19564|Dom wolnostojący|1|0|0|1|0|nan|0|0|1|secondary
191|Apartament z dużym, 60 m2  tarasem|Gdańsk Brzeźno, Bogumiła Kobieli|50.114025|19.620555|79.5|3|2023|18855|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
192|Nasze Miejsce - 58m2 - 3 pokoje - hala garażowa - komórka - balkon|Gdańsk Ujeścisko-Łostowice, Niepołomicka|54.31742615|18.593106398457195|57.78|3|2022|12963|Mieszkanie|1|1|1|1|1|1|0|0|0|secondary
193|Gdańsk 2 pokoje, hala garażowa, blisko PKM, ostatnie piętro|Gdańsk Kokoszki, Nowatorów 7|54.3753678|18.4627493|50|2|2021|12000|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
194|Sprzedam 3 pokojowe mieszkanie na Chełmie|Gdańsk Chełm, Marcina Dragana|54.3413128|18.6131005|55.4|3|1985|12365|Mieszkanie|0|1|1|1|0|2|0|1|0|secondary
195|Nowe 3pok. mieszkanie/ bez prowizji|Gdańsk Zakoniczyn, Kmdr. Tadeusza Bramińskiego|54.32409|18.583958|50.5|3|2023|12851|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
196|2 mieszkania w centrum Sopotu!|Sopot Dolny Sopot, Niepodległości|54.4534263|18.555444|84|4|1960|13095|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
197|Kawalerka blisko morza   po remocnie|Sopot Wyścigi / Karlikowo, Karlikowska|54.43717905|18.573102396914102|30|1|1920|25967|Mieszkanie|0|0|0|1|0|2|0|1|1|secondary
198|Inwestycja w dolnym sopocie 3 minuty do plaży!|Sopot Dolny Sopot, Jana Jerzego Haffnera|54.44511|18.56571|57.95|2|1940|20915|Mieszkanie|0|1|0|0|0|1|0|0|0|secondary
199|Centrum Sopotu 2 pokoje !!!|Sopot Dolny Sopot, Józefa Czyżewskiego|54.444312|18.56339083579146|53|2|1960|24528|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
200|Połowa willi w Sopocie|Sopot Górny Sopot, Gen. Władysława Andersa|54.4409724|18.557672995785076|117|3|1910|22650|Mieszkanie|1|0|0|1|0|1|0|0|1|secondary
201|Apartament 3 minuty od plaży !|Sopot Wyścigi / Karlikowo, Bitwy Pod Płowcami|54.4360142|18.576814|92.76|4|2003|19944|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
202|Mieszkanie w Sopocie Dolnym z widokiem na morze!|Sopot Dolny Sopot, Bohaterów Monte Cassino|54.4429461|18.56110476465278|58.65|2|1920|15857|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
203|Sopot, 2 lokale z możliwością podziału na 4|Sopot Dolny Sopot, Niepodległości|54.4534263|18.555444|288.8|9|1901|10353|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary
204|Piękny apartament z duszą w dolnym sopocie !|Sopot Dolny Sopot, Kazimierza Wielkiego|54.4388615|18.5712532|11|3|1903|24911|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
205|3 pokoje blisko plaży!|Sopot Wyścigi / Karlikowo, Karlikowska|54.43717905|18.573102396914102|56|3|1977|1873|Mieszkanie|0|0|0|0|1|3|0|1|0|secondary
206|Mieszkanie w Sopocie 2 min od Molo. Winda|Sopot Dolny Sopot, Grunwaldzka|54.4439776|18.5698066|101.76|3|1910|18573|Mieszkanie|0|1|0|1|1|3|0|1|0|secondary
207|7 pokoi na krótkitermin   wysoka stopa zwrotu|Sopot Dolny Sopot, Gen. Kazimierza Pułaskiego|54.44296785|18.56684989219675|197.38|8|1952|15706|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
208|Atrakcyjne mieszkanie blisko plaży|Sopot Dolny Sopot, Bitwy Pod Płowcami|54.4377812|18.5739307|60|3|1994|20000|Mieszkanie|0|1|1|1|0|1|0|1|0|secondary
209|Idealna inwestycja w Sopocie, kilka minut do plaży|Sopot Kamienny Potok, Wejherowska|54.4535297|18.5550276|37|2|1975|16459|Mieszkanie|0|1|1|0|1|Parter|0|1|1|secondary
210|3 pokoje, widok na zieleń, nowe instalacje|Sopot Górny Sopot, 23 Marca|54.4457838|18.557534097742344|46.|3|1970|18377|Mieszkanie|0|1|0|0|1|5|0|1|0|secondary
211|Mieszkanie do własnej aranżacji 250 m od plaży!|Sopot Dolny Sopot, Parkowa|54.44338255|18.57104360424107|63.3|3|1900|23539|Mieszkanie|0|0|1|0|0|Parter|0|1|0|secondary
212|Idealne pod Wynajem, 15 Minut od Plaży! Obok Lasu!|Sopot Kamienny Potok, Jacka Malczewskiego|54.4511755|18.551126|34.6|2|1971|16031|Mieszkanie|0|0|1|1|0|3|0|1|0|secondary
213|2-pokoje na pierwszym piętrze Gdynia|Gdynia Chylonia, Gniewska|54.5422938|18.4620586|37.07|2|1965|11303|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
214|3 pokojowe mieszkanie w gdyni cisowej!|Gdynia Cisowa, Zbożowa|54.5435551|18.4462317|55.19|3|1980|9585|Mieszkanie|0|1|1|0|1|7|0|1|0|secondary
215|Pogórze - 3 pok. mieszkanie z widokiem na las!|Gdynia Pogórze, Kmdr. Staniewicza|54.561312|18.498189|62.9|3|1989|906|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
216|2 duże pokoje 20 min pieszo od plaży !|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|55.7|2|1956|12370|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
217|Fantastyczna lokalizacja, 3 pokoje|Gdynia Śródmieście, Stefana Żeromskiego|51.825525|19.303287|59.|3|1931|14865|Mieszkanie|0|0|1|0|0|Parter|0|1|0|secondary
218|2 duże pokoje 20 min pieszo od plaży !|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|55.7|2|1956|12370|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
219|Mieszkanie nielam w centrum gdyni|Gdynia Działki Leśne, Witomińska|54.5115947|18.5315591|47.88|2|1970|14411|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary
220|Nowoczesny apartament w centrum gdyni|Gdynia Śródmieście, Stefana Żeromskiego|51.825525|19.303287|38.94|2|2020|20288|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
221|Kawalerka w sercu gdyni   nowa inwestycja|Gdynia Śródmieście, Stefana Żeromskiego|51.825525|19.303287|25.64|1|2023|26326|Mieszkanie|0|1|0|0|1|2|0|0|0|secondary
222|5 mieszkań   inwestycja w samym sercu gdyni!|Gdynia Śródmieście, Wójta Radtkego|54.5220319|18.5322481|147.93|5|1929|2021|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
223|Apartamanet 3 pok. Invest Komfort Gdynia Orłowo|Gdynia Orłowo, Bernadowska|54.4633744|18.550913|62.11|3|2020|29786|Mieszkanie|1|1|0|1|1|1|0|0|0|secondary
224|Centrum Gdyni! 800m do Dworca!|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|78.5|3|1938|13414|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
225|Gotowa inwestycja! 2 lokale mieszkalne!|Gdynia Śródmieście, 3 Maja|53.8429941|22.981415738228378|48|3|1970|1854|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
226|Przestronna kamienica z dużą piwnicą spiżarnią|Gdynia Działki Leśne, Warszawska|54.5189181|18.5284874|67|2|1938|11149|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary
227|Okna na świętojańską! dwa mieszkania!|Gdynia Śródmieście, Świętojańska|54.5205845|18.5428249|141.39|6|1927|10468|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
228|Mieszkanie w ścisłym centrum Gdyni !!!|Gdynia Śródmieście, Stefana Żeromskiego|51.825525|19.303287|53.91|3|1964|14821|Mieszkanie|0|1|0|1|1|6|0|0|0|secondary
229|2 pokoje na krótkitermin   WINDA   msc postojowe|Gdynia Śródmieście, Świętojańska|54.5205845|18.5428249|33.6|2|1958|1845|Mieszkanie|0|0|0|1|1|3|0|1|0|secondary
230|Luksusowy apartament w idelanej lokalizacji|Gdynia Wzgórze św. Maksymiliana, Kazimierza Górskiego|54.497285|18.5318575|90.61|4|2021|19369|Mieszkanie|0|1|1|1|1|11|0|0|0|secondary
231|Wyjątkowe mieszkanie w centrum Gdyni, blisko lasu!|Gdynia Redłowo, Janusza Korczaka|54.4936819|18.5431194|101.58|4|1997|11154|Mieszkanie|0|0|1|0|1|5|0|0|0|secondary
232|2 pokojowe mieszkanie- inwestycja w centrum Gdyni!|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|45|2|1962|11889|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
233|Świetna lokalizacja, 4 pokoje, ciche miejsce|Gdynia Wzgórze św. Maksymiliana, Elizy Orzeszkowej|54.5055971|18.540187|92.81|4|1955|18845|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary
234|Nieruchomość premium w centrum miasta!|Gdynia Śródmieście, Zygmunta Augusta|52.230906|18.208535|77.0|4|2015|22721|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
235|Centrum Gdyni - 3 pokoje - idealnie skomunikowane|Gdynia Działki Leśne, Morska|54.5216208|18.5274712|5|3|1970|12000|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
236|Mieszkanie w samym Centrum Gdyni !|Gdynia Wzgórze św. Maksymiliana, Świętojańska|52.2490011|21.013168108284603|34.5|2|1979|17246|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
237|Apartament inwestycyjny w ścisłym centrum|Gdynia Wzgórze św. Maksymiliana, Kazimierza Górskiego|54.497285|18.5318575|45.31|2|2022|19753|Mieszkanie|0|0|0|0|1|2|0|0|0|secondary
238|Przeszklony apartament   wysokość sufitów 3 M|Gdynia Śródmieście, Jana Z Kolna|54.5230678|18.5340992|114.34|4|2023|20981|Mieszkanie|1|1|0|1|1|2|0|1|0|secondary
239|Mieszkanie na świętojańskiej|Gdynia Śródmieście, Świętojańska|54.5205845|18.5428249|87.5|4|1930|19314|Mieszkanie|0|0|0|1|1|1|0|1|0|secondary
240|Idealne mieszkanie pod wynajem Gdynia blisko plaży|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|59.64|2|1950|10480|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary
241|Mieszkanie z widokiem na zieleń! Do wejścia!|Gdynia Redłowo, Bohaterów Starówki Warszawskiej|54.495080650000006|18.549081738937574|40.78|2|1970|16405|Mieszkanie|0|1|0|1|1|3|0|1|0|secondary
242|Piękne mieszkanie tuż przy Gdyni Śródmieściu !!!|Gdynia Działki Leśne, Witomińska|54.5115947|18.5315591|67.3|4|1963|11129|Mieszkanie|0|1|0|1|1|5|0|0|0|secondary
243|Okna na świętojańską! balkon!|Gdynia Śródmieście, Świętojańska|54.5205845|18.5428249|108.13|5|1927|12013|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
244|Mieszkanie do generalnego remontu!|Gdynia Śródmieście, Świętojańska|54.5205845|18.5428249|33.26|2|1927|11575|Mieszkanie|0|0|0|0|0|3|0|1|0|secondary
245|3 kawalerki na wynajem w centrum Gdyni|Gdynia Śródmieście, Antoniego Abrahama|54.5204215|18.5414423|99.29|3|1960|1157|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
246|Centrum Gdyni, wszędzie blisko świetna komunikacja|Gdynia Działki Leśne, Warszawska|54.5189181|18.5284874|66.76|3|1963|10920|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
247|Mieszkanie w ścisłym centrum gdyni|Gdynia Kamienna Góra, Juliusza Słowackiego|51.970091|19.293427|34.54|2|1937|1734|Mieszkanie|0|0|1|0|0|nan|0|0|1|secondary
248|3 pok. Działki Leśne Gdynia - dod. 2 garaże!|Gdynia Działki Leśne, Słupecka|54.5181429|18.528057721824688|75.6|3|1939|14150|Mieszkanie|1|0|1|1|0|2|0|1|0|secondary
249|Centrum Gdyni, po remoncie, ładne|Gdynia Śródmieście, Antoniego Abrahama|54.5204215|18.5414423|48.6|3|1955|18827|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
250|4-pokojowe   balkon   parking   komunikacja   las|Gdynia Demptowo, Skarbka|54.53128985|18.455072197274912|86.3|4|2008|7995|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
251|Sprzedam 3 pokoje - gdynia  z widokiem na morze!|Gdynia Witomino, Strażacka|54.5003054|18.50996062558812|47.8|3|1978|12531|Mieszkanie|0|1|0|1|1|9|0|1|0|secondary
252|Dwa pokoje z ogródkiem w gdyni !|Gdynia Wiczlino, Kormorana|54.50078055|18.411560800415288|35|2|2017|14257|Mieszkanie|0|0|0|1|0|Parter|0|0|1|secondary
253|Witomino, 2 pokoje, pokój dzienny od południa|Gdynia Witomino, Chwarznieńska|54.4989129|18.5052618|44.5|2|1978|1020|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
254|Ładne 2 pokoje, dobra komunikacja|Gdynia Karwiny, Janiny Porazińskiej|54.4737586|18.483003175618|48.|2|1984|11390|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
255|Przytulne mieszkanie - gdynia wiczlino !|Gdynia Wiczlino, Kormorana|54.50078055|18.411560800415288|35|2|2017|12429|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
256|Doskonała kawalerka na inwestycję|Gdynia Dąbrowa, Lubczykowa|54.4738306|18.470557542281156|34|1|2000|13088|Mieszkanie|0|0|0|1|0|1|0|0|0|secondary
257|Idealne mieszkanie dla rodziny blisko lasu.|Gdynia Dąbrowa, Rdestowa|54.4720193|18.465424|62.6|3|1991|9026|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
258|Ładnie wykończone, własny park na osiedlu|Gdańsk Łostowice, Niepołomicka|54.31742615|18.593106398457195|42.47|2|2023|14834|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
259|Nowoczesne, dwupokojowe mieszkanie z ogródkiem|Gdańsk Zakoniczyn, Jerzego Świrskiego|54.321784|18.5818245|50.66|2|2019|12633|Mieszkanie|0|0|1|0|1|Parter|0|0|1|secondary
260|3 pok. Gdańsk dwupoziomowe|Gdańsk Łostowice, Hokejowa|54.3817696|18.6055111|64.26|3|2013|9788|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
261|Przestronne 3 pokoje, świetnie nasłonecznione|Gdańsk Maćkowy, Kazimierza Wielkiego|54.30468895|18.615566202556185|57.3|3|2020|12199|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
262|Mieszkanie 5-pok, przestronne 100m2|Gdańsk Łostowice, Jana Kielasa|54.304636|18.584798|78.4|5|2007|10191|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
263|Przestronne mieszkanie idealne dla rodziny!|Gdańsk Maćkowy, Kazimierza Wielkiego|54.30468895|18.615566202556185|69.28|3|2014|9656|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
264|Sprzedam 3 pokoje Gdańsk Południe!|Gdańsk Łostowice, Niepołomicka|54.31742615|18.593106398457195|54.43|3|2022|13761|Mieszkanie|0|0|0|0|1|Parter|0|0|1|secondary
265|3 pokoje z balkonem  mieszkanie w urokliwym miejsc|Gdańsk Łostowice, Jana Kielasa|54.304636|18.584798|69.7|3|2009|10890|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
266|2 pokoje Ciche,spokojne miejsce blisko obwodnicy|Gdańsk Zakoniczyn, Jaworzniaków|54.3164193|18.5705905|49.37|2|2015|12903|Mieszkanie|0|1|0|1|0|Parter|0|0|0|secondary
