title|price[PLN]|area[m^2]|rooms|floor|market|parking|elevator|build year|internet|building_type|basement|price_per_m2|balkon|ogródek|taras|street|district|city
Mieszkanie z antresolą|849000.0|44.83|2|3|secondary|1|1|2024.0|0.0|Mieszkanie|0.0|18938.21|1|0|0|ul. Stefana Żeromskiego|Śródmieście|Gdynia
Apartament z tarasem na dachu - widok na morze|5500000.0|95.0|4|3|secondary|1|1|2015.0|0.0|Mieszkanie|0.0|57894.74|1|0|1|ul. Jelitkowska|Jelitkowo|Gdańsk
Trzypokojowy apartament z wygodnym tarasem|144535927.0|68.7|3|2|secondary|0|1|2023.0|0.0|Mieszkanie|0.0|2103870.84|0|0|0|ul. Smolna|Świemirowo|Sopot
Apartament w zaciszu sopockiego lasu|141517252.0|55.9|2|3|secondary|0|1|2023.0|0.0|Mieszkanie|0.0|2531614.53|0|0|0|ul. Smolna|Świemirowo|Sopot
Apartament przy lesie w kameralnej inwestycji|2611900.0|134.96|5|2|primary|1|1|2024.0|0.0|Mieszkanie|1.0|19353.14|0|0|1|ul. Wzgórze Bernadowo|Mały Kack|Gdynia
Apartament przy lesie|162417997.0|81.08|3|1|primary|1|1|2024.0|0.0|Mieszkanie|1.0|2003182.01|0|0|1|ul. Wzgórze Bernadowo|Mały Kack|Gdynia
Apartament blisko plaży w Orłowie|240632872.0|84.3|3|0|secondary|0|1|2021.0|0.0|Mieszkanie|0.0|2854482.47|0|0|0|ul. Spacerowa|Orłowo|Gdynia
Kameralny apartamentowiec w otulinie lasu|1408000.0|73.58|3|1|primary|1|1|2024.0|0.0|Mieszkanie|1.0|19135.63|0|0|1|ul. Wzgórze Bernadowo|Mały Kack|Gdynia
Sopocki apartament z pięknym ogrodem|234037228.0|114.4|4|0|secondary|0|1|2023.0|0.0|Mieszkanie|0.0|2045779.97|0|0|0|ul. Smolna|Świemirowo|Sopot
Rodzinny apartament z ogrodem|1994600.0|107.86|4|0|primary|1|1|2024.0|0.0|Mieszkanie|1.0|18492.49|0|0|1|ul. Wzgórze Bernadowo|Mały Kack|Gdynia
"Słoneczne mieszkanie | Okazja"|1152000.0|78.4|4|3|secondary|1|1|2018.0|0.0|Mieszkanie|0.0|14693.88|1|0|1|null|Letnica|Gdańsk
Dwupoziomowy apartament z trzema tarasami|4999999.0|160.0|5|1|secondary|1|1|2011.0|0.0|Mieszkanie|0.0|31249.99|0|0|1|ul. Króla Jana III|Orłowo|Gdynia
"Nowe mieszkanie | Storia | C.0.5"|795500.0|37.0|2|0|primary|1|0|2024.0|0.0|Mieszkanie|0.0|21500.0|0|1|1|ul. Elizy Orzeszkowej|Aniołki|Gdańsk
"Ogrody Diany | Hery 7/29"|721000.0|66.72|3|3|primary|1|1|2025.0|1.0|Mieszkanie|1.0|10806.35|1|0|0|ul. Diany|Osowa|Gdańsk
2-Poziomowe Mieszkanie 4 pokoje 79,3m2 Jasień|699000.0|79.3|4|3|secondary|1|1|2016.0|1.0|Mieszkanie|1.0|8814.63|1|0|0|ul. Potęgowska|Jasień|Gdańsk
Wyjątkowy apartament nad morzem - Riwiera Orłowska|4299000.0|78.88|3|0|secondary|1|1|2008.0|1.0|Mieszkanie|0.0|54500.51|1|0|1|ul. Orłowska|Orłowo|Gdynia
Dwa pokoje w Horyzoncie|752000.0|47.0|2|3|secondary|1|1|2007.0|1.0|Mieszkanie|0.0|16000.0|1|0|0|ul. Obrońców Wybrzeża|Przymorze Wielkie|Gdańsk
NOWOŚĆ,GdańskOsowa 2pok.budynek energooszczędnyM48|512000.0|41.29|2|3|primary|1|1|2025.0|1.0|Mieszkanie|1.0|12400.1|1|0|0|ul. Kielnieńska|Osowa|Gdańsk
Luksusowy apartament z widokiem na Motławę|860000.0|40.0|2|1|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|21500.0|1|0|0|ul. Stępkarska|Śródmieście|Gdańsk
Gdynia Obłuże 2 pokoje 50,8 po kapitalnym remoncie|516000.0|50.8|2|2|secondary|0|0|1977.0|1.0|Mieszkanie|1.0|10157.48|1|0|0|ul. Benisławskiego|Obłuże|Gdynia
Przytulne 3 pokoje blisko centrum|739000.0|44.86|3|0|primary|0|0|2023.0|0.0|Mieszkanie|0.0|16473.47|0|1|0|null|Grabówek|Gdynia
Rezydencja Redłowo z tarasem i halą garażową !|1199000.0|52.3|2|0|secondary|1|1|2016.0|1.0|Mieszkanie|1.0|22925.43|1|0|1|ul. Powstania Śląskiego|Redłowo|Gdynia
PROWIZJA 0% ✅ Południowa obwodnica ✅ Klucze 2024!|545834.0|55.55|3|3|primary|1|1||1.0|Mieszkanie|0.0|9825.99|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Inwestycyjne 2 pokoje + Wysoki Standard-129tyśVAT|561500.0|38.0|2||primary|1|1||1.0|Mieszkanie|0.0|14776.32|1|0|0|null|Śródmieście|Gdańsk
Mieszkanie - Gdańsk Łostowice|389000.0|34.0|2|3|secondary|0|0||0.0||0.0|11441.18|0|0|0|ul. Konrada Guderskiego|Ujeścisko-Łostowice|Gdańsk
Po remoncie-widok na port-gotowe do wprowadzenia|590000.0|53.0|3|3|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|11132.08|1|0|0|ul. adm. Józefa Unruga|Obłuże|Gdynia
Gdynia Wielki Kack Kameralna Lokalizacja|632400.0|62.0|3|0|secondary|0|0|2000.0|1.0|Mieszkanie|1.0|10200.0|0|0|0|ul. Wschodnia 1|Wielki Kack|Gdynia
Piecewska, Morena|599000.0|52.33|2|10|secondary|0|0||0.0||0.0|11446.59|0|0|0|ul. Piecewska|Piecki-Migowo|Gdańsk
3 poje na 1 piętrze w zadbanej Kamienicy.|619000.0|65.35|3|1|secondary|0|0|1960.0|1.0|Mieszkanie|0.0|9472.07|0|0|0|ul. Wolności|Nowy Port|Gdańsk
Czteropokojowe mieszkanie z DUŻYM balkonem|888000.0|81.5|4|1|secondary|1|0||1.0||1.0|10895.71|1|0|0|ul. Brylantowa|Orunia Górna - Gdańsk Południe|Gdańsk
2 pokojowe, gotowe do wprowadzenia-blisko morza|549000.0|30.5|2|0|secondary|0|0|1970.0|0.0||1.0|18000.0|1|0|0|ul. Jagiellońska|Przymorze Wielkie|Gdańsk
Mieszkanie po remoncie|487000.0|45.0|2|3|secondary|0|0|1977.0|0.0|Mieszkanie|1.0|10822.22|1|0|0|ul. Południowa|Cisowa|Gdynia
"2 niezależne pokoje | Po remoncie | Niski blok"|580000.0|38.7|2|1|secondary|0|0|1974.0|1.0|Mieszkanie|1.0|14987.08|1|0|0|null|Wrzeszcz Dolny|Gdańsk
3 pokoje z dużym tarasem, funkcjonalny rozkład|570620.0|50.56|3|1|primary|1|1|2026.0|0.0|Mieszkanie|1.0|11286.0|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
2-pokoje, na start i inwestycję|490296.0|38.67|2|2|primary|1|1|2026.0|0.0|Mieszkanie|1.0|12678.98|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
Apartament C2 z prywatnym tarasem na dachu|86503550.0|62.3|2|1|primary|1|0|2023.0|1.0|Mieszkanie|0.0|1388500.0|1|0|1|ul. Turystyczna|Wyspa Sobieszewska|Gdańsk
Dwa pokoje z balkonem, Gdynia Śródmieście|599900.0|44.32|2|1|secondary|0|1|1968.0|1.0|Mieszkanie|1.0|13535.65|1|0|0|ul. Władysława IV|Śródmieście|Gdynia
Mieszkanie Gdańsk, Stolema, 2 Pokoje, Balkon|590751.0|42.0|2|1|primary|1|0|2025.0|0.0||0.0|14065.5|1|0|0|ul. Remusa|Jasień|Gdańsk
Gotowe_Zobacz Na Żywo_Płd-Zach.|562022.0|60.35|4|3|primary|1|1|2023.0|1.0|Mieszkanie|0.0|9312.71|1|0|0|null|Ujeścisko-Łostowice|Gdańsk
Trzy pokoje nad morzem po generalnym remoncie|585000.0|38.0|3|3|secondary|0|1|1970.0|1.0|Mieszkanie|1.0|15394.74|1|0|0|ul. Piastowska|Tysiąclecia|Gdańsk
"Klucze w 2024 | 15 min do centrum | Zachodnie"|500182.0|49.59|3|2|primary|1|1||1.0|Mieszkanie|0.0|10086.35|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
"Kawalerka w topowej lokalizacji | 5 min do centrum"|448775.0|25.58|1|2|primary|1|1||1.0|Mieszkanie|0.0|17543.98|1|0|0|null|Siedlce|Gdańsk
2 niezależne pokoje blisko SKM Żabianka i AWFiS|579000.0|40.4|2|0|secondary|1|1|1970.0|0.0|Mieszkanie|1.0|14331.68|0|0|0|al. Grunwaldzka|Oliwa|Gdańsk
Gdańsk Przymorze, ul. Beniowskiego|1274460.0|57.93|3|5|secondary|1|1|2017.0|1.0|Mieszkanie|0.0|22000.0|1|0|0|ul. Maurycego Beniowskiego|Przymorze Małe|Gdańsk
5-pokojowe mieszkanie 127m2 + ogródek Bezpośrednio|2177130.0|127.29|5|0||1|0|||||17103.7|0|1|1|ul. 23 Marca|Przylesie|Sopot
4-pokojowe mieszkanie 103m2 + loggia Bezpośrednio|1822620.0|103.06|4|1||1|0|||||17685.04|0|0|0|ul. 23 Marca|Przylesie|Sopot
3-pokojowe mieszkanie 74m2 + ogródek|1527566.0|74.21|3|0||1|0|||||20584.37|0|1|1|ul. 23 Marca|Przylesie|Sopot
2-pokojowe mieszkanie 45m2 + ogródek Bezpośrednio|948953.0|45.16|2|0||1|0|||||21013.13|0|1|1|ul. 23 Marca|Przylesie|Sopot
4 pokoje - kameralnie wśród zieleni|59812650.0|57.79|4|3|primary|1|0||0.0||0.0|1035000.0|1|0|0|ul. Czerska|Orunia Górna - Gdańsk Południe|Gdańsk
Apartament inwestycyjny w sercu Gdańska|411470.0|33.57|2|4|primary|1|1|2024.0|1.0|Mieszkanie|0.0|12257.07|1|0|0|ul. Głęboka|Śródmieście|Gdańsk
4 pokoje_widna kuchnia_dwie łazienki_ładny widok!|544945.0|59.23|4|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9200.49|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Kawalerka na sprzedaż - Żabianka|489000.0|30.9|1|7|secondary|0|1|1975.0|0.0|Mieszkanie|1.0|15825.24|0|0|0|ul. Gospody|Żabianka|Gdańsk
Trypoziomowy lokal , po remoncie, inwestycja|1350000.0|218.3|9||secondary|1|0|1997.0|1.0|Mieszkanie|1.0|6184.15|0|0|1|ul. Benisławskiego|Obłuże|Gdynia
Odrębna kuchnia i 3 pokoje - w Super Promocji!|507845.0|53.32|3|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9524.47|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
Odbierz swój Rabat na Dni Otwarte|404478.0|40.15|2|2|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10074.17|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Super widok na tereny zielone_szybki odbiór|409595.0|39.36|2|3|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10406.38|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
"Nowe z pięknym widokiem | Beuforta 2022r Euro Styl"|515000.0|43.0|2|1|secondary|1|1|2022.0|0.0|Mieszkanie|0.0|11976.74|1|0|0|Ignacego Jana Paderewskiego|Pogórze|Gdynia
4 pokoje, Słoneczna Morena, 2 miejsca w hali|1299000.0|87.0|4|4|secondary|1|1|2014.0|0.0|Mieszkanie|0.0|14931.03|1|0|0|ul. Czesława Miłosza|Suchanino|Gdańsk
2 pokoje, garderoba, winda -gotowe do zamieszkania|629000.0|46.0|2|3|secondary|0|1|2010.0|0.0||0.0|13673.91|0|0|0|ul. Nieborowska|Chełm|Gdańsk
"2 pokoje na Łostowicach| kompaktowe i ustawnee"|437500.0|37.1|3|3|primary|1|1||1.0||0.0|11792.45|1|0|0|null|Ujeścisko-Łostowice|Gdańsk
"""TORO"" Apartamenty Gdynia - 2 balkony"|1374000.0|93.42|4|0|primary|1|1|2023.0|1.0|Mieszkanie|1.0|14707.77|0|1|1|ul. Stanisława Wąsowicza|Grabówek|Gdynia
Piękny apartament nad morzem.|1230000.0|49.6|2|0|secondary|0|1|2011.0|0.0|Mieszkanie|0.0|24798.39|1|1|1|null|Redłowo|Gdynia
"Górny Sopot | 4 pokoje 99,89 m2 + taras"|193442639.0|99.89|4|1|primary|0|1||0.0|Mieszkanie|0.0|1936556.6|0|1|0|ul. 23 Marca|Przylesie|Sopot
"Rodzinne 3 pok. z balkonem | blisko parku"|83103192.0|52.97|3|4|primary|0|0|2024.0|0.0|Mieszkanie|0.0|1568872.8|1|0|0|ul. Jaśkowa Dolina 85|Wrzeszcz Górny|Gdańsk
"2 pokoje z ogródkiem 32,5 m2| Górny Sopot"|88270164.0|48.22|2|0|secondary|0|0||0.0|Mieszkanie|0.0|1830571.63|1|0|0|ul. 23 Marca|Przylesie|Sopot
3 gotowe pokoje tuż przy Parku Oliwskim!|1060000.0|48.42|3|4|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|21891.78|1|0|0|Jana i Macieja Kilarskich|Oliwa|Gdańsk
Sloneczne mieszkanie Gdansk Zabianka|509000.0|30.9|1|6|secondary|1|1|1974.0|1.0|Mieszkanie|1.0|16472.49|0|0|0|ul. Gdyńska|Żabianka|Gdańsk
"3 nowoczesne pokoje | Tuż przy parku | 2 miejsca"|599000.0|51.03|3|2|secondary|1|1|2019.0|1.0|Mieszkanie|1.0|11738.19|1|0|0|ul. Alfonsa Flisykowskiego|Jasień|Gdańsk
Komfortowe 4 pokoje w ładnym otoczeniu|849000.0|79.3|4|0|secondary|1|0|1998.0|1.0|Mieszkanie|1.0|10706.18|1|0|1|ul. Elewów|Matarnia|Gdańsk
Wyposażone, z dużym salonem|525000.0|48.0|2|2|secondary|1|1|2018.0|0.0|Mieszkanie|1.0|10937.5|1|0|0|ul. Kazimierza Wielkiego|Orunia Górna - Gdańsk Południe|Gdańsk
5 pokoi z pięknym widokiem, na gdańskiej Morenie|899000.0|88.5|5|10|secondary|0|1|1979.0|0.0|Mieszkanie|1.0|10158.19|1|0|0|ul. Wileńska|Piecki-Migowo|Gdańsk
2 pokoje, dobrze skomunikowane|489000.0|36.27|2|5|secondary|1|1|2017.0|0.0|Mieszkanie|1.0|13482.22|1|0|0|ul. Lawendowe Wzgórze|Jasień|Gdańsk
Wyremontowane 2 pokoje z miejscami postojowymi|479000.0|42.7|2|1|secondary|1|0|1980.0|0.0|wolnostojący|1.0|11217.8|0|0|0|ul. Żwirowa|Cisowa|Gdynia
W pełni umeblowane z szybkim wydaniem|569000.0|47.0|2|2|secondary|1|0|2008.0|0.0|Mieszkanie|1.0|12106.38|1|0|0|ul. Rogalińska|Chełm|Gdańsk
Mieszkanie - Gdynia Wiczlino|1099000.0|95.0|3|3|secondary|0|1|2021.0|0.0|Mieszkanie|0.0|11568.42|0|0|0|ul. Czesława Niemena|Wiczlino|Gdynia
3 pokoje z ogrodem i halą garażową|639000.0|64.0|3|0|secondary|0|1|2009.0|0.0|Mieszkanie|0.0|9984.38|0|0|0|ul. Kartuska|Kokoszki|Gdańsk
"4 Pokoje | dobra lokalizacja | dla rodziny"|875000.0|93.0|4|3|secondary|0|0|2013.0|0.0|Mieszkanie|0.0|9408.6|0|0|0|ul. Hokejowa|Ujeścisko-Łostowice|Gdańsk
"3 pokoje | gotowe do zamieszkania | winda i hala"|649000.0|60.0|3|2|secondary|1|1|2011.0|1.0|Mieszkanie|0.0|10816.67|1|0|0|ul. Hokejowa|Orunia Górna - Gdańsk Południe|Gdańsk
Luksusowa nieruchomość w malowniczej okolicy.|1149000.0|110.0|4|3|secondary|1|0|2009.0|1.0|Mieszkanie|1.0|10445.45|1|0|1|ul. Myśliwska|Piecki-Migowo|Gdańsk
Wyjątkowe mieszkanie z dużym ogrodem|879000.0|62.91|3|0|secondary|0|1|2017.0|1.0|Mieszkanie|1.0|13972.34|0|1|1|null|Jasień|Gdańsk
Nowe 2-pokoje w wysokim standardzie!|629000.0|42.49|2|1|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|14803.48|1|0|0|ul. Przytulna|Jasień|Gdańsk
Przestronne 2 pokojowe mieszkanie|539000.0|51.25|2|0|secondary|0|1|2019.0|1.0|Mieszkanie|0.0|10517.07|1|0|0|ul. Jerzego Świrskiego|Ujeścisko-Łostowice|Gdańsk
Komfortowa nieruchomość w centralnej dzielnicy|665000.0|46.0|2|3|secondary|1|1|2010.0|1.0|Mieszkanie|1.0|14456.52|1|0|0|ul. Myśliwskie Wzgórze|Piecki-Migowo|Gdańsk
3-pokojowy apartament na 14 piętrze.|1189000.0|66.38|3|> 10|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|17912.02|1|0|0|ul. Sucha|Letnica|Gdańsk
3-pokojowe mieszkanie 63m2 + balkon Bezpośrednio|774792.0|63.3|3|1||1|0|||||12240.0|1|0|0|ul. Wiewiórcza|Piecki-Migowo|Gdańsk
"3 pokoje | gotowe do wprowadzenia | gdańsk"|549000.0|61.0|2|2|secondary|0|0|2019.0|1.0|Mieszkanie|0.0|9000.0|1|0|1|ul. Niepołomicka|Orunia Górna - Gdańsk Południe|Gdańsk
"ostatnie piętro | nowe budownictwo | 3 pokoje"|829000.0|63.96|3|4|secondary|1|1|2020.0|1.0|Mieszkanie|0.0|12961.23|1|0|0|ul. Tadeusza Jasińskiego|Jasień|Gdańsk
Gotowe mieszkanie w odrestaurowanej kamienicy|799000.0|65.26|2|3|secondary|0|0|1910.0|1.0|Mieszkanie|1.0|12243.33|0|0|0|ul. Przyokopowa|Śródmieście|Gdańsk
Apartament Premium w kamienicy w sercu Oliwy|1700000.0|106.0|4|1|secondary|0|0|1899.0|0.0||0.0|16037.74|0|0|0|al. Grunwaldzka|Oliwa|Gdańsk
347 000 Netto 5min Wyspa Spichrzów+Dod BONUS 26-27|426845.0|27.68|1|0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|15420.7|1|0|0|null|Śródmieście|Gdańsk
2 pokoje Gdynia Orzeszkowej 11 piętro 1|440000.0|33.1|2|1|secondary|0|0|1950.0|1.0|Mieszkanie|1.0|13293.05|0|0|0|ul. Elizy Orzeszkowej 11|Wzgórze Św. Maksymiliana|Gdynia
PRYWATNIE Piękne nowoczesne 2 pokoje Blisko stawu|620000.0|40.0|2|3|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|15500.0|1|0|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
Ustawne 4 pokoje do remontu Gdańsk Żabianka|827000.0|68.3|4|7|secondary|1|1|1975.0|1.0|Mieszkanie|1.0|12108.35|0|0|0|ul. Pomorska|Żabianka|Gdańsk
Okazja_15 minut do Centrum - Odbiór już w tym Roku|563612.0|60.71|4|2|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9283.68|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Dwupak Inwestycyjny Blisko Plaży|1999000.0|74.0|3|0|secondary|0|1|2013.0|1.0|Mieszkanie|0.0|27013.51|0|0|1|ul. Władysława Łokietka|Karlikowo|Sopot
Lokal Mieszkalny Z Najemcą Biznesowym (Siedziba Fi|1170000.0|78.0|3|0|secondary|0|0||1.0|Mieszkanie|0.0|15000.0|0|0|0|null|Wrzeszcz Górny|Gdańsk
Apartament energooszczędny blisko morza i Wisły|699000.0|51.77|3|1|primary|1|0|2024.0|1.0|Mieszkanie|0.0|13502.03|1|0|0|null|Wyspa Sobieszewska|Gdańsk
"PROMOCJA I Nowo Urządzone| 3 Pokoje| PKM Gdańsk"|829000.0|66.7|3|4|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|12428.79|1|0|1|null|Kokoszki|Gdańsk
Przytulne Mieszkanie w Spokojnej Okolicy Gdańska|385000.0|32.24|1|2|secondary|0|0|2006.0|1.0|Mieszkanie|0.0|11941.69|0|0|0|ul. Świętokrzyska|Ujeścisko-Łostowice|Gdańsk
Wygodne, słoneczne 3 pokojowe z halą garażową.|699000.0|61.0|3|3|secondary|1|1|2017.0|0.0|Mieszkanie|0.0|11459.02|1|0|0|ul. Mariana Kołodzieja|Ujeścisko-Łostowice|Gdańsk
Dwustronne Mieszkanie Na Wysokim Parterze !|560000.0|47.0|2|0|secondary|1|0|2005.0|0.0|Mieszkanie|1.0|11914.89|1|0|0|ul. Rogalińska|Chełm|Gdańsk
OSTATNIE 3pok na Jasieniu+GARAŻE+Komórki_TRAMWAJ|575100.0|59.89|4|3|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9602.6|1|0|0|ul. Potęgowska|Jasień|Gdańsk
"Mieszkanie z ogrodem o powierzchni 77m2 | Brzeźno"|959000.0|77.0|5||secondary|1|0|1925.0|0.0|Mieszkanie|1.0|12454.55|0|1|0|ul. Emilii Plater|Brzeźno|Gdańsk
Apartament energooszczędny blisko morza i Wisły|559000.0|36.56|2|0|primary|1|0|2024.0|1.0|Mieszkanie|0.0|15289.93|0|1|1|null|Wyspa Sobieszewska|Gdańsk
3pok Wrzeszcz widok inwestycja garaż komórka|1320000.0|82.0|3|> 10|secondary|1|1||1.0|Mieszkanie|1.0|16097.56|1|0|0|ul. Partyzantów|Wrzeszcz Górny|Gdańsk
Dwupoziomowy apartament przy lesie!|929000.0|69.21|3|4|secondary|0|0|1991.0|1.0|Mieszkanie|1.0|13422.92|0|0|0|ul. Współczesna|Wrzeszcz Górny|Gdańsk
3 pokoje Redłowo!!!|600000.0|47.0|3|4|secondary|0|0|1967.0|1.0|Mieszkanie|1.0|12765.96|0|0|0|ul. Powstania Wielkopolskiego|Redłowo|Gdynia
Mieszkanie 45m2 w bardzo dobrej lokalizacji|415000.0|45.0|2|3|secondary|0|0|1970.0|0.0|Mieszkanie|1.0|9222.22|0|0|0|ul. Chylońska|Cisowa|Gdynia
Wyjątkowe dwupoziomowe mieszkanie // Dla rodziny|829000.0|71.04|4|2|secondary|1|0||0.0||0.0|11669.48|1|0|1|ul. Niepołomicka|Orunia Górna - Gdańsk Południe|Gdańsk
Mieszkanie z potencjałem w kameralnej lokalizacji|899000.0|83.0|3|0|secondary|0|0||0.0||0.0|10831.33|0|0|0|ul. Jana Dziewanowskiego|Śródmieście|Gdańsk
Kawalerka inwestycyjna w sercu Gdańska|320926.0|25.8|1|2|primary|1|1|2024.0|1.0|Mieszkanie|0.0|12438.99|1|0|0|ul. Głęboka|Śródmieście|Gdańsk
GDYNIA CENTRUM - ostatnie wykończone mieszkanie|915000.0|43.58|2|1|primary|1|1|2021.0|1.0|Mieszkanie|1.0|20995.87|1|1|1|ul. Słupecka|Działki Leśne|Gdynia
Wysoki standard z widokiem na zieleń|699000.0|57.08|3|4|secondary|1|1|2018.0|1.0|Mieszkanie|0.0|12245.97|1|0|0|ul. Czerska|Orunia Górna - Gdańsk Południe|Gdańsk
3 pokoje Mały Kack kameralne osiedle|899000.0|64.0|3|1|secondary|1|0|2010.0|0.0|Mieszkanie|0.0|14046.88|1|0|0|ul. Olgierda|Mały Kack|Gdynia
2 pok, salon 30m2, wysoki standard, miejsce naziem|579000.0|47.16|2|1|secondary|0|0|2022.0|0.0||0.0|12277.35|0|0|0|ul. Leszczynowa|Jasień|Gdańsk
Możliwość Oddzielenia Kuchni, 3 Pok- Os. Garednia|725000.0|56.46|3|3|secondary|1|1|2016.0|0.0|Mieszkanie|0.0|12840.95|1|0|0|null|Ujeścisko-Łostowice|Gdańsk
Nowy Apartament Gdańsk Jasień|699000.0|60.76|2|0|primary|0|0|2023.0|0.0|Mieszkanie|0.0|11504.28|0|1|0|null|Jasień|Gdańsk
Sprzedam dwupoziomwe mieszkanie w bloku|807000.0|82.4|4|4|secondary|0|0|1994.0|1.0|Mieszkanie|1.0|9793.69|1|0|0|ul. Manganowa 1|Pogórze|Gdynia
Apartament nad morzem o wysokim standardzie|1659000.0|73.76|3|1|secondary|1|1|2017.0|0.0|Mieszkanie|0.0|22491.87|1|0|1|al. gen. Józefa Hallera|Brzeźno|Gdańsk
100 metrów od plaży - Wakacyjny Apartament|1330000.0|38.0|2|0|secondary|1|1|2017.0|0.0|Mieszkanie|0.0|35000.0|0|1|0|ul. Jelitkowska|Jelitkowo|Gdańsk
Sopot 3 pokoje w kamienicy - niższa cena do 15.05|1290000.0|60.7|3|2|secondary|0|0|1908.0|1.0|Mieszkanie|1.0|21252.06|0|0|0|ul. Armii Krajowej|Osiedle Mickiewicza|Sopot
Wysoki standard w przystępnej cenie|999000.0|66.74|3|4|secondary|1|1|2019.0|0.0|Mieszkanie|0.0|14968.53|1|0|1|ul. Letnicka|Letnica|Gdańsk
Śródmieście Gdańska na wyciągnięcie ręki|1049000.0|46.18|2|2|secondary|1|1||1.0|Mieszkanie|0.0|22715.46|1|0|0|ul. Jacka Malczewskiego|Siedlce|Gdańsk
Mieszkanie 3 pokojowe, Redłowo - Osiedle nad Kępą|1520000.0|73.8|3|3|secondary|1|1|2013.0|1.0|Mieszkanie|0.0|20596.21|1|0|0|Osiedle nad Kępą|Redłowo|Gdynia
Wygodne mieszkanie - Garnizon|1549000.0|71.25|3|4|secondary|1|0|2016.0|0.0|Mieszkanie|0.0|21740.35|1|0|0|ul. Cypriana Kamila Norwida|Wrzeszcz Górny|Gdańsk
Świetna lokalizacja - Jelitkowo -250 M od plaży!|4900000.0|191.2|5|0|secondary|1|0|1972.0|1.0|wolnostojący|0.0|25627.62|0|1|1|null|Jelitkowo|Gdańsk
Komfortowe mieszkanie na wzgórzu Fikakowo|1490000.0|118.7|5|1|secondary|1|0|2004.0|0.0||0.0|12552.65|1|0|0|ul. Waleriana Szefki|Wielki Kack|Gdynia
Nowość!!! 2 pokoje Osiedle Wiczlino Ogród|629000.0|53.4|2|2|secondary|1|1|2011.0|0.0||0.0|11779.03|1|0|0|ul. Stanisława Filipkowskiego|Wiczlino|Gdynia
4 Pokojowe Mieszkanie W Gdyni!!!|1099000.0|86.91|4|2|secondary|1|0|2015.0|0.0||1.0|12645.27|1|0|0|null|Wiczlino|Gdynia
Słoneczne mieszkanie z potencjałem|595000.0|56.12|3|5|secondary|0|1|1979.0|1.0|Mieszkanie|1.0|10602.28|1|0|0|ul. Macieja Kamieńskiego|Suchanino|Gdańsk
Najtańsze 2 pokoje + Obok Motławy- Zdejmij VAT 23%|500000.0|34.0|2||primary|1|1||1.0|Mieszkanie|0.0|14705.88|1|0|0|null|Śródmieście|Gdańsk
3 pokojowe mieszkanie, kameralny blok, dobra CENA|619000.0|67.0|3|1|secondary|1|1|2012.0|1.0|Mieszkanie|1.0|9238.81|1|0|0|ul. Kielnieńska|Osowa|Gdańsk
3 pokoje ,duży salon, słoneczne, czekamy na MWSiA|730000.0|69.3|3|2|secondary|0|0|2009.0|1.0|Mieszkanie|1.0|10533.91|1|0|0|ul. Konrada Guderskiego|Ujeścisko-Łostowice|Gdańsk
Nowe Mieszkania Gdańsk Jasień - Nowa Pólnica M10|493272.0|36.27|2|2|primary|1|1|2025.0|1.0|Mieszkanie|1.0|13600.0|1|0|0|ul. Pólnicy|Jasień|Gdańsk
Sopocka Rezydencja 3pokojowe z ogrodem, plaża 500m|2410000.0|64.0|3|0|secondary|0|0||0.0||0.0|37656.25|0|0|0|ul. Władysława Łokietka 19|Karlikowo|Sopot
Wrzeszcz 48 m2, 3 pok., stan 'deweloperski'.|619000.0|48.0|3|4|secondary|0|0||0.0|Mieszkanie|1.0|12895.83|0|0|0|al. Grunwaldzka|Wrzeszcz Górny|Gdańsk
Najtańsze Kawalerki obok Motławy ->Pod booking-VAT|393500.0|27.0|1||primary|1|1||1.0|Mieszkanie|0.0|14574.07|1|0|0|null|Śródmieście|Gdańsk
Zaproponuj swoją cenę.|630000.0|62.0|3|2|secondary|0|0|1994.0|0.0|Mieszkanie|1.0|10161.29|1|0|0|ul. Płocka|Ujeścisko-Łostowice|Gdańsk
