|title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
2692|  Apartament  Wyspa Spichrzów   Chmielna Park  |Gdańsk Stare Przedmieście, Chmielna|35.15|1|2015|21593|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
2693|3 pokoje Karwiny|Gdynia Karwiny, Baczyńskiego|59.5|3|1980|1109|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
2694|Świetnie skomunikowane, 3-pokojowe mieszkanie.|Gdynia Cisowa, Chylońska|57|3|1980|8754|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary
2695|Lawendowe wzgórze ostatnie piętro zadaszony parking piwnica w cenie|Gdańsk Jasień|28|2|2016|16071|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary
2696|Piękne 2-pokojowe mieszkanie po remoncie|Gdańsk VII Dwór, J.Chełmońskiego|42.|2|1970|15758|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
2697|Inwestycja brabank invest komfort|Gdańsk Śródmieście, Stara Stocznia|70.8|3|2022|2540|Mieszkanie|0|1|1|1|1|6|0|0|0|secondary
2698|Apartament z widokiem na Zatokę Gdańską|Gdynia Karwiny, Buraczana|121.79|5|2005|11988|Mieszkanie|1|1|1|0|1|4|0|1|0|secondary
2699|3-pok, 3 piętro z windą, ciepłe i słoneczne|Gdynia Cisowa, Zbożowa|45.8|3|1979|10600|Mieszkanie|0|1|1|0|1|3|0|1|0|secondary
2700|Kawalerka 12,5 m2|Gdańsk Śródmieście|13|1|1980|16538|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
2701|Wyjątkowy apartament I 105 m2 I Kameralne osiedle|Gdańsk Zakoniczyn, Andrzeja Huenefelda|105|3|2006|10467|Mieszkanie|1|1|1|1|0|1|0|0|0|secondary
2702|Luksusowy Dom zaledwie 15 min od centrum Gdańska|Gdańsk Kokoszki|357|7|2012|12325|Dom wolnostojący|0|1|1|1|0|nan|0|0|1|secondary
2703|Jedyny taki widok, Gdynia Hel, Westerplatte|Gdańsk Letnica, Starowiejska|63.41|3|2024|29159|Mieszkanie|0|0|1|1|1|15|0|0|0|secondary
2704|Penthouse z tarasem na ekskluzywnym osiedlu|Gdynia Mały Kack, Wzgórze Bernadowo|134.96|4|2024|20328|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
2705|Wszystko na TAK ! widok, zieleń, lokalizacja ...|Gdańsk Chełm, Pohulanka|67.17|3|2014|19949|Mieszkanie|1|1|0|1|1|5|0|1|0|secondary
2706|3-pokojowe mieszkanie z balkonem i garażem|Gdynia Mały Kack, Olgierda|55|3|2009|15354|Mieszkanie|1|1|1|1|0|1|0|0|0|secondary
2707|Przytulne mieszkanie po remoncie, Witomino, widok|Gdynia Witomino, Strażacka 8|35.6|2|1982|14466|Mieszkanie|0|1|0|1|1|6|0|1|0|secondary
2708|Mieszkanie w klimatycznej kamienicy obok Wajdeloty|Gdańsk Wrzeszcz, Ludwika Waryńskiego|50.3|2|1960|15000|Mieszkanie|1|1|0|1|0|1|0|1|0|secondary
2709|Duży szereg- w dobrym stylu! Plus- spokojna lokalizacja z komunikacją|Gdańsk Osowa|150|5|2021|10527|Dom szeregowy|1|0|0|1|0|nan|1|0|1|secondary
2710|Duże mieszkanie dla rodziny - Komandorskie Wzgórze|Gdynia Oksywie, Gen. Marii Wittekówny|104.17|4|2013|13430|Mieszkanie|0|0|0|1|1|6|0|0|0|secondary
2711|3 Pokoje Obłuże Szybkie wydanie|Gdynia Obłuże, Unruga|60|3|1970|8817|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
2712|4 p.   przy Motławie!   Dla Konesera lub Inwestora|Gdańsk Śródmieście, Sukiennicza|87.7|4|1900|14937|Mieszkanie|0|0|1|0|0|2|0|1|0|secondary
2713|Mieszkanie - Gdańsk Ujeścisko, 785 000 zł|Gdańsk Ujeścisko|78.|4|1998|10038|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
2714|Wysoki standard  Gdańsk 15 min   Dom z charakterem|Gdańsk Łostowice|380|6|2021|8934|Dom wolnostojący|1|1|1|1|0|nan|0|0|1|secondary
2715|Apartament z widokiem na Zatokę w centrum Gdyni|Gdynia Śródmieście, Świętego Piotra|84|4|2023|34524|Mieszkanie|0|1|0|1|1|10|0|0|0|secondary
2716|4 pokoje, do wejścia, ładna okolica|Gdańsk Łostowice, Andrzeja Grubby|80.71|4|2016|8859|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
2717|Gotowy produkt inwestycyjny - Hotel Grano.|Gdańsk Śródmieście, Pszenna|27.31|1|2019|20688|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary
2718|Komfortowy apartament nad samym morzem!|Gdańsk Brzeźno, Nadmorski Dwór|70|3|2012|24286|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
2719|Sprzedam dwupokojowe mieszkanie na Morenie|Gdańsk Morena, Kusocińskiego 4|49.1|2|1982|13238|Mieszkanie|0|0|0|0|1|7|0|0|0|secondary
2720|Kawalerka/blisko morza/SPW !!!|Gdańsk Zaspa, Aleja Jana Pawła Ii|36.4|1|2002|18379|Mieszkanie|0|1|0|0|1|3|0|1|0|secondary
2721|Atrakcyjna cena,  tylko 150 merów do morza|Gdańsk Brzeźno, Kazimierza Pułaskiego|52.97|3|1975|13970|Mieszkanie|1|1|0|0|0|3|0|0|0|secondary
2722|Mieszkanie blisko morza i centrum Gdyni z garażem|Gdynia Wzgórze św. Maksymiliana, Ujejskiego Kornela|99.4|4|1962|14990|Mieszkanie|1|0|1|1|0|Parter|1|1|0|secondary
2723|Mieszkanie - Gdynia Śródmieście|Gdynia Śródmieście, Waszyngtona|44.9|3|1967|15568|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary
2724|Kawalerka z potencjałem w Śródmieściu Gdańska!|Gdańsk Długie Ogrody, Głęboka|23|1|1960|1565|Mieszkanie|0|0|1|1|1|Parter|0|1|0|secondary
2725|Mieszkanie - Gdańsk Zaspa|Gdańsk Zaspa, Burzyńskiego Zbigniewa|29|1|1980|12414|Mieszkanie|0|0|1|1|1|Parter|1|0|0|secondary
2726|Okazja! Cztery pokoje, dwie łazienki, garderoba!|Gdańsk Młode Miasto, Ks. Jerzego Popiełuszki|1|4|2022|2049|Mieszkanie|0|1|1|1|1|7|0|0|0|secondary
2727|Mieszkanie przy parku w Orłowie|Gdynia Orłowo, Folwarczna|43.4|2|1994|18410|Mieszkanie|0|0|1|1|0|1|0|0|0|secondary
2728|Największy Penthouse 146 m2, taras 80 m2, balkony|Gdynia Mały Kack, Wzgórze Bernadowo|146.61|5|2024|20840|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
2729|Sopot Monte Cassino znakomita inwestycja i cena|Sopot Dolny Sopot, Bohaterów Monte Cassino|93|4|1930|26989|Mieszkanie|1|0|0|0|0|1|0|0|0|secondary
2730|10 min. spacerem na plażę / 3 pok. Gdańsk- Zaspa|Gdańsk Zaspa, Jana Pawła II|55.4|3|1993|15325|Mieszkanie|0|1|0|1|1|9|0|1|0|secondary
2731|3 pokoje 55m2+ miejsca parkingowe+komórka+balkon!|Gdańsk Św. Wojciech, Władysława Jagiełły|55|3|2023|11818|Mieszkanie|1|1|0|1|1|3|0|0|0|secondary
2732|3pokoje z widokiem na Park- dostępne od zaraz!|Gdańsk Jasień, Potęgowska|50|3|2013|11900|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
2733|Seaport live in Gdynia Twoje nowe mieszkanie|Gdynia Grabówek, Hugo Kołłątaja|39.18|2|2023|15595|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
2734|Mieszkanie z widokiem na morze- Żabianka|Gdańsk Żabianka, Pomorska|37.5|2|1979|13333|Mieszkanie|0|1|0|0|1|10|0|1|0|secondary
2735|Dom z PV, w otulinie zieleni, blisko centrum|Gdynia Dąbrowa, Koperkowa|359.9|7|1990|4721|Dom bliźniak|1|1|1|1|0|nan|0|1|1|secondary
2736|2-pokoje na ostatnim piętrze+komórka i hala|Gdańsk Karczemki, Jaśminowy Stok|45|2|2017|1|Mieszkanie|1|1|0|0|1|4|0|0|0|secondary
2737|Nowoczesne 3-pokojowe mieszkanie z balkonem zlokal|Gdańsk Zakoniczyn, Wieżycka|61.61|3|2023|12011|Mieszkanie|1|1|1|1|1|1|0|1|0|secondary
2738|Inwestycja w sercu Wrzeszcza|Gdańsk Wrzeszcz, Partyzantów|66.7|3|1901|11979|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
2739|2 Pokoje Z Oddzielną Kuchnią - Blisko SKM!|Gdynia Śródmieście, Wójta Radtkego|46|3|1962|12826|Mieszkanie|0|1|0|0|1|5|0|0|0|secondary
2740|4 pokoje - Taras - Ogród - Garaż|Gdańsk Morena, Św. Huberta|92.03|4|2007|15973|Mieszkanie|1|0|0|1|0|Parter|0|0|1|secondary
2741|Okazja / Żabianka 2 pokoje blisko plaża/ bezpośrednio|Gdańsk Żabianka, Wejhera 7|48|2|1980|13104|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
2742|Idealny dom dla rodziny z ogrodem-centrum miasta|Gdańsk Jasień, Goska|408.4|6|2004|6489|Dom wolnostojący|1|1|0|1|0|nan|0|1|1|secondary
2743|2 pokoje 32m2+ ogródek! w centrum gdańska!|Gdańsk Wrzeszcz, Brzozowa|3|2|1910|24219|Mieszkanie|1|0|0|0|0|Parter|0|0|0|secondary
2744|Wyjątkowe!Z antresolą, wyposażone w dobrym stylu! Blisko Śródmieście|Gdańsk Siedlce|95.16|4|1990|13651|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary
2745|Idealne mieszkanie dla singla lub młodej pary !!!|Gdańsk Siedlce, Jacka Malczewskiego|31|1|1977|12548|Mieszkanie|0|0|1|0|1|6|0|1|0|secondary
2746|Wolnostojący dom do remontu z urokliwym ogrodem|Gdańsk Przymorze, Gen. Bora-komorowskiego|153|6|1935|18300|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
2747|Mieszkanie z duszą w sercu Oliwy.|Gdańsk, Wita Stwosza|49|2|1920|15306|Mieszkanie|0|0|0|1|0|3|0|1|1|secondary
2748|Inwestycja! Ten zakup Ci się opłaci. Idealne 2 pokoje pod najem|Gdańsk Morena, Rakoczego|38|2|2019|16289|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary
2749|Quattro towers - 8 piętro - wysoki standard !!!|Gdańsk Wrzeszcz, Partyzantów|82.26|3|2010|2126|Mieszkanie|0|1|1|1|1|8|0|0|0|secondary
2750|Apartament blisko centrum i lasu - wrzeszcz!|Gdańsk Wrzeszcz, Jaśkowa Dolina|56|3|2023|19643|Mieszkanie|1|0|0|0|1|1|0|0|0|secondary
2751|Widokowy Penthouse w inwestycji Granaria|Gdańsk Śródmieście, Chmielna|10|4|2019|46078|Mieszkanie|0|1|0|1|1|7|0|0|0|secondary
2752|Stylowe wnętrze w zabytkowej kamienicy nad Motławą|Gdańsk Dolne Miasto, Przyokopowa|63|3|1910|18810|Mieszkanie|0|0|1|1|0|2|0|1|0|secondary
2753|4 pokoje z ogrodem , wys. 3 m , Zajezdnia Wrzeszcz|Gdańsk Wrzeszcz, Bolesława Chrobrego|93|4|2020|23548|Mieszkanie|0|0|1|1|1|Parter|0|1|1|secondary
2754|2 pokoje 42m2+ ogródek!|Gdańsk Piecki-migowo, Dolne Migowo|4|2|2016|16071|Mieszkanie|1|0|0|0|1|Parter|0|0|0|secondary
2755|Dwupoziomowe mieszkanie 64m2+taras 12m +hala|Gdańsk Łostowice, Topazowa|64|4|2023|11875|Mieszkanie|1|1|0|1|1|3|0|0|0|secondary
2756|Idealne pod inwestycję   0% prowizji|Gdańsk Wrzeszcz|48|3|1930|12896|Mieszkanie|0|0|1|0|0|4|0|1|0|secondary
2757|Rustykalne, Dwupoziomowe, Doskonała lokalizacja|Gdańsk Karczemki, Storczykowa|63|2|2002|9508|Mieszkanie|0|1|1|1|0|3|0|0|0|secondary
2758|Bardzo fajny duży dom w zacisznej okolicy|Gdynia Wielki Kack, Wesoła|330|6|1996|4521|Dom bliźniak|1|1|1|0|0|nan|1|1|0|secondary
2759|Mieszkanie z poddaszem|Gdańsk Łostowice, Hokejowa|64.26|3|2013|10115|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
2760|Lokalizacja i świetne mieszkanie|Gdańsk Wrzeszcz, Konrada Leczkowa|42.|2|1930|12796|Mieszkanie|1|1|0|0|0|2|0|1|0|secondary
2761|Przestronne, 5 pokoi, 2 łazienki, po remoncie|Gdynia Obłuże, Jantarowa|108.5|5|1995|9179|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary
2762|3 pokoje, 50m2 z widokiem na morze i las, Okazja!|Gdynia Wzgórze św. Maksymiliana, Jana Matejki|50.3|3|1964|14911|Mieszkanie|0|1|0|1|0|4|0|1|0|secondary
2763|10 minut od plaży, blisko AWFiS, 1 piętro!|Gdańsk Oliwa|54|3|2019|23148|Mieszkanie|0|0|0|0|1|1|0|1|0|secondary
2764|Zamieszkaj w dwupoziomowym mieszkaniu na chełmie!|Gdańsk Chełm, Henryka Hubertusa Jabłońskiego|81.|3|2000|10836|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
2765|2 pokoje - niskie opłaty|Gdynia Wiczlino, Gen. Mariusza Zaruskiego|41.1|2|2016|12646|Mieszkanie|0|1|0|0|1|2|0|0|0|secondary
2766|3 ustawne pokoje na Przymorzu|Gdańsk Przymorze, Olsztyńska|54|3|1970|13870|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary
2767|Mieszkanie 44m2+duży balkon! jasień!|Gdańsk Jasień, Kazimierza Leskiego|44|2|2016|12500|Mieszkanie|1|1|0|1|1|3|0|0|0|secondary
2768|Orłowo, ul Spacerowa, garaż,winda,10 min. do plaży|Gdynia Orłowo, Spacerowa|93|4|1997|18065|Mieszkanie|1|1|1|1|1|2|0|0|0|secondary
2769|W d.cenie;super lokalizacja;I piętro,2000r.3pokoje|Gdynia Dąbrowa, Oliwkowa|68|3|2000|10279|Mieszkanie|0|1|1|1|0|1|0|1|0|secondary
2770|Okazja! Kawalerka po remoncie Chylonia! Blisko SKM|Gdynia Chylonia, Chylońska|16.3|1|1970|18344|Mieszkanie|0|0|1|0|1|2|0|0|0|secondary
2771|Sprzedam mieszkanie|Gdańsk Oliwa, Karpacka 6|31|1|1980|15645|Mieszkanie|0|0|1|0|1|3|0|1|0|secondary
2772|Gdynia Centrum,3 pokoje,2 piętro,kamienica z cegły|Gdynia Działki Leśne, Warszawska|64|3|1960|11016|Mieszkanie|0|1|1|1|0|2|0|1|0|secondary
2773|Ciepłe, słoneczne, 5 pok. mieszkanie na Dąbrowie|Gdynia Dąbrowa, Gorczycowa|100|5|1996|7990|Mieszkanie|0|0|1|0|0|3|0|1|0|secondary
2774|Nowe Budownictwo,przestronne 45m² na Jasieniu!|Gdańsk Jasień, Aleksandry Gabrysiak|45|2|2013|13333|Mieszkanie|0|1|0|1|1|1|0|0|1|secondary
2775|Mieszkanie po generalnym remoncie w Gdyni.|Gdynia Leszczynki, Augustyna Kordeckiego|36.01|2|1970|1330|Mieszkanie|0|0|0|1|0|2|0|1|0|secondary
2776|Idealne dla rodziny 3 pokojowe mieszkanie|Gdańsk Zakoniczyn, Konrada Guderskiego|57.4|3|2012|11307|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
2777|2 pokoje NA Starym Mieście, Gdańsk|Gdańsk Stare Przedmieście, Chmielna|50|2|2018|17800|Mieszkanie|1|1|1|0|1|4|0|0|0|secondary
2778|Zadbane 3 pokoje w doskonałej lokalizacji|Gdańsk Orunia Górna, Władysława Świechockiego|60.19|3|1991|10450|Mieszkanie|0|1|1|1|0|1|0|1|0|secondary
2779|Funkcjonalne 2 pokoje z osobną kuchnią - Centrum|Gdańsk Stare Przedmieście, Toruńska|36.4|2|1969|14973|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
2780|Apartament z widokiem na Żurawia i Motławę - TOP|Gdańsk Długie Ogrody, Szafarnia|97.4|3|2013|24630|Mieszkanie|1|0|0|0|1|4|0|0|0|secondary
2781|Ładna Kawalerka na Siedlcach ul. Szara|Gdańsk Siedlce, Szara|31|1|1980|14516|Mieszkanie|0|0|1|1|1|3|0|1|0|secondary
2782|Gdynia redłowo super lokalizacja|Gdynia Redłowo, Huzarska|81|3|1958|1480|Mieszkanie|0|0|1|1|0|Parter|1|1|0|secondary
2783|Oksywie Górne,4pok.spokój,cisza,morze,blisko plaża|Gdynia Oksywie, Andaluzyjska|73|3|2015|13100|Mieszkanie|1|1|1|1|1|1|0|1|0|secondary
2784|Gdynia Redłowo; Altus;2012r. 3pokoje,garaż,komórka|Gdynia Wzgórze św. Maksymiliana, Legionów|66|3|2012|22727|Mieszkanie|1|1|1|1|1|8|0|1|0|secondary
2785|Nowoczesny apartament inwestycyjny obok SKM i UG|Gdańsk Przymorze, Śląska 12|25.88|1|2022|15770|Mieszkanie|1|0|1|1|1|Parter|0|0|0|secondary
2786|Dom bliźniak - Gdynia|Gdynia Działki Leśne, Szczecińska|205|5|1935|11707|Dom bliźniak|0|0|1|1|0|nan|1|1|0|secondary
2787|W dobrej cenie i lokalizacji,3pokoje,garaż,I piętr|Gdynia Dąbrowa, Sojowa|63|3|1998|10000|Mieszkanie|1|1|1|1|0|1|0|1|0|secondary
2788|Kawalerka z sypialnią, ogródkiem i piwnicą|Gdańsk Łostowice|30|1|2020|15833|Mieszkanie|1|0|0|0|0|Parter|1|1|0|secondary
2789|Mieszkanie dwupoziomowe w zielonej części Gdańska|Gdańsk Łostowice, Andrzeja Grubby|64|3|2015|10078|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
2790|2 pokoje przy Starówce - idealne na inwestycję|Gdańsk Dolne Miasto|31|2|1963|17741|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary
2791|2 Pokoje Z Widokiem Na Zieleń|Gdańsk Ujeścisko, Cedrowa|47|2|2016|13170|Mieszkanie|1|0|0|0|1|1|0|0|0|secondary
2792|Mieszkanie na sprzedaż   gdańsk morena  Gotowe|Gdańsk Morena, Królewskie Wzgórze|65|3|2011|12615|Mieszkanie|0|0|1|0|0|Parter|0|1|1|secondary
2793|Mieszkanie na sprzedaż   do remontu   niska cena|Gdańsk Nowy Port, Na Zaspę|45|2|1950|8889|Mieszkanie|1|0|0|1|0|Parter|0|1|0|secondary
2794|Osiedle Cztery Pory Roku-2 pokoje z dużym balkonem|Gdańsk Łostowice, Olimpijska|50.55|2|2006|11850|Mieszkanie|0|1|1|1|0|2|0|1|0|secondary
2795|Gdańsk Kokoszki ul. Borska 2-pokojowe mieszkanie na sprzedaż|Gdańsk Kokoszki, Borska 2|51.5|2|2010|12500|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
2796|Mieszkanie na sprzedaż   Gdańsk Oliwa   Dobra cena|Gdańsk Oliwa, Bobrowa|38|2|1980|13000|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
2797|Dwupokojowe  w samym centrum Witomina|Gdynia Witomino, Niska|38.3|2|2003|1305|Mieszkanie|0|1|0|1|1|3|0|0|1|secondary
2798|Sprzedam mieszkanie|Gdańsk Śródmieście, Łagiewniki|48.|2|1965|13485|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
2799|Sopot 3 pokoje w stylowej kamienicy|Sopot Górny Sopot, Aleja Niepodległości|73.4|3|1900|15926|Mieszkanie|0|0|1|1|0|Parter|0|1|1|secondary
2800|Wyspa Sobieszewska 2 pokoje widok na las|Gdańsk Sobieszewo, Klimatyczna|40|2|2024|15000|Mieszkanie|1|1|0|1|1|2|0|0|0|secondary
2801|Dwupoziomowe mieszkanie w pięknej kamienicy|Gdańsk Wrzeszcz, Adama Mickiewicza|97|4|1910|8093|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
2802|Mieszkanie 32m2, słoneczne, z widokiem na las.|Gdynia Witomino, Wielkokacka|32.4|1|1982|15114|Mieszkanie|0|1|0|1|1|5|0|1|0|secondary
2803|Cicha uliczka Dolnego Wrzeszcza, blisko plaży|Gdańsk Wrzeszcz, Zygmunta Augusta|25|1|1940|18400|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
2804|Mieszkanie z cudownymi widokami- 4 pokoje!|Gdańsk Jasień, Turzycowa|79.3|4|2020|13354|Mieszkanie|0|0|1|0|1|4|0|0|0|secondary
2805|Angielska Grobla: Wnętrze Pełne Możliwości|Gdańsk Długie Ogrody, Św. Barbary|33.|1|2018|25800|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
2806|Okazja! 2 - Pokoje na Jasieniu Pod Klucz|Gdańsk Jasień, Potęgowska|39.|2|2018|14031|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
2807|Super 2 pokoje, balkon, hala, siłownia, Gd. Morena|Gdańsk Morena, Stanisława Lema|30.31|2|2018|19433|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
2808|Mieszkanie (2pokoje) blisko centrum Gdańsk-Chełm|Gdańsk Chełm, Łużycka|45.3|2|1941|12119|Mieszkanie|0|0|1|0|0|Parter|0|1|1|secondary
2809|3 pok. z ogródkiem, gustownie wykończone|Gdańsk Łostowice, Pastelowa|52.6|3|2022|13284|Mieszkanie|0|0|0|1|1|Parter|0|0|1|secondary
2810|Nowoczesne nasłonecznione mieszkanie|Gdańsk Łostowice, Olimpijska|50.55|2|2006|11850|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
2811|Posiadamy na sprzedaż duże mieszkanie jednopoziomo|Gdańsk Siedlce, Bądkowskiego Lecha|90.5|4|1998|11000|Mieszkanie|0|0|1|1|0|1|1|1|0|secondary
2812|Klima garaż komórka Gdynia słoneczne las LUX|Gdynia Mały Kack, Strzelców|73.|2|2012|15710|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
2813|Kawalerka po remoncie w kamienicy - Sopot!|Sopot Wyścigi / Karlikowo, Karlikowska|30|1|1930|25967|Mieszkanie|1|0|0|0|0|2|0|1|0|secondary
2814|Gotowe 2 Pokoje Przy Plaży!|Sopot Wyścigi / Karlikowo, Bitwy Pod Płowcami|3|2|1990|26563|Mieszkanie|0|1|0|0|1|8|0|0|0|secondary
2815|3 pok. w sąsiedztwie lasu garaż komórka|Gdańsk Oliwa, Karwieńska|88.93|3|2024|20634|Mieszkanie|1|1|0|1|1|3|0|0|0|secondary
2816|Jasień 2 pokoje z ogrodem + dużą piwnicą|Gdańsk Kiełpinek, Przytulna|45|2|2004|13776|Mieszkanie|0|0|1|0|0|Parter|0|1|1|secondary
2817|2 pok. garaż balkon fitness sauna patio|Gdańsk Oliwa, Artura Grottgera|47.54|2|2024|22268|Mieszkanie|1|1|0|1|1|1|0|0|0|secondary
2818|Super gotowe 2 pok., balkon, miejsce postojowe|Gdańsk Zakoniczyn, Stanisława Dąbka|41.35|2|2018|12938|Mieszkanie|0|1|1|1|0|Parter|0|1|1|secondary
2819|Gotowy.Apartament.3pok.Wysoki.Standard.Nadmotławie|Gdańsk Długie Ogrody, Sienna Grobla|55.61|3|2023|23000|Mieszkanie|0|0|0|1|0|Parter|0|0|0|secondary
2820|2 pokoje gotowe do zamieszkania! Gdynia Chylonia!|Gdynia Chylonia, Gniewska|43.33|2|1980|10385|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary
2821|Mieszkanie w spokojnej okolicy idealne dla rodziny|Gdańsk Osowa, Zeusa|57|3|2011|11737|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
2822|4pok z balkonem, 73m2 blisko lasu, Gdynia|Gdynia Wiczlino, Gen. Mariusza Zaruskiego|73|4|2011|11986|Mieszkanie|1|0|0|0|1|2|0|0|0|secondary
2823|82,5m2 blisko lasu: Gdynia, balkon, taras. komórka|Gdynia Cisowa, Chabrowa|82.5|3|1993|8727|Mieszkanie|1|0|0|0|0|Parter|0|0|0|secondary
2824|Atrakcyjne mieszkanie 2pok. 44,48 m2, Gd-Kiełpinek|Gdańsk Kiełpinek, Przytulna|44.48|2|2004|13937|Mieszkanie|0|0|1|0|0|Parter|0|1|0|secondary
2825|Okazja! 4 pokoje przy lesie blisko PKM|Gdynia Wielki Kack, Nowodworcowa|100.65|4|2006|11605|Mieszkanie|0|1|0|1|0|1|0|1|0|secondary
2826|5 pokoi + taras od południa, Spółdzielcze! Gdynia|Gdynia Pogórze, Kmdr. Bolesława Romanowskiego|116.8|5|1995|5984|Mieszkanie|0|0|1|1|0|4|0|1|0|secondary
2827|Gdynia, nowa cena, 3 pokoje po remoncie, okazja!!!|Gdynia Chylonia, Chylońska|59|3|2018|12355|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
2828|Komfortowe Mieszkanie z Balkonem w Gdańsku|Gdańsk Jasień, Kazimierza Leskiego|44|2|2016|12500|Mieszkanie|1|0|0|0|1|3|0|0|0|secondary
2829|Gdynia, 3 pokoje, 1 piętro, blisko SKM, okazja!!!|Gdynia Chylonia, Gniewska|54|3|1970|10648|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
2830|2 Pokoje I Przymorze I Do wprowadzenia|Gdańsk Przymorze, Kołobrzeska|43|2|1975|14419|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
2831|Gdynia, 3 pokoje z wysokimi sufitami, od zaraz!!!|Gdynia Wzgórze św. Maksymiliana, Mikołaja Reja|63.67|3|1946|10208|Mieszkanie|0|0|0|0|0|Parter|0|1|1|secondary
2832|Przestronne mieszkanie z balkonem|Gdańsk Karczemki, Różany Stok|44.48|2|2001|11691|Mieszkanie|0|1|0|1|0|1|0|1|0|secondary
2833|3-pok do własnej aranżacji. Balkon, winda, piwnica|Gdynia Śródmieście, Wójta Radtkego|46.4|3|1962|12716|Mieszkanie|0|0|0|0|1|5|0|0|0|secondary
2834|Przestronne Dwa Pokoje w Sercu Przymorza, Gdańsk|Gdańsk Przymorze, Jagiellońska|38|2|1970|13553|Mieszkanie|0|0|0|0|1|3|0|0|0|secondary
2835|Gdynia Działki Leśne, słoneczna kawalerka, okazja!|Gdynia Działki Leśne, Szczecińska|26.5|1|1968|14291|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary
2836|2-pokoje przymorze|Gdańsk Przymorze, Bydgoska|38|2|1970|13684|Mieszkanie|0|1|0|0|1|4|0|0|0|secondary
2837|Gdynia Działki! 2 pokoje z balkonem, od zaraz!!!|Gdynia Działki Leśne, Śląska|47.85|2|1962|11034|Mieszkanie|0|0|0|1|0|3|0|1|0|secondary
2838|Jasne mieszkanie z balkonem - Pierwszy Właścicie!l|Gdańsk Karczemki, Jaśminowy Stok|45|2|2017|1|Mieszkanie|1|0|0|0|0|4|0|0|0|secondary
2839|Przestronne, 3-pokojowe, gotowe do życia|Gdańsk Jasień, Kazimierza Leskiego|52.4|3|2014|11450|Mieszkanie|1|0|0|0|0|3|0|0|0|secondary
2840|Przymorze 2 pokoje Doskonała lokalizacja Balkon|Gdańsk Przymorze, Piastowska|46|2|1966|14978|Mieszkanie|0|1|1|0|1|1|0|0|0|secondary
2841|Mieszkanie 4 pokojowe we Wrzeszczu|Gdańsk Wrzeszcz, Współczesna|74.8|4|1987|12500|Mieszkanie|0|1|1|1|0|4|0|1|0|secondary
2842|Duża kawalerka na Przymorzu|Gdańsk Przymorze, Kołobrzeska|32.|1|1975|15994|Mieszkanie|0|1|1|1|1|10|0|1|0|secondary
2843|Dom  z dużą działką w Gdańsku - cena do negocjacji|Gdańsk Św. Wojciech, Stroma|154.66|4|2017|7371|Dom bliźniak|0|0|1|1|0|nan|0|0|1|secondary
