title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market|street|city|overall_price
Gdańsk, 2 pokojowe mieszkanie wykończone!|Jasień|36.09|2|2023|14658.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| Potęgowska|gdansk|529007.2200000001
Mieszkanie z niesamowitym potencjałem|Morena|93.4|4|2007|13383.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Myśliwska|gdansk|1249972.2000000002
4-pok.mieszkanie z miejscem w hali i komórką|Wielki Kack|94.0|4|2006|12766.0|Mieszkanie|0|1|1|1|0|1|0|1|0|secondary| Nowodworcowa|gdynia|1200004.0
Apartament z Widokiem na Wodę|Przymorze|77.0|4|2010|22000.0|Mieszkanie|0|1|1|1|1|7|0|0|0|secondary| Chłopska|gdansk|1694000.0
Dwupoziomowe mieszkanie Karczemki|Karczemki|62.6|2|2002|9661.0|Mieszkanie|1|1|0|1|0|3|0|0|0|secondary| Storczykowa|gdansk|604778.6
Mieszkanie przy plaży i sopockim molo|Dolny Sopot|38.09|1|2000|29535.0|Mieszkanie|0|1|1|0|1|1|0|0|0|secondary| Grunwaldzka|sopot|1124988.1500000001
Dobrze prosperujący hostel w sercu kurortu|Dolny Sopot|197.38|8|1970|15706.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Gen. Kazimierza Pułaskiego|sopot|3100050.28
Duże 2 Pokoje Z Oddzielną Kuchnią - Chełm!|Chełm|50.0|2|1987|11600.0|Mieszkanie|0|1|0|0|0|4|0|0|0|secondary| Władysława Cieszyńskiego|gdansk|580000.0
Mieszkanie Gdańsk Św. Wojciech Lipce ul. Głucha 42,2 m2|Św. Wojciech|42.0|2|1990|9929.0|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary| Głucha|gdansk|417018.0
Mieszkanie inwestycyjne 8,27% ROI Gdynia Główna|Działki Leśne|69.79|3|1920|11033.0|Mieszkanie|0|1|0|1|0|5|0|1|0|secondary| Podjazd|gdynia|769993.0700000001
2 pokojowe w Centrum Wrzeszcz|Wrzeszcz|60.0|2|1933|9983.0|Mieszkanie|0|0|1|1|0|0|0|1|0|secondary| Lendziona|gdansk|598980.0
Mieszkanie - Gdynia Cisowa|Cisowa|44.0|2|1980|10886.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Kcyńska|gdynia|478984.0
Mieszkanie - Gdańsk Wrzeszcz|Wrzeszcz|55.0|2|1955|18364.0|Mieszkanie|0|0|1|1|0|4|0|1|0|secondary| Kościuszki Tadeusza|gdansk|1010020.0
Mieszkanie - Gdynia Cisowa|Cisowa|53.41|3|1983|9905.0|Mieszkanie|0|1|0|1|0|9|0|0|0|secondary| Zbożowa|gdynia|529026.0499999999
Mieszkanie - Gdańsk Kokoszki|Karczemki|49.19|2|2001|10571.0|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary| Różany Stok|gdansk|519987.49
Apartament z Widokiem na Motławę i Stare Miasto|Długie Ogrody|73.0|3|2023|35616.0|Mieszkanie|1|1|1|0|1|2|0|0|0|secondary| Sienna Grobla|gdansk|2599968.0
Gdańsk Piastowska piękne 3-pokojowe po remoncie|Przymorze|54.0|3|1965|13888.0|Mieszkanie|0|0|1|0|0|0|0|1|0|secondary| Piastowska|gdansk|749952.0
Umeblowane,, opcja garaz, 3 pokoje centr. Gdańska!|Śródmieście|68.1|3|1950|129.0|Mieszkanie|1|1|1|0|0|3|0|1|0|secondary| Jana Heweliusza|gdansk|8784.9
Mieszkanie - Gdańsk Jasień|Jasień|55.14|2|2002|9974.0|Mieszkanie|0|1|1|1|0|1|0|1|0|secondary| Gabrysiak Aleksandry|gdansk|549966.36
Mieszkanie z balkonem 2 pok. miejsce w hali komórka Gdańsk Śródmieście|Śródmieście|40.0|2|2018|22750.0|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary| null|gdansk|910000.0
2 pokoje blisko morze, komunikacja, Przymorze!|Przymorze|38.0|2|1975|14473.0|Mieszkanie|1|1|1|0|1|2|0|1|0|secondary| Piastowska|gdansk|549974.0
2 pokoje z garderobą, halą i 40 metrowym tarasem!!|Dąbrowa|60.0|2|2011|10817.0|Mieszkanie|0|0|1|1|1|2|0|0|0|secondary| Sojowa|gdynia|649020.0
Funkcjonalny dom w zabudowie szeregowej Gdynia Orłowo|Orłowo|264.0|5|1986|9470.0|Dom szeregowy|1|1|1|0|0||1|0|1|secondary| Bytomska|gdynia|2500080.0
Apartament z widokiem na Motławę i miasto|Długie Ogrody|78.0|4|2021|23701.0|Mieszkanie|0|0|0|1|0|4|0|0|0|secondary| Sienna Grobla|gdansk|1848678.0
Urokliwy dom w Gdańsku Wrzeszczu|Strzyża|158.0|6|1920|16266.0|Dom szeregowy|1|0|0|1|0||0|1|1|secondary| null|gdansk|2570028.0
Mieszkanie - Gdynia Mały Kack|Mały Kack|97.61|3|2002|1178.0|Mieszkanie|1|1|1|1|0|2|0|1|0|secondary| Olgierda|gdynia|114984.58
Sprzedaż Mieszkania  20 min pieszo do plaży|Nowy Port|70.0|4|1980|9259.0|Mieszkanie|0|0|0|0|1|2|0|0|0|secondary| Wyzwolenia|gdansk|648130.0
Apartament z obłędnym widokiem|Długie Ogrody|131.0|3|2020|15260.0|Mieszkanie|0|1|1|1|1|5|0|0|0|secondary| Angielska Grobla|gdansk|1999060.0
Elegancki apartament w prestiżowej lokalizacji|Śródmieście|50.3|2|2021|24851.0|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary| Węglowa|gdynia|1250005.2999999998
Przestronne i Eleganckie 3 pokoje w Sercu Gdańska|Siedlce|70.0|3|1998|15714.0|Mieszkanie|0|0|0|1|0|1|0|0|0|secondary| Jacka Malczewskiego|gdansk|1099980.0
Mieszkanie - Gdynia Grabówek|Grabówek|36.0|2|1938|11889.0|Mieszkanie|0|0|1|1|0|2|0|1|0|secondary| Beniowskiego|gdynia|428004.0
Mieszkanie - Gdynia Dąbrowa|Dąbrowa|112.6|3|2002|665.0|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary| Sojowa|gdynia|74879.0
Zamienię na większe, do 60m na Brodwinie z dopłatą|Brodwino|41.0|2|1980|14878.0|Mieszkanie|0|1|0|0|1|10|0|1|0|secondary| Cieszyńskiego 14|sopot|609998.0
Mieszkanie 3 pokoje, dobra lokalizacja|Cisowa|55.67|3|1980|9520.0|Mieszkanie|0|1|1|0|1|1|0|1|0|secondary| Południowa|gdynia|529978.4
Kawalerka w najbardziej prestiżowej dzielnicy Gda.|Stare Przedmieście|30.5|1|2017|22295.0|Mieszkanie|0|0|1|1|1|4|0|0|0|secondary| Jaglana|gdansk|679997.5
Mieszkanie - Gdynia Dąbrowa|Dąbrowa|66.55|3|1991|9391.0|Mieszkanie|0|1|0|0|0|0|0|1|0|secondary| Sojowa|gdynia|624971.0499999999
Atrakcyjny apartament Oliwa Park|Przymorze|79.8|3|2011|19925.0|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary| Bolesława Krzywoustego|gdansk|1590015.0
Trzypokojowy apartament w Garnizonie|Wrzeszcz|77.0|3|2021|22533.0|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary| Bolesława Leśmiana|gdansk|1735041.0
Na sprzedaż piękny apartament przy samej plaży!|Dolny Sopot|71.88|2|1910|27810.0|Mieszkanie|1|0|1|1|0|0|0|1|0|secondary| Ceynowy F.|sopot|1998982.7999999998
Luksusowy apartament pod lasem z tarasem na dachu|Orłowo|105.26|4|2020|28501.0|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary| Bernadowska|gdynia|3000015.2600000002
Kawalerka z miejscem postojowym i pięknym widokiem|Łostowice|29.0|1|2021|15828.0|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary| Wielkopolska|gdansk|459012.0
2 odrębne i niezależne mieszkania  2-pokojowe!|Chylonia|70.1|4|2018|13534.0|Mieszkanie|1|0|0|1|0|0|0|0|0|secondary| Chylońska|gdynia|948733.3999999999
4 pokoje! Taras 42m2   Przy plaży i parku!|Letnica|109.0|4|2022|16789.0|Mieszkanie|0|0|1|1|1|5|0|0|0|secondary| Letnicka|gdansk|1830001.0
Gdańsk Letnica 2 pokoje blisko morza!|Letnica|48.39|2|2022|14900.0|Mieszkanie|0|1|1|1|1|2|0|0|1|secondary| Starowiejska|gdansk|721011.0
3 pokoje na Śródmieściu|Długie Ogrody|54.0|3|1970|12574.0|Mieszkanie|0|1|0|0|1|1|0|1|0|secondary| Szopy|gdansk|678996.0
3 pokoje z ogródkiem! Blisko morze ! Dla rodziny!|Letnica|64.0|3|2021|19219.0|Mieszkanie|0|0|1|1|1|0|0|0|0|secondary| Starowiejska|gdansk|1230016.0
Mieszkanie 55m2 3 pokoje Gdańsk Kokoszki|Karczemki|55.0|3|2003|11436.0|Mieszkanie|1|0|0|1|0|0|0|0|0|secondary| Storczykowa|gdansk|628980.0
Świetne mieszkanie z dużym tarasem, blisko plaży|Dolny Sopot|47.83|2|1910|31257.0|Mieszkanie|0|0|1|1|0|0|0|0|0|secondary| Mariana Mokwy|sopot|1495022.31
Fantastyczny widok na Stare Miasto|Suchanino|63.56|4|1978|11800.0|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary| Powstańców Warszawskich|gdansk|750008.0
Dom (Kamienica) - Sopot Górny|Górny Sopot|385.0|8|1907|9738.0|Dom kamienica|0|0|0|1|0||0|1|0|secondary| Aleja Niepodległości|sopot|3749130.0
Trzy apartamenty w centrum Gdańska w cenie jednego|Śródmieście|55.0|3|1970|20909.0|Mieszkanie|0|1|1|0|0|1|0|0|0|secondary| Rajska|gdansk|1149995.0
Mieszkanie - Gdynia Chylonia|Chylonia|48.0|3|1980|11438.0|Mieszkanie|0|0|0|0|1|6|0|0|0|secondary| Swarzewska|gdynia|549024.0
Dom cisza i prywatność na działce 1000m2|Mały Kack|19.0|6|1986|15365.0|Dom wolnostojący|1|1|1|0|0||1|1|1|secondary| Gedymina|gdynia|291935.0
Dwa pokoje w Bastion Wałowa|Śródmieście|44.58|2|2018|19740.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Wałowa|gdansk|880009.2
Basen, jacuzzi, Śródmieście|Stare Przedmieście|46.19|2|2018|19994.0|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary| Chmielna|gdansk|923522.86
Basen, siłownia, centrum Gdańska|Stare Przedmieście|46.31|2|2018|19996.0|Mieszkanie|0|1|1|0|1|3|0|0|0|secondary| Chmielna|gdansk|926014.76
Niepowtarzalny apartament 100 metrów od morza!|Jelitkowo|8.0|4|2010|39024.0|Mieszkanie|1|1|1|1|0|2|0|0|1|secondary| Wypoczynkowa|gdansk|312192.0
Mieszkanie 2 pokoje po remoncie|Grabówek|65.0|2|1928|1049.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Morska|gdynia|68185.0
Mieszkanie nad morzem z pięknym widokiem! Garaż!|Letnica|3.0|1|2023|18719.0|Mieszkanie|0|0|0|0|0|10|0|0|0|secondary| Starowiejska|gdansk|56157.0
Umeblowane mieszkanie 2 pokojowe   rozkładowe   duży balkon   Chełm   świetna lokalizacja|Chełm|49.5|2|1987|12323.0|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary| Cieszyńskiego|gdansk|609988.5
Odnowione, przestronne, jasne, 2 pok. Zakoniczyn|Zakoniczyn|5.0|2|2016|11731.0|Mieszkanie|0|1|1|0|0|2|0|1|0|secondary| Konstantego Bergiela|gdansk|58655.0
Gdynia Cisowa! Mieszkanie dwupoziomowe|Cisowa|96.0|4|2004|10406.0|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary| Zbożowa|gdynia|998976.0
Gdańsk Strzyża 4 pokoje!|VII Dwór|65.7|4|1980|14444.0|Mieszkanie|0|0|0|1|1|1|0|1|0|secondary| Piotra Michałowskiego|gdansk|948970.8
Gdynia Witomino nowoczesny dom!|Witomino|324.0|9|2006|5710.0|Dom wolnostojący|1|0|0|1|0||0|1|1|secondary| Chwarznieńska|gdynia|1850040.0
Gdynia Bernadowo 4 pokoje!|Wielki Kack|71.0|4|2017|17606.0|Mieszkanie|0|0|0|1|1|0|0|1|1|secondary| Sopocka|gdynia|1250026.0
Mieszkanie - Gdynia Śródmieście|Śródmieście|46.56|2|1959|14820.0|Mieszkanie|0|1|1|1|1|4|0|1|0|secondary| Świętojańska|gdynia|690019.2000000001
3 Pokoje z Ogrodem 150m2 /Karwiny|Karwiny|55.73|3|1986|12543.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Janiny Porazińskiej|gdynia|699021.39
Słoneczne mieszkanie z balkonem-super lokalizacja|Ujeścisko|78.0|4|1998|10038.0|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary| null|gdansk|782964.0
Mieszkanie dwupokojowe Chełm|Chełm|49.5|2|1987|11717.0|Mieszkanie|0|1|1|0|0|4|0|1|0|secondary| Cieszyńskiego|gdansk|579991.5
Mieszkanie, Gdańsk Matarnia|Matarnia - Rębiechowo|65.0|3|1992|11246.0|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary| Kadetów|gdansk|730990.0
3 pokoje z ogródkiem Chwarzno-Wiczlino !|Chwarzno|49.15|3|2005|11984.0|Mieszkanie|0|0|0|0|0|0|0|0|1|secondary| Franciszka Sokoła|gdynia|589013.6
2 balkony, oddzielna duża kuchnia, piekny widok|Zakoniczyn|7.0|3|2006|10083.0|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary| Konstantego Bergiela|gdansk|70581.0
Mieszkanie 3 pokojowe w świetnej lokalizacji!!!|Morena|66.0|3|2004|13167.0|Mieszkanie|1|1|0|1|0|1|0|0|0|secondary| Budapesztańska|gdansk|869022.0
Mieszkanie na sprzedaż, Gdańsk, Przymorze, 2 pokoje, 38 mkw, za 635000 zł|Przymorze|38.0|2|1970|16710.0|Mieszkanie|0|0|1|0|0|3|0|0|0|secondary| Piastowska|gdansk|634980.0
Klimatyczne mieszkanie w centrum Gdańska!|Śródmieście|97.0|3|1952|9897.0|Mieszkanie|0|0|1|1|0|2|0|1|0|secondary| Łąkowa|gdansk|960009.0
Zaproponuj cene. Mieszkanie w świetnej lokalizacji|Dąbrowa|66.55|3|1991|9391.0|Mieszkanie|0|1|0|0|0|0|0|1|0|secondary| Sojowa|gdynia|624971.0499999999
Gdańsk   Taras 75 m2   Unikatowe mieszkanie  |Długie Ogrody|5.0|2|2022|33461.0|Mieszkanie|0|0|0|1|1|4|0|0|0|secondary| Sienna Grobla|gdansk|167305.0
Dwupokojowe na Ujeścisku z pieknym widokiem|Łostowice|41.0|2|2022|11683.0|Mieszkanie|0|1|0|1|0|4|0|0|0|secondary| Wielkopolska|gdansk|479003.0
Gdynia Chylonia 2 pokoje spółdzielczo-własnościowe|Chylonia|44.0|2|1970|943.0|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary| Kartuska|gdynia|41492.0
Tarasy Bałtyku-słoneczny apartament 3 pokojowy|Przymorze|68.65|3|2021|2549.0|Mieszkanie|1|0|0|0|1|5|0|0|0|secondary| Prezydenta Lecha Kaczyńskiego|gdansk|174988.85
Blizniak karczemki|Karczemki|135.0|5|2016|10081.0|Dom bliźniak|1|0|0|1|0||0|0|1|secondary| null|gdansk|1360935.0
Mieszkanie w Dolnym Sopocie 450 m od plaży|Dolny Sopot|97.13|4|1900|23669.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Bolesława Chrobrego|sopot|2298969.9699999997
Okazja - dom inwestycyjny lub dla dużej rodziny|Osowa|179.37|7|1992|501.0|Dom szeregowy|0|1|0|1|0||0|1|1|secondary| null|gdansk|89864.37
Apartament w inwestycji neptun park   90m od plaży|Jelitkowo|58.0|2|2009|28448.0|Mieszkanie|1|0|0|0|1|2|0|0|0|secondary| Wypoczynkowa|gdansk|1649984.0
Elegancka posiadłość w Gdańsku Oliwie   360M2|Oliwa|360.0|7|1994|15278.0|Dom wolnostojący|1|0|0|0|0||0|0|0|secondary| null|gdansk|5500080.0
Wyjątkowy apartament 4 pokojowy w Sopocie|null|87.0|4|1910|19287.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Niepodległości|sopot|1677969.0
Sprzedam mieszkanie jedno lub dwupokojowe 33,89 m2 ul. Węglarska|Śródmieście|33.89|2|1965|1844.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Węglarska|gdansk|62493.16
Nowoczesne mieszkanie - Centrum Gdańska!|Śródmieście|77.0|3|1907|16870.0|Mieszkanie|0|0|1|0|0|2|0|1|0|secondary| Sukiennicza|gdansk|1298990.0
Zielone Pustki Ciskowskie   Blisko lasu   Gotowe!|Pustki Cisowskie|53.1|3|1981|10829.0|Mieszkanie|0|0|0|1|0|3|0|1|0|secondary| Rydzowa|gdynia|575019.9
Dom  na sprzedaż, Gdynia, Oksywie, 5 pokoi, 140 mkw, działka 300 mkw, za 1949000 zł|Oksywie|140.0|5|2019|13921.0|Dom bliźniak|1|0|1|1|0|0|0|0|0|secondary| null|gdynia|1948940.0
Nad rzekę, wśród zieleni, z pełną infrastrukturą|Pustki Cisowskie|82.5|3|1994|8848.0|Mieszkanie|0|1|0|0|0|0|0|0|0|secondary| Chabrowa|gdynia|729960.0
Gdańsk Maćkowy mieszkanie|Św. Wojciech|58.5|3|2023|9059.0|Mieszkanie|0|1|0|0|0|2|0|0|0|secondary| null|gdansk|529951.5
Nowe 3 pok balkon komórka miejsce postojowe Obłuże|Obłuże|67.0|3|2023|8567.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Unruga|gdynia|573989.0
Nietuzinkowe mieszkanie 10 min od centrum Gdańska|Ujeścisko|58.0|2|2022|12569.0|Mieszkanie|0|0|0|0|1|4|0|0|0|secondary| Przemyska|gdansk|729002.0
Dom wolnostojący Gdańsk Siedlce|Siedlce|240.0|5|1997|704.0|Dom wolnostojący|1|0|1|1|0||1|1|1|secondary| Wyczółkowskiego 24|gdansk|168960.0
Atrakcyjne Mieszkanie z widokiem  z 13 pietra|Letnica|44.86|2|2023|15847.0|Mieszkanie|1|0|1|1|1|13|0|0|0|secondary| Starowiejska|gdansk|710896.42
Dom wolnostojący z garażem Gdynia Demptowo|Demptowo|184.67|6|1986|7716.0|Dom wolnostojący|1|1|0|1|0||0|0|1|secondary| Demptowska|gdynia|1424913.72
Gdańsk Orunia -2-pok z ogródkiem 121m|Orunia Dolna|53.0|2|1930|10000.0|Mieszkanie|0|0|0|0|0|0|0|1|1|secondary| Grabowa|gdansk|530000.0
3 pokoje   Żabianka   świetna lokalizacja|Żabianka|52.6|3|1973|13308.0|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary| Szyprów|gdansk|700000.8
Przestronne, czteropokojowe mieszkanie w Gdańsku.|Chełm|88.61|4|2023|9920.0|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary| Ptasia|gdansk|879011.2
Designerski apartament blisko starówki i Gumed|Siedlce|42.25|2|2022|227.0|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary| Powstańców Warszawskich|gdansk|9590.75
Mieszkanie na Nadmotławiu|Długie Ogrody|66.0|3|2019|25000.0|Mieszkanie|1|0|0|1|0|1|0|0|0|secondary| null|gdansk|1650000.0
Mieszkanie - Gdynia Wzgórze Św. Maksymiliana|Wzgórze św. Maksymiliana|139.5|6|1991|8530.0|Mieszkanie|1|0|1|1|0|0|1|1|0|secondary| Legionów|gdynia|1189935.0
Mieszkanie - Gdańsk Siedlce|Siedlce|79.0|3|1932|13924.0|Mieszkanie|1|0|1|1|0|1|0|1|0|secondary| Wyczółkowskiego Leona|gdansk|1099996.0
Apartament Yacht Park Gdynia z widokiem na morze|Śródmieście|87.1|3|2021|41500.0|Mieszkanie|1|1|1|1|1|4|0|1|1|secondary| Arkadiusza Rybickiego|gdynia|3614649.9999999995
Apartament 2 pok Gdańsk Brabank garaż balkon|Śródmieście|48.0|2|2023|30000.0|Mieszkanie|1|1|1|1|1|3|0|0|0|secondary| Stara Stocznia|gdansk|1440000.0
Apartament 3 pok Gdańsk Brabank garaż balkon|Śródmieście|69.0|3|2023|29565.0|Mieszkanie|1|1|1|1|1|4|0|0|0|secondary| Stara Stocznia|gdansk|2039985.0
Apartament na ostatnim pietrze i zadaszony taras|Jasień|94.0|3|2012|12340.0|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary| Jabłoniowa|gdansk|1159960.0
Sprzedam mieszkanie Gdańsk Łostowice, 43.55mkw|Łostowice|43.55|2|2022|13318.0|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary| Niepołomicka 53A|gdansk|579998.8999999999
M3 z widokiem na Sea Tower i Kamienna Gorę|Śródmieście|52.44|3|1956|1901.0|Mieszkanie|0|0|0|0|0|5|0|1|0|secondary| Władysława Iv|gdynia|99688.44
Sopot, 2 pokoje, Inwestycja, Okazja|Górny Sopot|35.4|2|1970|16805.0|Mieszkanie|0|1|0|1|1|1|0|1|0|secondary| 23 Marca|sopot|594897.0
Tylko u Nas! Brak PCC, Parter 2 pokoje|Osowa|52.69|2|2022|11500.0|Mieszkanie|0|0|1|1|1|0|0|0|1|secondary| Nike|gdansk|605935.0
4 pokoje, (78,3 m2) z Pięknym Widokiem,Inwestycja.|Pogórze|78.3|4|1984|7535.0|Mieszkanie|0|1|0|1|1|7|0|1|0|secondary| Żelazna|gdynia|589990.5
Granaria - Wyspa Spichrzów|Śródmieście|54.56|3|2023|21500.0|Mieszkanie|0|0|0|0|1|5|0|0|0|secondary| Chmielna|gdansk|1173040.0
Przytulne, blisko lasu i morza w Redłowie|Redłowo|25.0|1|1962|16270.0|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary| Powstania Śląskiego|gdynia|406750.0
Piękne mieszkanie Morena!|Morena|65.0|3|2012|14921.0|Mieszkanie|1|1|0|0|1|1|0|0|0|secondary| Myśliwska|gdansk|969865.0
Przestronne mieszkanie 3-pokojowe z tarasem!|Łostowice|72.4|3|2017|9945.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Hokejowa|gdansk|720018.0
Pas nadmorski   Do wprowadzenia|Przymorze|38.0|2|1970|16710.0|Mieszkanie|0|0|1|0|0|4|0|1|0|secondary| Piastowska|gdansk|634980.0
Słoneczne mieszkanie z balkonem|Zakoniczyn|56.0|2|2006|998.0|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary| null|gdansk|55888.0
Przestronne mieszkanie w spokojnej okolicy!|Wrzeszcz|86.0|3|1913|10291.0|Mieszkanie|0|1|0|0|0|0|0|1|0|secondary| Adama Mickiewicza|gdansk|885026.0
Piękny dom przy lesie spokojna okolica|Osowa|220.0|7|1998|8091.0|Dom wolnostojący|0|0|0|0|0||0|1|1|secondary| Otago|gdansk|1780020.0
Dom bliźniaczy - Gdańsk Matemblewo|Matemblewo|136.0|4|2008|18015.0|Dom bliźniak|1|0|0|0|0||1|0|0|secondary| Wichrowe Wzgórza|gdansk|2450040.0
Mieszkanie - Sopot Dolny|Dolny Sopot|101.76|3|1910|18573.0|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary| Grunwaldzka|sopot|1889988.48
Kameralny dom z potencjałem w Gdyni|Chylonia|108.0|4|1965|4296.0|Dom wolnostojący|1|0|0|0|0||0|0|0|secondary| null|gdynia|463968.0
Mieszkanie w gdyni chylonia!!!|Chylonia|37.08|3|1980|13134.0|Mieszkanie|0|0|0|0|1|11|0|1|0|secondary| Swarzewska|gdynia|487008.72
Mieszkanie - Gdańsk Przymorze|Przymorze|46.0|2|1973|11087.0|Mieszkanie|0|0|0|0|0|8|0|0|0|secondary| Obrońców Wybrzeża|gdansk|510002.0
Komfortowe dwa pokoje na Jasieniu|Jasień|46.6|2|2012|12833.0|Mieszkanie|0|0|0|0|1|0|0|0|0|secondary| null|gdansk|598017.8
Mieszkanie 2 pokoje Gdynia Obłuże widok na Port|Oksywie|36.0|2|2022|1247.0|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary| Nasypowa|gdynia|44892.0
Piękny dom z prywatnym wyjściem do lasu|Cisowa|180.0|5|2023|9611.0|Dom wolnostojący|0|0|0|0|0||0|0|0|secondary| null|gdynia|1729980.0
70m2 Gdańska Invest Komfort garaż komórka|Brzeźno|66.94|3|2022|21960.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| Gdańska|gdansk|1470002.4
2 Pokoje W Centrum Gdańska!|Śródmieście|45.0|2|1930|15889.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| 3 Maja|gdansk|715005.0
Gdynia Śródmieście mieszkanie na sprzedaż|Śródmieście|89.3|4|1930|12875.0|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary| Starowiejska|gdynia|1149737.5
2 pokoje ogród 120m2 hala garażowa Gdańsk Morena|Morena|48.0|2|2007|14979.0|Mieszkanie|1|0|1|1|0|1|0|0|0|secondary| Królewskie Wzgórze|gdansk|718992.0
Słoneczny apartament w otoczeniu Starego Miasta|Długie Ogrody|65.09|3|2019|18590.0|Mieszkanie|1|0|0|0|1|1|0|0|0|secondary| Długa Grobla|gdansk|1210023.1
Gdynia Redłowo dom bliźniak IV kondygnacje|Redłowo|300.0|7|1972|5733.0|Dom bliźniak|1|1|1|0|0||0|1|0|secondary| Powstania Wielkopolskiego|gdynia|1719900.0
Przestronne, czteropokojowe mieszkanie ul. Ptasia|Chełm|89.0|4|2023|10393.0|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary| Ptasia|gdansk|924977.0
Stylowo urządzone mieszkanie z ogródkiem - Gdańsk!|Jasień|36.87|2|2021|15948.0|Mieszkanie|0|0|1|1|1|0|1|0|1|secondary| null|gdansk|588002.76
Promocja mieszkanie premium wykończone pod klucz|Łostowice|37.0|2|2023|14054.0|Mieszkanie|0|0|0|1|1|0|0|0|1|secondary| Hokejowa|gdansk|519998.0
Dwupoziomowe mieszkanie ul. Polanki|Strzyża|7.0|3|1970|15278.0|Mieszkanie|0|0|1|1|0|1|0|1|1|secondary| Polanki|gdansk|106946.0
Kompaktowe  mieszkanie z miejsce post. w kred 2%|Łostowice|30.0|1|2022|16633.0|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary| Ofiar Grudnia 70|gdansk|498990.0
Mieszkanie Gdańsk|Wrzeszcz|82.78|4|2021|1470.0|Mieszkanie|0|0|1|0|0|5|0|0|0|secondary| null|gdansk|121686.6
Zielone płuca Gdańska|Oliwa|72.3|3|2023|19980.0|Mieszkanie|0|1|0|0|0|1|0|0|0|secondary| Artura Grottgera|gdansk|1444554.0
W spokojnej enklawie Sopotu|Wyścigi / Karlikowo|13.0|4|1920|4015.0|Dom szeregowy|1|0|0|1|0||0|0|1|secondary| Plac Rybaków|sopot|52195.0
Zielone płuca Gdańska|Oliwa|43.73|2|2023|22318.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Artura Grottgera|gdansk|975966.1399999999
Dom wolnostojący na Matemblewie|Matemblewo|330.0|7|2010|16061.0|Dom wolnostojący|0|0|0|0|0||0|0|0|secondary| Matemblewska|gdansk|5300130.0
Najlepsza lokalizacja na Gdańskim Starym Mieście -|Śródmieście|49.29|3|1960|19983.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Św. Ducha|gdansk|984962.07
Gdańsk Sobieszewo Sobieszewska|Oliwa|30.46|2|2023|25798.0|Mieszkanie|0|0|1|0|1|0|1|0|0|secondary| Sobieszewska|gdansk|785807.0800000001
Gdańsk Aniołki Focha|Aniołki|46.5|2|2010|19570.0|Mieszkanie|1|1|1|0|1|1|0|1|0|secondary| Focha|gdansk|910005.0
