title|address|price[PLN]|area[m^2]|rooms|floor|market|build year|parking|building_type
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|514 622 zł|49,71 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|możliwość wykupienia|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Kawalerka Gdańsk|Śródmieście, Gdańsk, pomorskie|395 000 zł|26,54 m²|1|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|-|
Mieszkanie, ul. Jaworowa|Jaworowa, Jasień, Gdańsk, pomorskie|680 000 zł|51,39 m²|3|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Barbary|Barbary, Długie Ogrody, Gdańsk, pomorskie|1 390 000 zł|70 m²|3|3|wtórny|2021|w garażu podziemnym|rok budowy: 2021
Mieszkanie, ul. Myśliwska|Myśliwska, Gdańsk, pomorskie|899 000 zł|67,08 m²|3|parter|wtórny|2020|tak|blok mieszkalny; rok budowy: 2020
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|641 173 zł|53,32 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Mieszkanie, ul. Barbary|Barbary, Starówka, Gdańsk, pomorskie|1 734 000 zł|78,80 m²|3|2|wtórny|2021|garaż w bryle budynku|blok mieszkalny; rok budowy: 2021
Mieszkanie, ul. Kielasa|Kielasa, Łostowice, Gdańsk, pomorskie|799 000 zł|100 m²|5|3|wtórny|2010|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2010
Apartament Gdańsk|Piecki-Migowo, Gdańsk, pomorskie|791 032 zł|44,40 m²|2|18|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2026|-|apartamentowiec; rok budowy: 2026 (blok w nowym budownictwie)
Mieszkanie, ul. Powstańców Warszawskich|Powstańców Warszawskich, Gdańsk, pomorskie|852 624 zł|44,64 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Mieszkanie Gdańsk|Letnica, Gdańsk, pomorskie|684 000 zł|58 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Świrskiego|Świrskiego, Zakoniczyn, Gdańsk, pomorskie|577 000 zł|42,94 m²|2|3|wtórny|2018|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2018
Mieszkanie, ul. Zeusa|Zeusa, Kowale, Gdańsk, pomorskie|499 000 zł|40,40 m²|2|2|wtórny|2017|przynależne na ulicy|blok mieszkalny; rok budowy: 2017
Mieszkanie, ul. Bażyńskiego|Bażyńskiego, Oliwa, Gdańsk, pomorskie|807 483 zł|36,27 m²|1|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, Aleja Pawła Adamowicza|Aleja Pawła Adamowicza, Piecki-Migowo, Gdańsk, pomorskie|570 174 zł|41,57 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|blok mieszkalny
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|725 000 zł|50,32 m²|3|3|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Kazimierza Wielkiego|Kazimierza Wielkiego, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|499 000 zł|55 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Rzęsna|Rzęsna, Rudniki, Gdańsk, pomorskie|320 000 zł|37,60 m²|2|4|wtórny|1983|przynależne na ulicy|blok mieszkalny; rok budowy: 1983
Mieszkanie, ul. Sowińskiego|Sowińskiego, Siedlce, Gdańsk, pomorskie|580 000 zł|48,50 m²|3|parter|wtórny|1950|parking publiczny / na ulicy|rok budowy: 1950
Mieszkanie, ul. Niepołomicka|Niepołomicka, Orunia Górna, Gdańsk, pomorskie|649 000 zł|57 m²|3|3|wtórny|2021|w garażu podziemnym|blok mieszkalny; rok budowy: 2021 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Wrzeszcz, Gdańsk, pomorskie|1 018 140 zł|64,57 m²|3|6|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|blok mieszkalny
Apartament, ul. Lema|Lema, Gdańsk, pomorskie|800 000 zł|60,67 m²|3|parter|wtórny|2018|w garażu podziemnym|apartamentowiec; rok budowy: 2018
Mieszkanie, ul. Trakt św. Wojciecha|Trakt św. Wojciecha, Orunia nad Radunią, Gdańsk, pomorskie|459 000 zł|48,60 m²|3|2|wtórny|1930|parking publiczny / na ulicy|kamienica; rok budowy: 1930
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|438 309 zł|36,06 m²|2|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|możliwość wykupienia|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Ujeścisko, Gdańsk, pomorskie|408 000 zł|41 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Opacka|Opacka, Oliwa, Gdańsk, pomorskie|1 600 000 zł|60 m²|3|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2018|w garażu podziemnym|rok budowy: 2018
Mieszkanie, ul. Cebertowicza|Cebertowicza, Chełm, Gdańsk, pomorskie|699 000 zł|55,80 m²|3|3|wtórny|1980|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1980
Apartament, ul. Wałowa|Wałowa, Śródmieście, Gdańsk, pomorskie|1 389 000 zł|60 m²|3|2|wtórny|2022|garaż|apartamentowiec; rok budowy: 2022
Apartament, Aleja Rzeczypospolitej|Aleja Rzeczypospolitej, Przymorze, Gdańsk, pomorskie|1 075 000 zł|58,82 m²|3|1|wtórny|2015|w garażu podziemnym|apartamentowiec; rok budowy: 2015
Apartament, ul. Toruńska|Toruńska, Gdańsk, pomorskie|990 000 zł|50 m²|3|2|wtórny|2020|w garażu podziemnym|apartamentowiec; rok budowy: 2020
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Oliwa, Gdańsk, pomorskie|459 000 zł|28,20 m²|2|parter|wtórny|1964|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1964 (blok w starym budownictwie)
Mieszkanie|Kołodzieja, Ujeścisko, Gdańsk, pomorskie|464 000 zł|30 m²|1|1|wtórny|2019|przynależne na ulicy|blok mieszkalny; rok budowy: 2019 (blok w nowym budownictwie)
Mieszkanie, ul. Dywizjonu 303|Dywizjonu 303, Zaspa, Gdańsk, pomorskie|627 000 zł|48,90 m²|2|6|wtórny|-|przynależne na ulicy|blok mieszkalny
Mieszkanie, ul. Jaśkowa Dolina|Jaśkowa Dolina, Wrzeszcz, Gdańsk, pomorskie|726 283 zł|43,49 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Cebertowicza|Cebertowicza, Chełm, Gdańsk, pomorskie|664 000 zł|63,40 m²|3|4|wtórny|1988|-|blok mieszkalny; rok budowy: 1988
Apartament, ul. Chmielna|Chmielna, Wysoka, Gdańsk, pomorskie|3 000 000 zł|59 m²|2|1|wtórny|2019|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2019
Mieszkanie, ul. Kościuszki|Kościuszki, Wrzeszcz, Gdańsk, pomorskie|989 000 zł|82,50 m²|4|2|wtórny|1930|przynależne na ulicy|kamienica; rok budowy: 1930 (blok w starym budownictwie)
Mieszkanie, ul. Grottgera|Grottgera, Oliwa, Gdańsk, pomorskie|1 990 000 zł|83 m²|4|parter|wtórny|2023|w garażu podziemnym|kamienica; rok budowy: 2023 (blok w nowym budownictwie)
Apartament Gdańsk|Westerplatte, Gdańsk, pomorskie|344 930 zł|26,93 m²|1|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Kawalerka, ul. Stryjewskiego|Stryjewskiego, Stogi, Gdańsk, pomorskie|349 000 zł|23,40 m²|1|4|wtórny|1970|przynależne na ulicy|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Heweliusza|Heweliusza, Śródmieście, Gdańsk, pomorskie|998 000 zł|42,30 m²|2|3|wtórny|-|parking publiczny / na ulicy|kamienica
Apartament, ul. Toruńska|Toruńska, Śródmieście, Gdańsk, pomorskie|1 199 000 zł|58,40 m²|3|parter|wtórny|2020|przynależne na ulicy|apartamentowiec; rok budowy: 2020 (blok w nowym budownictwie)
Apartament Gdańsk|Orunia Górna, Gdańsk, pomorskie|410 000 zł|41 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|tak|apartamentowiec
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|451 058 zł|44,04 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022 (blok w nowym budownictwie)
Mieszkanie|Makuszyńskiego, Wrzeszcz, Gdańsk, pomorskie|770 000 zł|62 m²|4|4|wtórny|1976|przynależne na ulicy|blok mieszkalny; rok budowy: 1976 (blok w starym budownictwie)
Mieszkanie, ul. Lotników Polskich|Lotników Polskich, Chełm, Gdańsk, pomorskie|650 000 zł|58,10 m²|3|1|wtórny|1945|parking publiczny / na ulicy|dom wielorodzinny; rok budowy: 1945
Apartament, ul. Wałowa|Wałowa, Śródmieście, Gdańsk, pomorskie|696 000 zł|29 m²|2|4|wtórny|2021|przynależne na ulicy|apartamentowiec; rok budowy: 2021
Apartament, ul. Powstańców Warszawskich|Powstańców Warszawskich, Śródmieście, Gdańsk, pomorskie|670 000 zł|33,50 m²|1|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|w garażu podziemnym|apartamentowiec; rok budowy: 2022 (blok w nowym budownictwie)
Mieszkanie, ul. Flory|Flory, Osowa, Gdańsk, pomorskie|735 000 zł|69 m²|3|1|wtórny|2008|garaż wolnostojący|rok budowy: 2008
Mieszkanie, ul. Heweliusza|Heweliusza, Główne Miasto, Gdańsk, pomorskie|998 000 zł|42,30 m²|2|3|wtórny|1960|parking publiczny / na ulicy|kamienica; rok budowy: 1960 (blok w starym budownictwie)
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|456 387 zł|44,04 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022 (blok w nowym budownictwie)
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|699 000 zł|50 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Powstańców Warszawskich|Powstańców Warszawskich, Suchanino, Gdańsk, pomorskie|745 000 zł|64 m²|4|4|wtórny|1978|przynależne na ulicy|blok mieszkalny; rok budowy: 1978
Mieszkanie, ul. Bergiela|Bergiela, Zakoniczyn, Gdańsk, pomorskie|509 000 zł|42,07 m²|2|3|wtórny|2005|przynależne na ulicy|rok budowy: 2005
Apartament, ul. Chmielna|Chmielna, Wyspa Spichrzów, Gdańsk, pomorskie|1 198 945 zł|54,50 m²|2|5|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|-|apartamentowiec; rok budowy: 2024
Mieszkanie Gdańsk|Maćkowy, Gdańsk, pomorskie|530 000 zł|58,50 m²|3|2|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Kazimierza Wielkiego|Kazimierza Wielkiego, Maćkowy, Gdańsk, pomorskie|660 000 zł|53,17 m²|3|3|wtórny|2020|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2020
Apartament, ul. Łąkowa|Łąkowa, Gdańsk, pomorskie|2 823 100 zł|79,71 m²|3|parter|wtórny|2022|tak|apartamentowiec; rok budowy: 2022 (blok w nowym budownictwie)
Mieszkanie, ul. Cieszyńskiego|Cieszyńskiego, Chełm, Gdańsk, pomorskie|649 000 zł|63,40 m²|3|4|wtórny|1987|przynależne na ulicy|rok budowy: 1987
Mieszkanie, ul. Przemyska|Przemyska, Ujeścisko, Gdańsk, pomorskie|449 000 zł|32 m²|1|1|wtórny|2000|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2000
Mieszkanie, ul. Polskiego Czerwonego Krzyża|Polskiego Czerwonego Krzyża, Brzeźno, Gdańsk, pomorskie|1 390 000 zł|70,18 m²|3|3|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Mieszkanie, Aleja Jana Pawła II|Aleja Jana Pawła II, Zaspa-Rozstaje, Gdańsk, pomorskie|1 250 000 zł|75 m²|4|8|wtórny|1995|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1995
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|739 498 zł|61,63 m²|3|1|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Apartament, ul. Powstańców Warszawskich|Powstańców Warszawskich, Siedlce, Gdańsk, pomorskie|1 220 000 zł|68,25 m²|3|4|wtórny|2023|w garażu podziemnym|apartamentowiec; rok budowy: 2023
Apartament, ul. Magellana|Magellana, Gdańsk, pomorskie|1 499 000 zł|80 m²|4|2|wtórny|2023|garaż|apartamentowiec; rok budowy: 2023
Mieszkanie, ul. Mariacka|Mariacka, Śródmieście, Gdańsk, pomorskie|795 000 zł|38 m²|2|3|wtórny|-|parking publiczny / na ulicy|
Mieszkanie, ul. Aldony|Aldony, Wrzeszcz, Gdańsk, pomorskie|870 000 zł|74 m²|3|3|wtórny|1980|parking publiczny / na ulicy|kamienica; rok budowy: 1980
Mieszkanie, ul. Stokłosy|Stokłosy, Kokoszki, Gdańsk, pomorskie|702 500 zł|88,67 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|przynależne na ulicy|rok budowy: 2023
Mieszkanie, ul. Browarna|Browarna, Śródmieście, Gdańsk, pomorskie|579 000 zł|38,10 m²|1|parter|wtórny|1950|parking publiczny / na ulicy|rok budowy: 1950
Mieszkanie, ul. Lema|Lema, Gdańsk, pomorskie|920 000 zł|53,10 m²|3|2|wtórny|2016|przynależne na ulicy|blok mieszkalny; rok budowy: 2016
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|711 600 zł|47,44 m²|3|3|wtórny|2024|w garażu podziemnym|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Rybaki Górne|Rybaki Górne, Śródmieście, Gdańsk, pomorskie|849 000 zł|55,54 m²|2|1|wtórny|-|parking publiczny / na ulicy|kamienica
Mieszkanie, ul. Porębskiego|Porębskiego, Zakoniczyn, Gdańsk, pomorskie|649 000 zł|59,20 m²|3|1|wtórny|2005|garaż|blok mieszkalny; rok budowy: 2005
Apartament, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 490 000 zł|85 m²|4|1|wtórny|2023|przynależne na ulicy|apartamentowiec; rok budowy: 2023
Apartament, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|1 377 690 zł|72,51 m²|3|5|wtórny|2024|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Władysława Jagiełły|Władysława Jagiełły, Gdańsk, pomorskie|544 000 zł|54,35 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|możliwość wykupienia|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Kołodzieja|Kołodzieja, Ujeścisko, Gdańsk, pomorskie|580 000 zł|42,06 m²|2|4|wtórny|2018|garaż|blok mieszkalny; rok budowy: 2018
Mieszkanie, ul. Żwirki i Wigury|Żwirki i Wigury, Zaspa, Gdańsk, pomorskie|948 000 zł|63,20 m²|3|3|wtórny|-|-|blok mieszkalny
Mieszkanie, ul. Myśliwska|Myśliwska, Migowskie Tarasy, Gdańsk, pomorskie|1 199 000 zł|93,40 m²|4|1|wtórny|2007|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2007
Mieszkanie|Królewskie Wzgórze, Piecki-Migowo, Gdańsk, pomorskie|915 000 zł|70 m²|3|parter|wtórny|2011|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2011
Mieszkanie, ul. Pastelowa|Pastelowa, Łostowice, Gdańsk, pomorskie|430 000 zł|34,29 m²|2|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2025
Apartament, ul. Kobieli|Kobieli, Brzeźno, Gdańsk, pomorskie|1 499 000 zł|79,50 m²|3|3|wtórny|2023|przynależne na ulicy|apartamentowiec; rok budowy: 2023
Mieszkanie, ul. Gdańska|Gdańska, Brzeźno, Gdańsk, pomorskie|1 469 000 zł|66,94 m²|3|2|wtórny|2022|w garażu podziemnym|rok budowy: 2022 (blok w nowym budownictwie)
Apartament, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|888 500 zł|34,63 m²|1|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|parking strzeżony w pobliżu|apartamentowiec; rok budowy: 2023
Apartament, ul. Legnicka|Legnicka, Siedlce, Gdańsk, pomorskie|1 087 999 zł|58,46 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Rzęsna|Rzęsna, Rudniki, Gdańsk, pomorskie|319 900 zł|27,60 m²|2|4|wtórny|1983|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1983
Mieszkanie, ul. Boguckiego|Boguckiego, Sobieszewo, Gdańsk, pomorskie|485 000 zł|35,72 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Bażyńskiego|Bażyńskiego, Oliwa, Gdańsk, pomorskie|2 759 669 zł|115,63 m²|4|2|wtórny|2024|parking publiczny / na ulicy|rok budowy: 2024
Apartament, ul. Stokłosy|Stokłosy, Kokoszki, Gdańsk, pomorskie|702 500 zł|89,01 m²|4|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|apartamentowiec; rok budowy: 2024
Apartament|Głęboka, Przeróbka, Gdańsk, pomorskie|449 499 zł|36,80 m²|2|parter|wtórny|2024|przynależne na ulicy|apartamentowiec; rok budowy: 2024
Apartament, ul. Guderskiego|Guderskiego, Jasień, Gdańsk, pomorskie|700 000 zł|56,67 m²|3|1|wtórny|2016|garaż|apartamentowiec; rok budowy: 2016
Mieszkanie, ul. Dywizjonu 303|Dywizjonu 303, Zaspa, Gdańsk, pomorskie|735 000 zł|50,70 m²|4|1|wtórny|1989|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1989 (blok w starym budownictwie)
Mieszkanie Gdańsk|Jasień, Gdańsk, pomorskie|424 000 zł|34,71 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Oliwa, Gdańsk, pomorskie|966 111 zł|48,26 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Bażyńskiego|Bażyńskiego, Oliwa, Gdańsk, pomorskie|1 741 884 zł|78,89 m²|3|2|wtórny|2024|parking publiczny / na ulicy|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Rakoczego|Rakoczego, Gdańsk, pomorskie|880 000 zł|51,50 m²|3|11|wtórny|-|parking publiczny / na ulicy|
Apartament Gdańsk|Śródmieście, Gdańsk, pomorskie|343 460 zł|27,01 m²|1|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na terenie ogrodzonym|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Warzywnicza|Warzywnicza, Stare Miasto, Gdańsk, pomorskie|990 000 zł|51,40 m²|3|parter|wtórny|1969|parking publiczny / na ulicy|kamienica; rok budowy: 1969 (blok w starym budownictwie)
Mieszkanie, ul. Rzeźnicka|Rzeźnicka, Śródmieście, Gdańsk, pomorskie|673 000 zł|38,76 m²|2|3|wtórny|1960|przynależne na ulicy|blok mieszkalny; rok budowy: 1960 (blok w starym budownictwie)
Mieszkanie, ul. Grottgera|Grottgera, Oliwa, Gdańsk, pomorskie|679 000 zł|43 m²|2|parter|wtórny|1974|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1974
Mieszkanie, ul. Jasińskiego|Jasińskiego, Jasień, Gdańsk, pomorskie|938 000 zł|64 m²|3|4|wtórny|2018|przynależne na ulicy|blok mieszkalny; rok budowy: 2018
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Wrzeszcz Dolny, Gdańsk, pomorskie|1 500 000 zł|130 m²|4|4|wtórny|-|parking publiczny / na ulicy|
Mieszkanie, ul. Międzygwiezdna|Międzygwiezdna, Osowa, Gdańsk, pomorskie|839 000 zł|63,70 m²|3|1|wtórny|2002|przynależne na ulicy|blok mieszkalny; rok budowy: 2002
Mieszkanie Gdańsk|Jasień, Gdańsk, pomorskie|431 500 zł|33,24 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|blok mieszkalny; rok budowy: 2025
Apartament, ul. Popiełuszki|Popiełuszki, Śródmieście, Gdańsk, pomorskie|2 079 000 zł|103,95 m²|5|7|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|apartamentowiec; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Wielkopolska|Wielkopolska, Łostowice, Gdańsk, pomorskie|649 000 zł|76,89 m²|4|3|wtórny|2023|w garażu podziemnym|rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|640 000 zł|55,70 m²|3|4|wtórny|2017|przynależne na ulicy|blok mieszkalny; rok budowy: 2017
Mieszkanie, ul. Wajdeloty|Wajdeloty, Wrzeszcz, Gdańsk, pomorskie|1 999 000 zł|131 m²|6|2|wtórny|1892|parking publiczny / na ulicy|kamienica; rok budowy: 1892
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|491 165 zł|42,71 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|
Mieszkanie, ul. Rycerza Blizbora|Rycerza Blizbora, Jasień, Gdańsk, pomorskie|699 000 zł|61,80 m²|3|2|wtórny|1995|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1995
Mieszkanie, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|1 199 000 zł|48,45 m²|2|2|wtórny|2018|w garażu podziemnym|blok mieszkalny; rok budowy: 2018 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|516 834 zł|50,67 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na terenie ogrodzonym|blok mieszkalny; rok budowy: 2024
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|726 480 zł|60,54 m²|4|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|
Mieszkanie, ul. Wielkopolska|Wielkopolska, Łostowice, Gdańsk, pomorskie|483 495 zł|43,29 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|przynależne na ulicy|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|530 000 zł|44,75 m²|2|parter|wtórny|2020|przynależne na terenie ogrodzonym|blok mieszkalny; rok budowy: 2020
Mieszkanie, ul. Guderskiego|Guderskiego, Jasień, Gdańsk, pomorskie|539 000 zł|47 m²|2|3|wtórny|2011|przynależne na ulicy|blok mieszkalny; rok budowy: 2011
Mieszkanie, ul. Obrońców Westerplatte|Obrońców Westerplatte, Oliwa, Gdańsk, pomorskie|1 199 000 zł|110 m²|4|1|wtórny|1905|garaż|kamienica; rok budowy: 1905 (blok w starym budownictwie)
Mieszkanie, ul. Mariacka|Mariacka, Stare Miasto, Gdańsk, pomorskie|970 000 zł|29,80 m²|2|parter|wtórny|1954|parking publiczny / na ulicy|kamienica; rok budowy: 1954 (blok w starym budownictwie)
Mieszkanie, ul. Zakole|Zakole, Stogi, Gdańsk, pomorskie|819 900 zł|62,36 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Hynka|Hynka, Zaspa, Gdańsk, pomorskie|849 000 zł|43 m²|2|1|wtórny|2016|w garażu podziemnym|blok mieszkalny; rok budowy: 2016
Mieszkanie, ul. Ptasia|Ptasia, Chełm, Gdańsk, pomorskie|800 000 zł|59,78 m²|3|4|wtórny|2023|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|425 500 zł|33,24 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|rok budowy: 2025
Mieszkanie, ul. Kielasa|Kielasa, Łostowice, Gdańsk, pomorskie|850 000 zł|84,63 m²|4|3|wtórny|2008|przynależne na ulicy|blok mieszkalny; rok budowy: 2008 (blok w nowym budownictwie)
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|599 600 zł|59,93 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022
Mieszkanie, ul. Słoneczna Dolina|Słoneczna Dolina, Siedlce, Gdańsk, pomorskie|489 000 zł|36,60 m²|2|parter|wtórny|2001|przynależne na ulicy|blok mieszkalny; rok budowy: 2001
Mieszkanie, ul. Makuszyńskiego|Makuszyńskiego, Wrzeszcz, Gdańsk, pomorskie|770 000 zł|62 m²|4|4|wtórny|-|przynależne na ulicy|
Mieszkanie Gdańsk|Łostowice, Gdańsk, pomorskie|628 942 zł|68,35 m²|4|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|tak|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Hery|Hery, Gdańsk, pomorskie|1 610 000 zł|140 m²|5|3|wtórny|2010|w garażu podziemnym|blok mieszkalny; rok budowy: 2010 (blok w nowym budownictwie)
