title|address|price[PLN]|area[m^2]|rooms|floor|market|addition|parking|elevator|build year|internet|buiiding_type|basement
2 pokoje na Śródmieściu po generalnym remoncie|ul. Podzamcze, Śródmieście, Gdańsk, pomorskie|615000.0|35.2|2|2|wtórny|||nie||0.0|kamienica|0.0
2-3pokoje/nowe budownictwo/ idealne pod inwestycje|ul. Partyzantów, Wrzeszcz Górny, Gdańsk, pomorskie|1150000.0|61.0|2|6|wtórny||garaż/miejsce parkingowe|tak|2012|0.0|apartamentowiec|0.0
"3 niezależne pokoje | Piękny widok | Balkon"|ul. Tadeusza Kościuszki, Wrzeszcz Dolny, Gdańsk, pomorskie|770000.0|64.82|3|4|wtórny|balkon||nie|1938|1.0|kamienica|1.0
Rezerwacja!|ul. Nasypowa, Oksywie, Gdynia, pomorskie|380000.0|35.3|1|parter|wtórny||garaż/miejsce parkingowe|nie|2006|0.0|blok|1.0
3 pok. Generalny remont. Blisko Lasu i SKM.|ul. Swarzewska, Chylonia, Gdynia, pomorskie|559000.0|46.0|3|6|wtórny|balkon||tak|1985|1.0|blok|1.0
Piękne umeblowane mieszkanie, blisko morza|ul. Sucha 39b, Letnica, Gdańsk, pomorskie|699000.0|38.0|2|7|wtórny|balkon|garaż/miejsce parkingowe|tak|2021|0.0|blok|0.0
2 miejsca postojowe, willowa okolica, ogród|ul. Goplańska 49, Kokoszki, Gdańsk, pomorskie|780000.0|88.54|3|parter|pierwotny||garaż/miejsce parkingowe|nie|2025|0.0||0.0
Mieszkanie 2 pokojowe 44,6 m2 w otulinie parku|ul. Raduńska, Orunia-Św. Wojciech-Lipce, Gdańsk, pomorskie|512900.0|44.6|2|3|wtórny|balkon||nie||0.0||1.0
Wyjątkowy Apartament podzielony na dwa mieszkania|ul. Helska, Dolny Sopot - Haffnera, Dolny Sopot, Sopot, pomorskie|2999000.0|122.0|5||wtórny|||nie|1900|0.0||0.0
Apartament w centrum Sopotu|ul. gen. Władysława Sikorskiego, Górny Sopot, Sopot, pomorskie|1980000.0|101.0|3|1|wtórny||garaż/miejsce parkingowe|nie|1915|1.0|kamienica|1.0
Ciche mieszkanie, na nowoczesnym osiedlu|ul. Armii Krajowej, Lisie Wzgórze, Górny Sopot, Sopot, pomorskie|1995000.0|69.0|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2011|1.0|apartamentowiec|0.0
Apartament wtulony w las, 4 miejsca parkingowe|ul. Ułańska, Redłowo, Gdynia, pomorskie|2550000.0|93.5|3||wtórny|taras|garaż/miejsce parkingowe|nie|2016|0.0||0.0
2 - pokojowe mieszkanie + balkon|ul. Storczykowa, Kokoszki, Gdańsk, pomorskie|460000.0|40.03|2|1|wtórny|balkon|garaż/miejsce parkingowe|nie|2007|1.0|blok|0.0
95 powierzchni + 2 balkony w cenie/oddanie 2023|ul. Aleksandra Dulin'a, Ujeścisko-Łostowice, Gdańsk, pomorskie|798000.0|95.0|2|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|blok|0.0
Neo Jasień - D41|ul. Potęgowska, Jasień, Gdańsk, pomorskie|435000.0|33.0|2|3|pierwotny|balkon||nie|2022|0.0||0.0
1-pokojowego mieszkania położonego dzielnicy Gdyni|ul. Starogardzka, Chylonia, Gdynia, pomorskie|324000.0|26.8|1|3|wtórny|||nie||0.0|blok|1.0
Cadena Park 2-pokojowe mieszkanie w Gdyni|Mały Kack, Gdynia, pomorskie|460000.0|32.9|2|parter|wtórny|taras||tak|2002|1.0|blok|1.0
Słoneczne mieszkanie przy ul. Stężyckiej|ul. Stężycka, Jasień, Gdańsk, pomorskie|420000.0|36.4|1|1|wtórny|balkon||nie|2012|1.0|blok|0.0
Wyjątkowe mieszkanie 3 pokojowe blisko stacji PKM|Jasień, Gdańsk, pomorskie|845000.0|73.3|3|2|wtórny|balkon||tak|2010|1.0|apartamentowiec|1.0
Centrum Sopotu I piętro balkon|Aleja Niepodleglosci, Zajęcze Wzgórze, Górny Sopot, Sopot, pomorskie|770000.0|49.4|2|1|wtórny|balkon|garaż/miejsce parkingowe|nie|1950|1.0|kamienica|1.0
Słoneczny Apartment na Garnizonie|Lesmiana, Wrzeszcz Górny, Gdańsk, pomorskie|2280000.0|104.0|4|4|wtórny|balkon|garaż/miejsce parkingowe|tak|2021|0.0|apartamentowiec|0.0
Nowa oferta mieszkań - Meva - Gdynia Grabówek M17|ul. Gerarda Denhoffa 2, Grabówek, Gdynia, pomorskie|773000.0|59.05|3|2|pierwotny||garaż/miejsce parkingowe|nie|2024|1.0||0.0
Apartament w Centrum Gdańska na Wyspie Spichrzów|ul. Chmielna, Śródmieście, Gdańsk, pomorskie|4000000.0|105.0|4|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2017|1.0|apartamentowiec|1.0
Mieszkanie z potencjałem czeka na Twoje pomysły!|Śródmieście, Gdańsk, pomorskie|602000.0|40.0|2|4|wtórny|||nie|1956|1.0|kamienica|0.0
Dwa pokoje z zapierającym dech w piersi widokiem!|ul. Morska, Działki Leśne, Gdynia, pomorskie|619000.0|52.8|2|7|wtórny|balkon|garaż/miejsce parkingowe|nie|1965|1.0|blok|1.0
Przestronne mieszkanie z halą garażową w cenie!|ul. Nasypowa, Oksywie, Gdynia, pomorskie|630000.0|55.6|2||wtórny|balkon|garaż/miejsce parkingowe|nie|2010|1.0|blok|1.0
2 pokoje z garderobą, halą i 40 metrowym tarasem!!|ul. Sojowa, Dąbrowa, Gdynia, pomorskie|649000.0|60.0|2|2|wtórny|taras|garaż/miejsce parkingowe|tak|2011|1.0|blok|0.0
Gdynia Dąbrowa 51,5m2 Szafranowa parter 2 pokoje|ul. Szafranowa, Dąbrowa, Gdynia, pomorskie|499000.0|51.5|2|parter|wtórny|balkon||nie|1990|0.0|blok|1.0
Dwupokojowe w Nowym Porcie idealne na start.|ul. Na Zaspę 30A, Nowy Port, Gdańsk, pomorskie|579000.0|57.3|2|2|wtórny||garaż/miejsce parkingowe|nie|1906|0.0|kamienica|1.0
3 pokojowe mieszkanie z widokiem na Starówkę!|ul. Podwale Przedmiejskie, Śródmieście, Gdańsk, pomorskie|822000.0|62.0|3|4|wtórny|balkon|garaż/miejsce parkingowe|tak|1960|1.0|blok|1.0
3 pokoje l Osobna kuchnia l Garaż dwustanowiskowy|ul. Świętokrzyska, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|792000.0|61.75|3|parter|wtórny|balkon|garaż/miejsce parkingowe|nie|2017|1.0|blok|0.0
"Nowe i Gotowe do zamieszkania | 3 pok. | Premium"|Kokoszki, Gdańsk, pomorskie|855000.0|57.26|3|2|wtórny|balkon|garaż/miejsce parkingowe|tak||0.0|blok|1.0
Osiedle Browar Gdański/ Gdańsk Wrzeszcz/ 3 pokoje|ul. Jana Kilińskiego, Wrzeszcz Dolny, Gdańsk, pomorskie|1550000.0|60.0|3|3|wtórny|balkon||tak|2015|0.0|apartamentowiec|0.0
Mieszkanie nad morzem|ul. Janusza Korczaka 4, Redłowo, Gdynia, pomorskie|1165000.0|101.5|4|5|wtórny|||tak|1997|1.0|apartamentowiec|0.0
Ostatnie 3pok na Jasieniu_GARAŻE_komórki_tram+bus|Jasień, Gdańsk, pomorskie|581000.0|60.0|3|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Nowe wykończone 42m2 ul.Niepołomicka 48 UMEBLOWANE|ul. Niepołomicka, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|580000.0|42.0|2||wtórny|balkon|garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|0.0
Wyjątkowe mieszkanie w sam raz dla Ciebie|ul. Letnicka, Letnica, Gdańsk, pomorskie|949000.0|49.06|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak||1.0|apartamentowiec|0.0
46,01 m2 Gdańsk Ujeścisko ekspozycja s/w|Ujeścisko-Łostowice, Gdańsk, pomorskie|495000.0|46.01|2|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
60,86 m2 Gdańsk Jasień - wykończone pod klucz|Jasień, Gdańsk, pomorskie|670500.0|60.86|3|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
Mieszkanie - Gdańsk Stare Miasto|ul. Szafarnia, Śródmieście, Gdańsk, pomorskie|1980000.0|77.0|3|1|wtórny|||tak||0.0|apartamentowiec|0.0
25,95 m2 Gdańsk Morena ekspozycja południowa|Piecki-Migowo, Gdańsk, pomorskie|452000.0|25.95|1|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
51,86 m2 mieszkanie na granicy moreny i jasienia|Jasień, Gdańsk, pomorskie|545000.0|51.86|3|1|pierwotny||garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
69,59 m2 na granicy moreny i jasienia ogród 112 m2|Jasień, Gdańsk, pomorskie|675000.0|69.59|4|parter|pierwotny|ogródek|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
Zainwestuj i zarabiaj w Gdańsku na Starym Mieście|ul. Łąkowa, Śródmieście, Gdańsk, pomorskie|1090000.0|45.86|2|5|wtórny|balkon|garaż/miejsce parkingowe|tak||0.0||0.0
3-pokojowe mieszkanie 72m2 + 2 balkony|Aleja Generała Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|900629.0|72.69|3|1||balkon|garaż/miejsce parkingowe|||||
"Przestronne i słoneczne | Blisko natury i centrum"|ul. Parkowa, Mały Kack, Gdynia, pomorskie|883200.0|69.0|3|1|wtórny|balkon|garaż/miejsce parkingowe|nie|2003|1.0|apartamentowiec|1.0
Kawalerka w sercu Starówki|Śródmieście, Gdańsk, pomorskie|539000.0|21.0|1|4|wtórny|||nie|1952|0.0||0.0
Apartament w Oliwie z ogrodem ok 200 m2|VII Dwór, Gdańsk, pomorskie|1800000.0|66.8|3|parter|wtórny|ogródek, taras||nie|2006|0.0||0.0
Wyjątkowe mieszkanie z dużym tarasem/Garnizon|Wrzeszcz Górny, Gdańsk, pomorskie|979000.0|37.9|2|1|wtórny|taras||tak||0.0|apartamentowiec|0.0
Nowe 2pok. mieszkanie - inwestycja premium!|Śródmieście, Gdańsk, pomorskie|1100000.0|46.0|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak||0.0|apartamentowiec|0.0
Mieszkanie z ogrodem Wiszące Ogrody|ul. Przytulna, Jasień, Gdańsk, pomorskie|649000.0|53.14|2|parter|wtórny|ogródek, taras||tak|2002|0.0|blok|1.0
Minimalistyczny apartament z widokiem|Działki Leśne, Gdynia, pomorskie|949000.0|74.61|3|3|wtórny|balkon||tak|1963|1.0|blok|1.0
Wyjątkowy Apartament 68 m2 Starowiejska-Gdańsk|ul. Starowiejska, Letnica, Gdańsk, pomorskie|1147000.0|67.5|3|6|wtórny||garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|0.0
3 niezależne pokoje centrum / bez pośredników|ul. Angielska Grobla, Śródmieście, Gdańsk, pomorskie|1440000.0|64.16|3|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2021|1.0|apartamentowiec|0.0
Niepowtarzalny apartament Gdańsk Starówka 37 m2|Śródmieście, Gdańsk, pomorskie|1020000.0|37.0|2|2|pierwotny||garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|0.0
464 750 Netto 5min Wyspa Spichrzów +BONUS 26+27.04|Śródmieście, Gdańsk, pomorskie|571690.0|36.8|2|parter|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
3-pokojowe mieszkanie 52m2 + ogródek Bezpośrednio|ul. Świętokrzyska, Ujeścisko-Łostowice, Gdańsk, pomorskie|539274.0|52.87|3|parter||ogródek|garaż/miejsce parkingowe|||||
Apartament na ostatnim piętrze w Centrum|Śródmieście, Gdańsk, pomorskie|1700000.0|90.0|3|5|wtórny|balkon|garaż/miejsce parkingowe|tak|2017|1.0|apartamentowiec|0.0
Dwupoziomowe, przestronne mieszkanie Dąbrowa|ul. Lukrecjowa, Dąbrowa, Gdynia, pomorskie|1050000.0|106.2|5|3|wtórny|balkon|garaż/miejsce parkingowe|nie|2001|1.0|blok|0.0
Niepowtarzalny apartament Gdańsk Starówka 37 m2|Śródmieście, Gdańsk, pomorskie|1020000.0|37.0|2|2|pierwotny||garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|0.0
Słoneczne mieszkanie 2 pokojowe na Oliwie!!|Oliwa, Gdańsk, pomorskie|859458.0|40.81|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2024|0.0||0.0
Siedlce/ 60m2/3pokoje/do remontu|ul. Kolonia Zręby, Siedlce, Gdańsk, pomorskie|699000.0|60.6|3|2|wtórny|balkon||nie|1980|1.0|blok|1.0
Piękne mieszkanie w samym środku Gdańska|ul. Mariana Kołodzieja, Ujeścisko-Łostowice, Gdańsk, pomorskie|699000.0|55.2|3|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2017|1.0|blok|0.0
3 pokoje, winda, parking, widok na port i las|ul. Jana Dantyszka, Leszczynki, Gdynia, pomorskie|479000.0|45.64|3|9|wtórny|balkon|garaż/miejsce parkingowe|tak|1976|0.0||1.0
Sopot,ul. Łokietka, oryginalny apartament 101,70 M|ul. Władysława Łokietka, Karlikowo, Sopot, pomorskie|2220000.0|101.7|4|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2011|1.0|apartamentowiec|1.0
3 pokoje po remoncie Działki Leśne Klimatyzacja|ul. Śląska, Działki Leśne, Gdynia, pomorskie|679000.0|57.1|3|4|wtórny|||nie|1934|1.0|blok|1.0
Nowe Mieszkania Gdańsk Jasień - Nowa Pólnica M11|ul. Pólnicy, Jasień, Gdańsk, pomorskie|872853.0|66.63|4|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|1.0|apartamentowiec|1.0
Apartament 4 pokoje nad morzem / Sopot Dolny/ Spa|ul. Stefana Okrzei, Karlikowo, Sopot, pomorskie|3543203.0|105.6|4|1|pierwotny|taras|garaż/miejsce parkingowe|tak|2021|1.0|apartamentowiec|0.0
Alvarium apartament Gdynia Orłowo!|ul. Legionów, Redłowo, Gdynia, pomorskie|948000.0|49.4|2|3|wtórny|taras|garaż/miejsce parkingowe|tak|2020|1.0|apartamentowiec|0.0
4 pokoje/ogród/ Spa /Gdynia Orłowo/700 M do plaży|Józefa Kiedronia, Orłowo, Gdynia, pomorskie|295617998.0|105.6|4|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2022|1.0|apartamentowiec|0.0
Gdynia/Sea Towers/ Apartament z widokiem na morze|ul. A. Hryniewickiego, Śródmieście, Gdynia, pomorskie|2590000.0|66.8|3|> 10|wtórny||garaż/miejsce parkingowe|tak|2009|0.0|apartamentowiec|0.0
"Gdańsk 2-pok | 5min od Motławy | Bez podatku Pcc"|ul. Długie Ogrody, Śródmieście, Gdańsk, pomorskie|645000.0|37.0|2|1|wtórny||garaż/miejsce parkingowe|nie|1960|1.0|blok|1.0
3 pokoje z ogródkiem wyposażone/Gdynia Oksywie|ul. Australijska, Oksywie, Gdynia, pomorskie|741000.0|57.0|3|parter|wtórny|ogródek|garaż/miejsce parkingowe|tak|2022|1.0|blok|0.0
Eleganckie 2 pokoje Aquarius Sopot|ul. Armii Krajowej, Lisie Wzgórze, Górny Sopot, Sopot, pomorskie|1499000.0|47.0|2|parter|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2009|0.0|apartamentowiec|1.0
Gdańsk Żabianka-2-pok ul.Pomorska|ul. Pomorska, Żabianka, Gdańsk, pomorskie|555000.0|41.0|2|> 10|wtórny|||tak|1976|0.0|blok|0.0
Bezpośrednio ul. Dworska, Gdańsk, blisko plaży|Brzeźno, Gdańsk, pomorskie|725000.0|83.0|3|parter|wtórny|||nie||1.0|blok|0.0
Dwupokojowe mieszkanie z ogródkiem|ul. Diany, Osowa, Gdańsk, pomorskie|569800.0|45.0|2|parter|wtórny|||tak|2019|0.0|apartamentowiec|0.0
2-pokojowe mieszkanie 49m2 + balkon Bezpośrednio|ul. Władysława Czermińskiego, Jasień, Gdańsk, pomorskie|536000.0|49.21|2|4||balkon|garaż/miejsce parkingowe|||||
Mila Baltica 10 minut do morza 3 pokoje zadbane|ul. Bolesława Chrobrego, Wrzeszcz Dolny, Gdańsk, pomorskie|1400000.0|68.0|3|2|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2015|1.0|apartamentowiec|1.0
Gdańsk Śródmieście idealna inwestycja|ul. Szuwary, Śródmieście, Gdańsk, pomorskie|475000.0|38.62|2|4|wtórny||garaż/miejsce parkingowe|nie||0.0||0.0
Mieszkanie - Gdańsk Przymorze|Aleja Rzeczypospolitej, Zaspa-Rozstaje, Gdańsk, pomorskie|2450000.0|98.2|4|> 10|wtórny|balkon|garaż/miejsce parkingowe|tak||1.0|apartamentowiec|0.0
Gdańsk, Suchanino, 3 pokoje po remoncie!|ul. Karola Kurpińskiego, Suchanino, Gdańsk, pomorskie|649000.0|52.2|3|2|wtórny|balkon||nie|1980|0.0||1.0
Mieszkanie: ul. Gen. Bora-Komorowskiego Gdańsk|ul. gen. Bora-Komorowskiego, Przymorze Małe, Gdańsk, pomorskie|757500.0|107.2|5||wtórny|||nie||0.0||0.0
4-pokojowy apartament 85m2 + balkon Bezpośrednio|ul. Kardynała Wyszyńskiego, Śródmieście, Gdynia, pomorskie|1668968.0|85.27|4|1||balkon|garaż/miejsce parkingowe|||||
"Nowe | Kompletnie urządzone | Prywatnie"|ul. Dywizji Kościuszkowskiej, Wzgórze Św. Maksymiliana, Gdynia, pomorskie|830000.0|40.46|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak||1.0|apartamentowiec|0.0
Apartament Premium gotowy do zamieszkania Gdynia|ul. Legionów, Redłowo, Gdynia, pomorskie|1788000.0|68.38|3|8|wtórny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
Nowoczesne mieszkanie w inwestycji Platynowa Park|ul. Kadmowa, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|600000.0|41.0|2|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|0.0
3-pokojowe mieszkanie 37m2 + balkon Bez Prowizji|ul. Lubowidzka, Jasień, Gdańsk, pomorskie|447000.0|37.13|3|2||balkon|garaż/miejsce parkingowe|||||
2-pokojowe mieszkanie 31m2 + balkon|ul. Lubowidzka, Jasień, Gdańsk, pomorskie|385000.0|31.08|2|1||balkon|garaż/miejsce parkingowe|||||
Apartament czteropokojowy - Tarasy Bałtyku|Przymorze Wielkie, Gdańsk, pomorskie|2148000.0|82.5|4|7|wtórny|balkon||tak||0.0|apartamentowiec|0.0
Mieszkanie 2 pokoje + hala garażowa Garnizon|Wrzeszcz Górny, Gdańsk, pomorskie|998000.0|43.19|2|2|wtórny|||tak|2021|0.0|apartamentowiec|0.0
Morena-Jasień nowe mieszkanie|Piecki-Migowo, Gdańsk, pomorskie|598674.0|41.75|2|2|pierwotny|balkon||tak|2025|0.0||0.0
-Oliwa-Nowe apartamenty-|Oliwa, Gdańsk, pomorskie|2244439.0|96.13|4|2|pierwotny|balkon||tak|2024|0.0||0.0
3 pokojowe mieszkanie - idealna inwestycja|Ujeścisko-Łostowice, Gdańsk, pomorskie|676000.0|58.0|3|3|wtórny|balkon||tak|2023|0.0|blok|0.0
Słoneczny Apartament na Kamiennej Górze 100 m2|ul. Mariacka, Kamienna Góra, Gdynia, pomorskie|2400000.0|100.0|3|2|wtórny|balkon|garaż/miejsce parkingowe|nie|1999|1.0|apartamentowiec|0.0
Frontowy apartament w inwestycji Brabank|ul. Stara Stocznia, Śródmieście, Gdańsk, pomorskie|2850000.0|88.0|3|5|pierwotny|||nie|2022|0.0||0.0
2-poziomowe + 2 balkony PARK DULIN'A/2023|ul. Aleksandra Dulin'a, Ujeścisko-Łostowice, Gdańsk, pomorskie|796320.0|94.8|2|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|blok|0.0
Neo Jasień - D20|ul. Potęgowska, Jasień, Gdańsk, pomorskie|436000.0|33.0|2|3|pierwotny|balkon||nie|2022|0.0||0.0
Promocja na mieszkanie 3 pokojowe, Śródmieście|ul. Kartuska, Siedlce, Gdańsk, pomorskie|90297170.0|58.26|3|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|kamienica|1.0
Mieszkanie A11 Wieżycka Folwark 53.75m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|527361.0|53.75|2|parter|pierwotny|balkon, ogródek, taras||tak|2025|0.0||0.0
Nowa oferta mieszkań - Meva - Gdynia Grabówek M24|ul. Gerarda Denhoffa 2, Grabówek, Gdynia, pomorskie|770000.0|58.76|3|3|pierwotny||garaż/miejsce parkingowe|nie|2024|1.0||0.0
"Ogrody Diany |Hery 7/21"|ul. Diany, Osowa, Gdańsk, pomorskie|600000.0|56.52|3|parter|pierwotny|ogródek|garaż/miejsce parkingowe|tak|2025|1.0|blok|1.0
Mieszkanie - Gdańsk Orunia Górna|ul. Emilii Hoene, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|549000.0|55.94|3|4|wtórny|||nie|1992|1.0|blok|1.0
Mieszkanie - Sopot Wyścigi|Karlikowo, Sopot, pomorskie|1370000.0|61.4|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2008|1.0|apartamentowiec|1.0
Nowe, komfortowe w najlepszej lokalizacji Gdańska|Letnica, Gdańsk, pomorskie|1319940.0|73.33|4|> 10|pierwotny||garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|1.0
Kawalerka / balkon / miejsce w hali|ul. Bronisława Dembińskiego, Leszczynki, Gdynia, pomorskie|510000.0|36.5|1|4|wtórny|balkon|garaż/miejsce parkingowe|tak|2012|1.0|blok|0.0
Wyjątkowy apartament w Sopocie|ul. Armii Krajowej, Osiedle Mickiewicza, Sopot, pomorskie|1995000.0|69.5|3|2|wtórny|balkon|garaż/miejsce parkingowe|tak||0.0|apartamentowiec|0.0
Dwa pokoje po remoncie blisko plaży Jelitkowo|ul. Jakuba Wejhera, Wejhera, Gdańsk, pomorskie|569000.0|32.0|2|3|wtórny|||nie|1970|0.0|blok|1.0
Przestronny apartament 2 pok. - Sopot|ul. Smolna, Świemirowo, Sopot, pomorskie|142120972.0|55.9|2|3|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
Apartament z tarasem (13 m2)|ul. Smolna, Świemirowo, Sopot, pomorskie|113837921.0|49.2|2|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
Komfortowy apartament - wygoda i styl!|ul. Smolna, Świemirowo, Sopot, pomorskie|144535927.0|68.7|3|2|pierwotny||garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
Komfortowy apartament przy lesie!|ul. Smolna, Świemirowo, Sopot, pomorskie|2455180.0|101.1|4|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
Apartament z ogródkiem - Sopot|ul. Smolna, Świemirowo, Sopot, pomorskie|97204732.0|49.4|2|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
Komfortowy apartament - widok na morze!|ul. Smolna, Świemirowo, Sopot, pomorskie|244321391.0|113.4|4|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|0.0
4-pokojowe mieszkanie 76m2 + balkon|ul. Kartuska, Siedlce, Gdańsk, pomorskie|1190728.0|76.11|4|4||balkon|garaż/miejsce parkingowe|||||
Piękne, jasne mieszkanie przy ul. Chłopskiej|ul. Chłopska, Przymorze Małe, Gdańsk, pomorskie|455000.0|29.0|2|4|wtórny|balkon||nie|1963|1.0|blok|1.0
Brabank 4 pok 101m2 balkon 2 X hala komórka|ul. Stara Stocznia, Śródmieście, Gdańsk, pomorskie|3190000.0|101.48|4|2|wtórny||garaż/miejsce parkingowe|tak|2022|1.0|apartamentowiec|0.0
4 pokojowy apartament nad morzem - Gdynia Orłowo|Józefa Kiedronia, Orłowo, Gdynia, pomorskie|295617998.0|105.6|4|parter|pierwotny|balkon|garaż/miejsce parkingowe|nie||0.0||0.0
4 pokoje, do własnej aranżacji na Przymorzu!|ul. Lęborska, Przymorze Małe, Gdańsk, pomorskie|715000.0|62.2|4|> 10|wtórny|balkon||tak||1.0|blok|1.0
Sprzedaż mieszkania|Chylonia, Gdynia, pomorskie|599000.0|57.0|3|1|wtórny|balkon||nie|1972|0.0|blok|1.0
Kawalerka blisko morza - ul. Kołobrzeska Przymorze|ul. Kołobrzeska, Przymorze Wielkie, Gdańsk, pomorskie|449000.0|27.0|1|1|wtórny|balkon||nie|1970|0.0|blok|1.0
Przestronne trzy pokoje na Gdańskim Przymorzu!|ul. Kołobrzeska, Przymorze Wielkie, Gdańsk, pomorskie|820000.0|59.8|3|parter|wtórny|||tak|1970|0.0|blok|0.0
Słoneczne, 3 pokojowe mieszkanie na Łostowicach!|ul. Wielkopolska, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|699000.0|65.64|3|1|wtórny|balkon||nie|2008|1.0|blok|0.0
Sprzedaż 2-pokoje, Gdynia - Witomino, ul. Widna|ul. Widna, Witomino-Radiostacja, Gdynia, pomorskie|465000.0|34.8|2|4|wtórny|||nie|1980|1.0|blok|1.0
centrum ! Z Widokiem na Motławę!|ul. Stępkarska, Śródmieście, Gdańsk, pomorskie|697000.0|27.0|1|2|wtórny|||tak|2022|1.0|blok|0.0
11 Piętro z Widokiem na Morze|Przymorze Wielkie, Gdańsk, pomorskie|797000.0|33.0|1|> 10|wtórny|balkon|garaż/miejsce parkingowe|tak|2022|1.0|apartamentowiec|1.0
Przesympatyczna kawalerka z widokiem na zieleń|ul. Szara, Siedlce, Gdańsk, pomorskie|450000.0|30.94|1|6|wtórny|||tak||1.0|blok|1.0
3 pokoje Sopot z ogromnym potencjałem 47m2|Przylesie, Sopot, pomorskie|650000.0|47.0|3|10|wtórny|balkon, taras||tak|1985|0.0||1.0
Doskonałe dla rodziny! Świetna lokalizacja!|ul. Księcia Józefa Poniatowskiego, Aniołki, Gdańsk, pomorskie|1090000.0|100.1|4|3|wtórny|balkon||nie|2001|0.0|blok|1.0
Apartament Gdańsk Śródmieście|ul. Lastadia, Śródmieście, Gdańsk, pomorskie|1300000.0|56.0|2|1|wtórny|||nie|2011|1.0||0.0
Mieszkanie 2 pok. z możliwością pozostawienia wypo|ul. inż. J. Śmidowicza, Oksywie, Gdynia, pomorskie|519000.0|60.2|2|parter|wtórny|||nie|1930|1.0|blok|1.0
2-pokojowe mieszkanie 49m2 + balkon Bezpośrednio|ul. Władysława Czermińskiego, Jasień, Gdańsk, pomorskie|526000.0|49.21|2|2||balkon|garaż/miejsce parkingowe|||||
Kawalerka pełna słońca blisko parku i centrum!|ul. Szara, Siedlce, Gdańsk, pomorskie|399000.0|30.94|1|9|wtórny|||tak|1977|0.0||0.0
Przestronne 4 pokoje w Redłowie - dla rodziny !!!|ul. Legionów, Redłowo, Gdynia, pomorskie|1570000.0|110.86|4|6|wtórny|balkon|garaż/miejsce parkingowe|tak|2006|1.0|apartamentowiec|0.0
Znakomite i przestronne mieszkanie blisko morza|ul. Huzarska, Redłowo, Gdynia, pomorskie|1199000.0|82.0|3|parter|wtórny|ogródek, taras||nie|1958|1.0|kamienica|0.0
Wykończone 3 Pokoje w Nowej Inwestycji|ul. Józefa Unruga, Ujeścisko-Łostowice, Gdańsk, pomorskie|675000.0|61.5|3|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2024|0.0|blok|0.0
