title|area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude
Mieszkanie na sprzedaż, Gdańsk, Morena, 3 pokoje, 60,6 mkw, za 843000 zł|60.6|3.0|1-3|secondary|1|1|2007.0|1.0|Apartment|1.0|13911.0|1|0|0| morenowe wzgórze|piecki-migowo|gdansk|54.349419|18.565512
Ma sprzedaż trzypokojowe mieszkanie 500 m od plaży|59.4|3.0|1-3|secondary|0|0|1973.0|1.0|Apartment|1.0|10098.0|1|0|0| ikara|babie doły|gdynia|54.580415|18.539559
Mieszkanie - Gdańsk Łostowice|41.46|2.0|1-3|secondary|1|1|2024.0|0.0|Apartment|1.0|10733.0|1|0|0| pastelowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
3 pokoje dla rodziny, szkoła, ogród,Osowa!|66.0|3.0|0|secondary|1|0|2001.0|1.0|Apartment|1.0|11363.0|1|0|0| orfeusza|osowa|gdansk|54.430298|18.470018
2 pok. mieszkanie w świetnej lokalizacji.|47.69|2.0|1-3|secondary|1|1|2015.0|1.0|Apartment|0.0|20759.0|1|0|0| batalionów chłopskich|wzgórze św. maksymiliana|gdynia|54.497971|18.541104
Przestronne, funkcjonalne z widokiem na park|60.96|3.0|1-3|secondary|1|1|2023.0|1.0|Apartment|0.0|10646.0|1|0|0| lawendowe wzgórze|jasień|gdansk|54.327865|18.563606
Mieszkanie - Gdańsk Kokoszki|47.9|2.0|0|secondary|1|0|2023.0|1.0|Apartment|0.0|12004.0|0|0|0| null|kokoszki|gdansk|54.354766|18.491171
4pokoje 88.1m2, Osowa|75.88|4.0|1-3|secondary|1|0|2005.0|0.0|Apartment|1.0|10530.0|1|0|0| międzygwiezdna|osowa|gdansk|54.430298|18.470018
5pokoi/60m2 Ogród/ gotowe do zamieszkania|90.3|5.0|0|secondary|1|0|1993.0|0.0|Apartment|1.0|11063.0|1|0|0| damroki|jasień|gdansk|54.341704|18.566283
Zadbane mieszkanie w kamienicy - centrum Gdyni|49.37|2.0|4-7|secondary|0|0|1950.0|0.0|Apartment|1.0|12151.0|1|0|0| władysława iv|śródmieście|gdynia|54.51567|18.538271
Funkcjonalne 3 pokoje-do aranżacji|61.78|3.0|1-3|secondary|0|1|2023.0|0.0|Apartment|0.0|10505.0|0|0|0| lawendowe wzgórze|jasień|gdansk|54.327865|18.563606
Apartament w Śródmieściu Gdańska Nowa Grobla|50.07|2.0|4-7|secondary|0|0|2019.0|0.0|Apartment|0.0|21569.0|1|0|0| długa grobla|śródmieście|gdansk|54.347715|18.664475
Mieszkanie Gdańsk Matarnia ul. Kadetów 60,6 m2|60.6|3.0|1-3|secondary|0|0|1992.0|1.0|Apartment|1.0|10726.0|1|0|0| kadetów|matarnia|gdansk|54.378666|18.506039
Nowy apartament, skandynawski designe, Ogrody Tesoro|7.0|4.0|1-3|secondary|1|0|2019.0|1.0|Apartment|0.0|14986.0|1|0|0| almeryjska|pogórze|gdynia|54.568566|18.482055
Świetna inwestycja w idealnej lokalizacji!|31.0|1.0|4-7|secondary|0|1|1970.0|0.0|Apartment|0.0|12903.0|0|0|0| jacka malczewskiego|siedlce|gdansk|54.348542|18.624595
3 pokoje   nowocześnie wykończone|73.9|3.0|4-7|secondary|1|0|2010.0|0.0|Apartment|0.0|20298.0|1|0|0| wita stwosza|strzyża|gdansk|54.398153|18.569416
3-pokojowe w doskonałej lokalizacji/hala garażowa|67.21|3.0|1-3|secondary|1|0|2001.0|0.0|Apartment|1.0|21574.0|1|0|0| króla jana kazimierza|karlikowo|sopot|54.434487|18.567244
3-pokojowe z Ogródkiem na Sprzedaż|70.4|3.0|0|secondary|0|0|2017.0|0.0|Apartment|0.0|1335.0|0|0|0| czerska|orunia-św. wojciech-lipce|gdansk|54.15552|18.652661
2 Pokoje Z Ogrodem I Miejscem Parkingowym!|37.0|2.0|0|secondary|1|0|2023.0|0.0|Apartment|0.0|14838.0|0|0|0| hokejowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
Wysoki standard   2 pokoje   Osiedle Wolne Miasto|42.19|2.0|1-3|secondary|1|1|2018.0|1.0|Apartment|0.0|1467.0|1|0|0| cedrowa|ujeścisko-łostowice|gdansk|54.333711|18.591182
Mieszkanie w pięknej kamienicy w sercu Oliwy|101.6|4.0|1-3|secondary|1|0|1910.0|1.0|Apartment|1.0|12795.0|0|1|0| obrońców westerplatte|oliwa|gdansk|54.408498|18.562807
Oliwa- Słoneczne mieszkanie w idealnej lokalizacji|101.6|4.0|1-3|secondary|0|0|1910.0|0.0|Apartment|0.0|12795.0|0|0|0| obrońców westerplatte|oliwa|gdansk|54.408498|18.562807
Słoneczne, taras 65 m2, sauna, przy lesie!|103.9|3.0|1-3|secondary|1|0|2010.0|1.0|Apartment|0.0|12801.0|0|0|0| władysława kańskiego|chwarzno-wiczlino|gdynia|54.500163|18.439063
Mieszkanie - Gdynia Orłowo|77.1|3.0|1-3|secondary|1|0|1970.0|0.0|Apartment|0.0|8.0|1|0|0| łowicka|mały kack|gdynia|54.483934|18.52793
Do 15.05 niższa cena|60.7|3.0|1-3|secondary|1|0|1908.0|1.0|Apartment|1.0|2125.0|0|1|0| armii krajowej|górny sopot|sopot|54.440065|18.556977
Wyremontowane 2 pokoje z miejscami postojowymi|42.7|2.0|1-3|secondary|1|0|1980.0|0.0|Apartment|1.0|11218.0|0|0|0| żwirowa|cisowa|gdynia|54.548571|18.443583
4 pokoje z ogródkiem blisko morza!|8.0|4.0|0|secondary|1|1|2022.0|0.0|Apartment|1.0|19500.0|0|0|1| starowiejska|letnica|gdansk|54.394982|18.646767
Kawalerka Bastion Wałowa - 23%VAT|30.0|1.0|1-3|secondary|0|1|2018.0|0.0|Apartment|0.0|24300.0|0|0|0| wałowa|śródmieście|gdansk|54.347752|18.656125
Doskonała lokalizacja na granicy Przymorza i Oliwy - 3 pokoje - nie falowiec|49.0|3.0|1-3|secondary|0|0|1975.0|1.0|Apartment|1.0|14265.0|0|0|0| piastowska|przymorze|gdansk|54.416119|18.586288
Dobra inwestycja 450m do Parku Reagana niefalowiec|3.0|2.0|4-7|secondary|1|1|1980.0|0.0|Apartment|1.0|17656.0|0|0|0| kołobrzeska|przymorze|gdansk|54.404177|18.592665
2 pokoje na Przymorzu, obok SKM i UG|40.07|2.0|0|secondary|0|0|1970.0|0.0|Apartment|0.0|15448.0|0|0|0| słupska|przymorze|gdansk|54.400602|18.578296
Mieszkanie 3 pokojowe z balkonem, Leszczynki|70.1|3.0|4-7|secondary|1|1|1998.0|1.0|Apartment|1.0|11398.0|1|0|0| morska|leszczynki|gdynia|54.537343|18.474899
Idealne dla rodziny, zamknięte osiedle|88.1|4.0|1-3|secondary|1|0|2005.0|0.0|Apartment|0.0|9069.0|0|0|0| międzygwiezdna|osowa|gdansk|54.430298|18.470018
Apartament w zaciszu Górnego Sopotu|164.7|3.0|1-3|secondary|1|0|2000.0|0.0|Apartment|0.0|1630.0|0|0|0| 23 marca|górny sopot|sopot|54.447642|18.54261
Mieszkanie 2 pokojowe z potencjałem   spółdzielczo własnościowe   duży balkon   Piecki-Migowo Gdańsk|42.5|2.0|1-3|secondary|0|1|1976.0|1.0|Apartment|1.0|12471.0|0|0|0| wileńska|piecki-migowo|gdansk|54.361464|18.59957
4 Pokoje Z Pięknym Widokiem!|64.0|4.0|4-7|secondary|0|0|1975.0|0.0|Apartment|0.0|11703.0|0|0|0| powstańców warszawskich|suchanino|gdansk|54.358662|18.624713
Mieszkanie w Sopocie, blisko plaży!!!|53.1|2.0|1-3|secondary|1|0|1920.0|0.0|Apartment|1.0|1836.0|1|1|0| bitwy pod płowcami|karlikowo|sopot|54.433864|18.58015
Mieszkanie z ogrodem - magiczny klimat|60.0|2.0|1-3|secondary|0|0|1912.0|0.0|Apartment|0.0|13123.0|0|0|0| turystyczna|wyspa sobieszewska|gdansk|54.344312|18.825662
Jasne 3-pokojowe idealne dla rodziny!|61.27|3.0|4-7|secondary|0|0|1990.0|0.0|Apartment|0.0|10103.0|0|0|0| krzemowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
3 pok. mieszkanie z tarasem na św. ducha|85.0|3.0|4-7|secondary|1|0|1954.0|1.0|Apartment|1.0|12353.0|1|0|1| null|śródmieście|gdansk|54.348854|18.65775
Gdańsk Zaspa. Mieszkanie 3 pokojowe na sprzedaż.|61.0|3.0|1-3|secondary|0|1|1980.0|0.0|Apartment|1.0|12443.0|0|0|0| startowa|zaspa|gdansk|54.395716|18.594051
Dwupokojowe, jasne mieszkanie z werandą.|53.95|2.0|1-3|secondary|0|0|1945.0|0.0|Apartment|1.0|33000.0|0|0|0| jana winieckiego|dolny sopot|sopot|54.447978|18.561379
Szumilas Gdańsk Kowale Magazynowa gotowe M2!|57.0|2.0|1-3|secondary|0|1|2023.0|0.0|Apartment|0.0|8579.0|0|0|0| pałacowa|ujeścisko-łostowice|gdansk|54.303159|18.554516
Mieszkanie Gdańsk Śródmieście z halą garażową|47.53|2.0|1-3|secondary|1|1|2021.0|1.0|Apartment|0.0|18830.0|0|0|0| wilcza|śródmieście|gdansk|54.344016|18.647801
Sprzedaż /2 pokoje /miejsce parkingowe/nowe/balkon|36.5|2.0|1-3|secondary|0|0|2023.0|0.0|Apartment|0.0|13973.0|0|0|0| jagiełły|orunia górna - gdańsk południe|gdansk|54.486843|18.333143
Gdańsk - Oliwa Park - 3 pokoje z ogrodem|56.0|3.0|0|secondary|0|0|2011.0|0.0|Apartment|0.0|2098.0|0|0|0| bolesława krzywoustego|przymorze|gdansk|54.412553|18.579975
Komfortowe 3-Pokojowe Mieszkanie na Osiedlu Diany|74.33|3.0|1-3|secondary|1|1|2014.0|0.0|Apartment|0.0|11974.0|1|0|0| koziorożca|osowa|gdansk|54.430298|18.470018
Eleganckie mieszkanie z pełnym wyposażeniem gdańsk|43.0|2.0|1-3|secondary|1|1|2017.0|1.0|Apartment|0.0|14186.0|1|0|0| mjr. mieczysława słabego|matarnia|gdansk|54.371912|18.524322
Ostatni apartament z frontowym widokiem na Motławę|108.0|4.0|4-7|secondary|1|1|2023.0|0.0|Apartment|0.0|32407.0|0|0|0| stara stocznia|śródmieście|gdansk|54.355462|18.661959
Słoneczne mieszkanie z balkonem|65.8|3.0|1-3|secondary|1|0|2008.0|0.0|Apartment|0.0|9635.0|0|0|0| null|kokoszki|gdansk|54.444353|18.389566
HL 0793 - Dwupoziomowe mieszkanie w centrum Wrzeszcza!|110.0|4.0|1-3|secondary|0|0|2022.0|0.0|Apartment|0.0|8991.0|0|0|0| jesionowa|wrzeszcz|gdansk|54.381786|18.606236
Apartament ścisłe Centrum Gdańska, ul. Chmielna|46.7|2.0|1-3|secondary|1|1|2016.0|1.0|Apartment|0.0|20557.0|1|0|0| chmielna 71|śródmieście|gdansk|54.343007|18.654122
Dwupokojowe, słoneczne mieszkanie z werandą|51.3|2.0|1-3|secondary|0|0|1945.0|0.0|Apartment|1.0|33040.0|0|0|0| jana winieckiego|dolny sopot|sopot|54.447978|18.561379
Spokojne Okolica i duże 2 pokoje w Nowym Porcie|61.15|2.0|1-3|secondary|0|0|1906.0|0.0|Apartment|0.0|9141.0|0|0|0| strajku dokerów|nowy port|gdansk|54.401528|18.66328
Apartament z ogrodem i halą garażową.|70.8|3.0|0|secondary|1|1|2019.0|0.0|Apartment|0.0|26695.0|0|0|0| aleja niepodległości|dolny sopot|sopot|54.442402|18.559893
Idealne pod wynajem!3 pokoje!Świetna lokalizacja|63.1|3.0|1-3|secondary|0|0|1980.0|0.0|Apartment|1.0|12678.0|1|0|0| jana nagórskiego|zaspa|gdansk|54.390996|18.604477
Kawalerka z oddzielną kuchnią spółdzielcze|31.0|1.0|8+|secondary|0|0|1977.0|0.0|Apartment|1.0|13226.0|1|0|0| szara|siedlce|gdansk|54.348516|18.611804
Letnica - fantastyczne mieszkanie 4 pokojowe|100.3|4.0|4-7|secondary|1|1|2023.0|1.0|Apartment|0.0|15454.0|1|0|0| starowiejska|letnica|gdansk|54.394982|18.646767
Mieszkanie - Gdańsk Wrzeszcz|69.0|4.0|4-7|secondary|1|1|2021.0|1.0|Apartment|1.0|19928.0|1|0|0| jaśkowa dolina|wrzeszcz|gdansk|54.369968|18.596816
Mieszkanie - Gdańsk Zaspa|59.0|3.0|1-3|secondary|1|1|2017.0|1.0|Apartment|1.0|24237.0|1|0|0| chrobrego bolesława|wrzeszcz|gdansk|54.381786|18.606236
2 Pokoje Na Karwinach z widokiem na LAS|48.0|2.0|1-3|secondary|0|0|1986.0|0.0|Apartment|0.0|11349.0|0|0|0| janiny porazińskiej|karwiny|gdynia|54.474587|18.481476
Mieszkanie dla Studenta|37.0|2.0|1-3|secondary|0|0|1955.0|1.0|Apartment|1.0|116.0|0|0|0| komandorska|grabówek|gdynia|54.528526|18.502222
Okazja!! 3 kawalerki Św. Barbary Gdańsk|68.0|3.0|0|secondary|1|0|2019.0|0.0|Apartment|0.0|19853.0|0|1|0| św. barbary|śródmieście|gdansk|54.347715|18.664475
Mieszkanie 3 pokojowe z balkonem do remontu!|60.4|3.0|0|secondary|1|0|1980.0|1.0|Apartment|1.0|927.0|1|0|0| chylońska|cisowa|gdynia|54.545155|18.460712
Mieszkanie 3 pok. w doskonałej lokalizacji- Gdynia|54.87|3.0|1-3|secondary|0|0|1965.0|0.0|Apartment|1.0|12556.0|0|0|0| powstania wielkopolskiego|redłowo|gdynia|54.491826|18.550099
Mieszkanie na sprzedaż, Gdańsk, Chełm, 2 pokoje, 39 mkw, za 490000 zł|39.0|2.0|4-7|secondary|0|0|1988.0|0.0|Apartment|0.0|12564.0|1|0|0| cebertowicza|chełm|gdansk|54.437998|18.44965
Mieszkanie w atrakcyjnej lokalizacji|63.6|3.0|1-3|secondary|1|0|2010.0|0.0|Apartment|0.0|11619.0|0|0|0| null|kokoszki|gdansk|54.444353|18.389566
Duży ogródek, winda, miejsce w hali|64.57|3.0|1-3|secondary|1|1|2023.0|1.0|Apartment|0.0|10794.0|1|0|0| gryfa pomorskiego|wielki kack|gdynia|54.466994|18.488184
Nieruchomość w Samym Sercu Gdańska|61.6|3.0|1-3|secondary|0|0|1950.0|0.0|Apartment|0.0|19481.0|0|0|0| grobla i|śródmieście|gdansk|54.350776|18.653703
3 pokoje w ścisłym Śródmieściu Gdyni|76.0|3.0|4-7|secondary|0|1|1999.0|1.0|Apartment|0.0|18421.0|1|0|0| starowiejska|śródmieście|gdynia|54.5198415|18.538188
Apartament z klimatem miasta|70.0|3.0|4-7|secondary|0|1|2020.0|0.0|Apartment|0.0|29986.0|0|0|0| stara stocznia|śródmieście|gdansk|54.355462|18.661959
NOWE 2 pokoje, ogródek, parking|37.0|2.0|0|secondary|1|0|2020.0|0.0|Apartment|0.0|14838.0|1|1|0| hokejowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
Apartament inwestycyjny / kawalerka / biuro|26.0|1.0|1-3|secondary|0|0|2022.0|0.0|Apartment|0.0|16885.0|0|0|0| śląska 12|przymorze|gdansk|54.406171|18.576846
Mieszkanie z widokiem na wschód słońca|54.0|3.0|0|secondary|0|0|2017.0|0.0|Apartment|0.0|1235.0|0|0|0| turzycowa 45|jasień|gdansk|54.329128|18.557833
Rodzinna oaza z dwoma tarasami i pięknym widokiem|93.31|4.0|1-3|secondary|1|1|2023.0|1.0|Apartment|0.0|13814.0|0|0|0| janki bryla|chwarzno-wiczlino|gdynia|54.49358|18.442439
Gdańsk, 2 pokojowe mieszkanie wykończone!|36.09|2.0|1-3|secondary|1|1|2023.0|1.0|Apartment|0.0|14658.0|1|0|0| potęgowska|jasień|gdansk|54.340089|18.560014
Mieszkanie z niesamowitym potencjałem|93.4|4.0|1-3|secondary|0|0|2007.0|0.0|Apartment|0.0|13383.0|0|0|0| myśliwska|piecki-migowo|gdansk|54.350849|18.567059
4-pok.mieszkanie z miejscem w hali i komórką|94.0|4.0|1-3|secondary|1|0|2006.0|1.0|Apartment|1.0|12766.0|1|0|0| nowodworcowa|wielki kack|gdynia|54.467664|18.492842
Apartament z Widokiem na Wodę|77.0|4.0|4-7|secondary|1|1|2010.0|1.0|Apartment|0.0|22000.0|1|0|0| chłopska|przymorze|gdansk|54.411658|18.588208
Dwupoziomowe mieszkanie Karczemki|62.6|2.0|1-3|secondary|1|0|2002.0|0.0|Apartment|0.0|9661.0|1|0|0| storczykowa|kokoszki|gdansk|54.3552|18.509753
Mieszkanie przy plaży i sopockim molo|38.09|1.0|1-3|secondary|0|1|2000.0|1.0|Apartment|0.0|29535.0|1|0|0| grunwaldzka|dolny sopot|sopot|54.4409635|18.561271
Duże 2 Pokoje Z Oddzielną Kuchnią - Chełm!|50.0|2.0|4-7|secondary|0|0|1987.0|0.0|Apartment|0.0|11600.0|1|0|0| władysława cieszyńskiego|chełm|gdansk|54.335675|18.612522
Mieszkanie Gdańsk Św. Wojciech Lipce ul. Głucha 42,2 m2|42.0|2.0|4-7|secondary|0|0|1990.0|0.0|Apartment|1.0|9929.0|1|0|0| głucha|orunia-św. wojciech-lipce|gdansk|54.15552|18.652661
Mieszkanie inwestycyjne 8,27% ROI Gdynia Główna|69.79|3.0|4-7|secondary|1|0|1920.0|0.0|Apartment|1.0|11033.0|1|0|0| podjazd|działki leśne|gdynia|54.5193833|18.5308999
2 pokojowe w Centrum Wrzeszcz|60.0|2.0|0|secondary|1|0|1933.0|1.0|Apartment|1.0|9983.0|0|0|0| lendziona|wrzeszcz|gdansk|54.381786|18.606236
Mieszkanie - Gdynia Cisowa|44.0|2.0|1-3|secondary|0|0|1980.0|0.0|Apartment|0.0|10886.0|0|0|0| kcyńska|cisowa|gdynia|54.548571|18.443583
Mieszkanie - Gdańsk Wrzeszcz|55.0|2.0|4-7|secondary|1|0|1955.0|1.0|Apartment|1.0|18364.0|0|0|0| kościuszki tadeusza|wrzeszcz|gdansk|54.263217|18.65314
Mieszkanie - Gdynia Cisowa|53.41|3.0|8+|secondary|1|0|1983.0|0.0|Apartment|0.0|9905.0|1|0|0| zbożowa|cisowa|gdynia|54.548571|18.443583
Mieszkanie - Gdańsk Kokoszki|49.19|2.0|1-3|secondary|0|0|2001.0|0.0|Apartment|1.0|10571.0|1|0|0| różany stok|kokoszki|gdansk|54.355548|18.51238
Apartament z Widokiem na Motławę i Stare Miasto|73.0|3.0|1-3|secondary|1|1|2023.0|1.0|Apartment|0.0|35616.0|1|0|0| sienna grobla|śródmieście|gdansk|54.356946|18.667037
Gdańsk Piastowska piękne 3-pokojowe po remoncie|54.0|3.0|0|secondary|0|0|1965.0|1.0|Apartment|1.0|13888.0|0|0|0| piastowska|przymorze|gdansk|54.416119|18.586288
Umeblowane,, opcja garaz, 3 pokoje centr. Gdańska!|68.1|3.0|1-3|secondary|1|0|1950.0|1.0|Apartment|1.0|129.0|1|0|0| jana heweliusza|śródmieście|gdansk|54.356306|18.65071
Mieszkanie - Gdańsk Jasień|55.14|2.0|1-3|secondary|1|0|2002.0|1.0|Apartment|1.0|9974.0|1|0|0| gabrysiak aleksandry|jasień|gdansk|54.340089|18.560014
Mieszkanie z balkonem 2 pok. miejsce w hali komórka Gdańsk Śródmieście|40.0|2.0|4-7|secondary|0|0|2018.0|0.0|Apartment|0.0|22750.0|0|0|0| null|śródmieście|gdansk|54.348854|18.65775
2 pokoje blisko morze, komunikacja, Przymorze!|38.0|2.0|1-3|secondary|1|1|1975.0|1.0|Apartment|1.0|14473.0|1|0|0| piastowska|przymorze|gdansk|54.416119|18.586288
2 pokoje z garderobą, halą i 40 metrowym tarasem!!|60.0|2.0|1-3|secondary|1|1|2011.0|1.0|Apartment|0.0|10817.0|0|0|0| sojowa|dąbrowa|gdynia|54.473863|18.465794
Apartament z widokiem na Motławę i miasto|78.0|4.0|4-7|secondary|1|0|2021.0|0.0|Apartment|0.0|23701.0|0|0|0| sienna grobla|śródmieście|gdansk|54.356946|18.667037
Mieszkanie - Gdynia Mały Kack|97.61|3.0|1-3|secondary|1|0|2002.0|1.0|Apartment|1.0|1178.0|1|0|0| olgierda|mały kack|gdynia|54.4772|18.518346
Sprzedaż Mieszkania  20 min pieszo do plaży|70.0|4.0|1-3|secondary|0|1|1980.0|0.0|Apartment|0.0|9259.0|0|0|0| wyzwolenia|nowy port|gdansk|54.400026|18.66215
Apartament z obłędnym widokiem|131.0|3.0|4-7|secondary|1|1|2020.0|1.0|Apartment|0.0|15260.0|1|0|0| angielska grobla|śródmieście|gdansk|54.347715|18.664475
Elegancki apartament w prestiżowej lokalizacji|50.3|2.0|4-7|secondary|1|1|2021.0|0.0|Apartment|0.0|24851.0|1|0|0| węglowa|śródmieście|gdynia|54.5198415|18.538188
Przestronne i Eleganckie 3 pokoje w Sercu Gdańska|70.0|3.0|1-3|secondary|1|0|1998.0|0.0|Apartment|0.0|15714.0|0|0|0| jacka malczewskiego|siedlce|gdansk|54.348542|18.624595
Mieszkanie - Gdynia Grabówek|36.0|2.0|1-3|secondary|1|0|1938.0|1.0|Apartment|1.0|11889.0|0|0|0| beniowskiego|grabówek|gdynia|54.51768|18.53892
Mieszkanie - Gdynia Dąbrowa|112.6|3.0|1-3|secondary|1|0|2002.0|0.0|Apartment|1.0|665.0|1|0|0| sojowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie 3 pokoje, dobra lokalizacja|55.67|3.0|1-3|secondary|0|1|1980.0|1.0|Apartment|1.0|9520.0|1|0|0| południowa|cisowa|gdynia|54.548571|18.443583
Kawalerka w najbardziej prestiżowej dzielnicy Gda.|30.5|1.0|4-7|secondary|1|1|2017.0|1.0|Apartment|0.0|22295.0|0|0|0| jaglana|śródmieście|gdansk|54.344147|18.656364
Mieszkanie - Gdynia Dąbrowa|66.55|3.0|0|secondary|0|0|1991.0|0.0|Apartment|1.0|9391.0|1|0|0| sojowa|dąbrowa|gdynia|54.473863|18.465794
Atrakcyjny apartament Oliwa Park|79.8|3.0|1-3|secondary|1|1|2011.0|0.0|Apartment|0.0|19925.0|1|0|0| bolesława krzywoustego|przymorze|gdansk|54.412553|18.579975
Trzypokojowy apartament w Garnizonie|77.0|3.0|4-7|secondary|1|1|2021.0|1.0|Apartment|0.0|22533.0|1|0|0| bolesława leśmiana|wrzeszcz|gdansk|54.381837|18.588339
Na sprzedaż piękny apartament przy samej plaży!|71.88|2.0|0|secondary|1|0|1910.0|1.0|Apartment|1.0|27810.0|0|0|0| ceynowy f.|dolny sopot|sopot|54.4409635|18.561271
Luksusowy apartament pod lasem z tarasem na dachu|105.26|4.0|1-3|secondary|1|1|2020.0|1.0|Apartment|0.0|28501.0|1|0|0| bernadowska|orłowo|gdynia|54.475629|18.552093
Kawalerka z miejscem postojowym i pięknym widokiem|29.0|1.0|1-3|secondary|1|1|2021.0|1.0|Apartment|0.0|15828.0|1|0|0| wielkopolska|ujeścisko-łostowice|gdansk|54.31911|18.591801
2 odrębne i niezależne mieszkania  2-pokojowe!|70.1|4.0|0|secondary|1|0|2018.0|0.0|Apartment|0.0|13534.0|0|0|0| chylońska|chylonia|gdynia|54.545155|18.460712
4 pokoje! Taras 42m2   Przy plaży i parku!|109.0|4.0|4-7|secondary|1|1|2022.0|1.0|Apartment|0.0|16789.0|0|0|0| letnicka|letnica|gdansk|54.40164|18.647512
Gdańsk Letnica 2 pokoje blisko morza!|48.39|2.0|1-3|secondary|1|1|2022.0|1.0|Apartment|0.0|14900.0|1|1|0| starowiejska|letnica|gdansk|54.394982|18.646767
3 pokoje na Śródmieściu|54.0|3.0|1-3|secondary|0|1|1970.0|0.0|Apartment|1.0|12574.0|1|0|0| szopy|śródmieście|gdansk|54.347715|18.664475
3 pokoje z ogródkiem! Blisko morze ! Dla rodziny!|64.0|3.0|0|secondary|1|1|2021.0|1.0|Apartment|0.0|19219.0|0|0|0| starowiejska|letnica|gdansk|54.394982|18.646767
Mieszkanie 55m2 3 pokoje Gdańsk Kokoszki|55.0|3.0|0|secondary|1|0|2003.0|0.0|Apartment|0.0|11436.0|0|0|0| storczykowa|kokoszki|gdansk|54.3552|18.509753
Świetne mieszkanie z dużym tarasem, blisko plaży|47.83|2.0|0|secondary|1|0|1910.0|1.0|Apartment|0.0|31257.0|0|0|0| mariana mokwy|dolny sopot|sopot|54.446937|18.564969
Fantastyczny widok na Stare Miasto|63.56|4.0|4-7|secondary|0|0|1978.0|0.0|Apartment|1.0|11800.0|1|0|0| powstańców warszawskich|suchanino|gdansk|54.358662|18.624713
Trzy apartamenty w centrum Gdańska w cenie jednego|55.0|3.0|1-3|secondary|0|0|1970.0|1.0|Apartment|0.0|20909.0|1|0|0| rajska|śródmieście|gdansk|54.35588|18.64708
Mieszkanie - Gdynia Chylonia|48.0|3.0|4-7|secondary|0|1|1980.0|0.0|Apartment|0.0|11438.0|0|0|0| swarzewska|chylonia|gdynia|54.537917|18.463613
Dwa pokoje w Bastion Wałowa|44.58|2.0|1-3|secondary|0|0|2018.0|0.0|Apartment|0.0|19740.0|0|0|0| wałowa|śródmieście|gdansk|54.3463466|18.6662024
Basen, jacuzzi, Śródmieście|46.19|2.0|1-3|secondary|1|1|2018.0|1.0|Apartment|0.0|19994.0|1|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
Basen, siłownia, centrum Gdańska|46.31|2.0|1-3|secondary|0|1|2018.0|1.0|Apartment|0.0|19996.0|1|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
Niepowtarzalny apartament 100 metrów od morza!|8.0|4.0|1-3|secondary|1|0|2010.0|1.0|Apartment|0.0|39024.0|1|1|0| wypoczynkowa|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.424062|18.596767
Mieszkanie 2 pokoje po remoncie|65.0|2.0|1-3|secondary|0|0|1928.0|0.0|Apartment|0.0|1049.0|0|0|0| morska|grabówek|gdynia|54.537343|18.474899
Umeblowane mieszkanie 2 pokojowe   rozkładowe   duży balkon   Chełm   świetna lokalizacja|49.5|2.0|4-7|secondary|0|0|1987.0|0.0|Apartment|0.0|12323.0|0|0|0| cieszyńskiego|chełm|gdansk|54.335675|18.612522
Odnowione, przestronne, jasne, 2 pok. Zakoniczyn|5.0|2.0|1-3|secondary|0|0|2016.0|1.0|Apartment|1.0|11731.0|1|0|0| konstantego bergiela|ujeścisko-łostowice|gdansk|54.31758|18.58245
Gdynia Cisowa! Mieszkanie dwupoziomowe|96.0|4.0|1-3|secondary|0|0|2004.0|0.0|Apartment|1.0|10406.0|1|0|0| zbożowa|cisowa|gdynia|54.548571|18.443583
Gdańsk Strzyża 4 pokoje!|65.7|4.0|1-3|secondary|1|1|1980.0|0.0|Apartment|1.0|14444.0|0|0|0| piotra michałowskiego|vii dwór|gdansk|54.387438|18.574708
Gdynia Bernadowo 4 pokoje!|71.0|4.0|0|secondary|1|1|2017.0|0.0|Apartment|1.0|17606.0|0|1|0| sopocka|wielki kack|gdynia|54.467664|18.492842
Mieszkanie - Gdynia Śródmieście|46.56|2.0|4-7|secondary|1|1|1959.0|1.0|Apartment|1.0|14820.0|1|0|0| świętojańska|śródmieście|gdynia|54.5198415|18.538188
3 Pokoje z Ogrodem 150m2 /Karwiny|55.73|3.0|0|secondary|0|0|1986.0|0.0|Apartment|0.0|12543.0|0|0|0| janiny porazińskiej|karwiny|gdynia|54.474587|18.481476
Słoneczne mieszkanie z balkonem-super lokalizacja|78.0|4.0|1-3|secondary|0|0|1998.0|0.0|Apartment|0.0|10038.0|0|0|0| null|ujeścisko-łostowice|gdansk|54.333711|18.591182
Mieszkanie dwupokojowe Chełm|49.5|2.0|4-7|secondary|0|0|1987.0|1.0|Apartment|1.0|11717.0|1|0|0| cieszyńskiego|chełm|gdansk|54.335675|18.612522
